codigo_producto,nombre,descripcion_original,descripcion_mejorada,alias_propuestos,accion,notas
69b013a714fe850004359170,CORTINA BAÑO DE TEFLON CON GANCHOS,"Artículo de blanquería CORTINA BAÑO DE TEFLON CON GANCHOS, categoría blanqueria y novedades.","Blanquería CORTINA BAÑO DE TEFLON CON GANCHOS, presentación mayorista para reventa.",CORTINA BAÑO DE TEFLON CON GANCHOS|CORTINA BAÑO|CORTINA|Blanquería,ACTUALIZAR,demo_local
69b0140114fe850004359172,CORTINA COCINA CON FALDON 1.1M,"Artículo de blanquería CORTINA COCINA CON FALDON 1.1M, categoría blanqueria y novedades.","Blanquería CORTINA COCINA CON FALDON 1.1M, presentación mayorista para reventa.",CORTINA COCINA CON FALDON 1.1M|CORTINA COCINA|CORTINA|Blanquería,ACTUALIZAR,demo_local
69b0144f14fe850004359174,SABANA AJUSTABLE 2 1/2,"Artículo de blanquería SABANA AJUSTABLE 2 1/2, categoría blanqueria y novedades.","Blanquería SABANA AJUSTABLE 2 1/2, presentación mayorista categoría blanqueria y novedades.",SABANA AJUSTABLE 2 1/2|SABANA AJUSTABLE|SABANA|Blanquería,ACTUALIZAR,demo_local
69b0146999a2470004cdd437,SABANA AJUSTABLE 1 1/2,"Artículo de blanquería SABANA AJUSTABLE 1 1/2, categoría blanqueria y novedades.","Blanquería SABANA AJUSTABLE 1 1/2, presentación mayorista categoría blanqueria y novedades.",SABANA AJUSTABLE 1 1/2|SABANA AJUSTABLE|SABANA|Blanquería,ACTUALIZAR,demo_local
69b014a014fe850004359176,PELOTA Nº2 BOCA,"Juguete mayorista PELOTA Nº2 BOCA, presentación para reventa, categoría juguetes.","Juguete PELOTA Nº2 BOCA, presentación mayorista categoría juguetes, apto reventa mayorista en Paraná.",PELOTA Nº2 BOCA|PELOTA BOCA|PELOTA|Juguete,ACTUALIZAR,demo_local
69b014e434b6e90004284255,PROTECTOR DE BAÑO 50 MICRONES,"Artículo de blanquería PROTECTOR DE BAÑO 50 MICRONES, categoría blanqueria y novedades.","Blanquería PROTECTOR DE BAÑO 50 MICRONES, presentación mayorista para reventa.",PROTECTOR DE BAÑO 50 MICRONES|PROTECTOR BAÑO|PROTECTOR|Blanquería,ACTUALIZAR,demo_local
69b0150814fe850004359177,PROTECTOR DE BAÑO 75 MICRONES,"Artículo de blanquería PROTECTOR DE BAÑO 75 MICRONES, categoría blanqueria y novedades.","Blanquería PROTECTOR DE BAÑO 75 MICRONES, presentación mayorista para reventa.",PROTECTOR DE BAÑO 75 MICRONES|PROTECTOR BAÑO|PROTECTOR|Blanquería,ACTUALIZAR,demo_local
69b0153334b6e90004284256,TOALLON PLAYEROS,"Artículo de blanquería mayorista TOALLON PLAYEROS, presentación para reventa, categoría blanqueria y novedades.","Blanquería TOALLON PLAYEROS, presentación mayorista categoría blanqueria y novedades, apto reventa mayorista en Paraná.",TOALLON PLAYEROS|TOALLON|Blanquería,ACTUALIZAR,demo_local
69b0155734b6e90004284257,LENTE DE LECTURA,"Artículo mayorista LENTE DE LECTURA, presentación para reventa, categoría novedades.","Artículo LENTE DE LECTURA, presentación mayorista categoría novedades, apto reventa mayorista en Paraná.",LENTE DE LECTURA|LENTE LECTURA|LENTE|Artículo,ACTUALIZAR,demo_local
69b1b5104d443c0004cee344,NAIPE “DOS”,"Artículo mayorista NAIPE “DOS”, presentación para reventa, categoría novedades, presentación mayorista novedades.","Artículo NAIPE “DOS”, presentación mayorista categoría novedades, apto reventa mayorista en Paraná.",NAIPE “DOS”|NAIPE DOS|NAIPE|Artículo,ACTUALIZAR,demo_local
69b1b59e565b98000427704e,NAIPE “UNO” BRAIN ROT,"Artículo mayorista NAIPE “UNO” BRAIN ROT, presentación para reventa, categoría novedades.","Artículo NAIPE “UNO” BRAIN ROT, presentación mayorista categoría novedades, apto reventa mayorista en Paraná.",NAIPE “UNO” BRAIN ROT|NAIPE UNO|NAIPE|Artículo,ACTUALIZAR,demo_local
69d842b5ab286c0004515f50,PARAGUAS LARGO NEGRO Y PLATEADO,"Artículo mayorista PARAGUAS LARGO NEGRO Y PLATEADO, presentación para reventa, categoría novedades.","Artículo PARAGUAS LARGO NEGRO Y PLATEADO, presentación mayorista para reventa.",PARAGUAS LARGO NEGRO Y PLATEADO|PARAGUAS LARGO|PARAGUAS|Artículo,ACTUALIZAR,demo_local
69d843e135b7750004411b35,PARAGUAS MINI PLEGABLE UV,"Artículo mayorista PARAGUAS MINI PLEGABLE UV, presentación para reventa, categoría novedades.","Artículo PARAGUAS MINI PLEGABLE UV, presentación mayorista categoría novedades, apto reventa mayorista en Paraná.",PARAGUAS MINI PLEGABLE UV|PARAGUAS MINI|PARAGUAS|Artículo,ACTUALIZAR,demo_local
69d8441c35b7750004411b36,CORTADOR/RAYADOR MULTIUSO,"Artículo de bazar mayorista CORTADOR/RAYADOR MULTIUSO, presentación para reventa, categoría bazar.","Bazar CORTADOR/RAYADOR MULTIUSO, presentación mayorista categoría bazar, apto reventa mayorista en Paraná.",CORTADOR/RAYADOR MULTIUSO|CORTADOR RAYADOR|CORTADOR|Bazar,ACTUALIZAR,demo_local
69d84541ab286c0004515f53,BOTELLA HIELERA,"Artículo mayorista BOTELLA HIELERA, presentación para reventa, categoría novedades, presentación mayorista novedades.","Artículo BOTELLA HIELERA, presentación mayorista categoría novedades, apto reventa mayorista en Paraná.",BOTELLA HIELERA|BOTELLA|Artículo,ACTUALIZAR,demo_local
69d84684ab286c0004515f54,ESTUCHE DE MARCADORES X60 UNIDADES,"Artículo escolar ESTUCHE DE MARCADORES X60 UNIDADES, categoría escolar, x60 unidades.","Escolar ESTUCHE DE MARCADORES X60 UNIDADES, presentación mayorista categoría escolar.",ESTUCHE DE MARCADORES X60 UNIDADES|ESTUCHE MARCADORES|ESTUCHE|Escolar,ACTUALIZAR,demo_local
69d84770ab286c0004515f56,CALCULADORA CON PANEL SOLAR,"Artículo mayorista CALCULADORA CON PANEL SOLAR, presentación para reventa, categoría novedades.","Artículo CALCULADORA CON PANEL SOLAR, presentación mayorista categoría novedades, apto reventa mayorista en Paraná.",CALCULADORA CON PANEL SOLAR|CALCULADORA PANEL|CALCULADORA|Artículo,ACTUALIZAR,demo_local
6a4cfbb7255a760004109edb,NAIPE ESPAÑOL,"Artículo mayorista NAIPE ESPAÑOL, presentación para reventa, categoría novedades, presentación mayorista novedades.","Artículo NAIPE ESPAÑOL, presentación mayorista categoría novedades, apto reventa mayorista en Paraná.",NAIPE ESPAÑOL|NAIPE|Artículo,ACTUALIZAR,demo_local
