nombre,telefono,telefono_normalizado,email,vat,direccion,zip,ref,lista_precios_odoo,odoo_id,match_status,client_id,client_phone
SEDANOS # 20 - Miami Gardens 20,(305) 558-5073,3055585073,sedanos20@sedanos.com,,"3801  W Flager st, Coral Gables",33126,,Sedanos (USD),794,existente,63,13055585073
SEDANOS # 21 - West Kendall 21,(305) 255-3386,3052553386,sedanos21@sedanos.com,,"13794  SW 152nd st, MIAMI",33177,,Sedanos (USD),795,existente,74,13052553386
SEDANOS # 22 - Hialeah 22,(305) 828-1060,3058281060,sedanos22@sedanos.com,,"5360  W 16th ave, HIALEAH",33012,,Sedanos (USD),796,existente,64,13058281060
SEDANOS # 23 - Little Havana 23,,,sedanos23@sedanos.com,,"2425  SW 8th st, Miami",33135,,Sedanos (USD),797,sin_telefono,,
SEDANOS # 24 - Hollywood 24,(954) 986-9281,9549869281,sedanos24@sedanos.com,,"2325 N state road 7, Hollywood",33021,,Sedanos (USD),798,existente,93,19549869281
SEDANOS # 26- Hialeah 26,(305) 824-9954,3058249954,sedanos26@sedanos.com,,"2301 W 52nd St, Hialeah",33016,,Sedanos (USD),799,existente,130,13058249954
SEDANOS # 27 - Pembroke Pines 27,(954) 450-0793,9544500793,sedanos27@sedanos.com,,"10333  Pines Blvd, Pembroke Pines",33026,,Sedanos (USD),800,existente,109,19544500793
SEDANOS # 28 - Hialeah 28,(305) 364-2303,3053642303,sedanos28@sedanos.com,,"3140 W 76th st, Hialeah",33018,,Sedanos (USD),801,existente,131,13053642303
SEDANOS # 29 - West Kendall 29,,,sedanos29@sedanos.com,,"16255 SW 88th st, Miami",33196,,Sedanos (USD),802,sin_telefono,,
SEDANOS # 31 - Homestead 31,(305) 245-1405,3052451405,sedanos31@sedanos.com,,"831  NE 8th st, Homestead",33030,,Sedanos (USD),803,existente,144,13052451405
SEDANOS # 32 - West Dade 32,(305) 220-7313,3052207313,sedanos32@sedanos.com,,"14655  SW 56th st, Miami",33175,,Sedanos (USD),804,existente,110,13052207313
SEDANOS # 33 - Doral 33,(305) 716-2884,3057162884,sedanos33@sedanos.com,,"10780 NW 58th St, Doral",33178,,Sedanos (USD),805,existente,94,13057162884
SEDANOS # 34 - Pembroke Pines 34,,,sedanos34@sedanos.com,,"17171 Pines Blvd, Pembroke Pines",33027,,Sedanos (USD),806,sin_telefono,,
SEDANOS # 36- Miami Gardens 36,(786) 364-4120,7863644120,sedanos36@sedanos.com,,"18600 NW 87th ave, Hialeah",33018,,Sedanos (USD),807,existente,145,17863644120
SEDANOS # 37 - West Dade 37,,,sedanos37@sedanos.com,,"14524 SW 8th st, Miami",33184,,Sedanos (USD),808,sin_telefono,,
SEDANOS # 38 - Westchester 38,(305) 403-8010,3054038010,sedanos38@sedanos.com,,"8601  Bird Rd, MIAMI",33155,,Sedanos (USD),809,existente,95,13054038010
SEDANOS # 4 - West Miami 4,,,sedanos4@sedanos.com,,"6709  W Flager st, Miami",33144,,Sedanos (USD),810,sin_telefono,,
SEDANOS # 42 - Miami 42,(786) 502-3420,7865023420,sedanos42@sedanos.com,,"3801  W Flager st, Coral Gables",33126,,Sedanos (USD),811,existente,65,17865023420
SEDANOS # 43 - Hialeah 43,(786) 364-4100,7863644100,sedanos43@sedanos.com,,"1170 W 49th st, Hialeah",33012,,Sedanos (USD),812,existente,75,17863644100
SEDANOS # 5- Westchester 5,,,sedanos5@sedanos.com,,"9688  SW 24th st, MIAMI",33165,,Sedanos (USD),813,sin_telefono,,
SEDANOS # 7 - Coral Gables 7,,,sedanos7@sedanos.com,,"4803  SW 8th St., Coral Gables",33134,,Sedanos (USD),814,sin_telefono,,
SEDANOS # 9 - Hialeah 9,(305) 825-1725,3058251725,sedanos9@sedanos.com,,"4040 E 4th ave, Hialeah",33013,,Sedanos (USD),815,existente,51,13058251725
SEDANOS #8 - Hialeah,(305) 556-6477,3055566477,sedanos08@sedanos.com,,"3950  W 12th ave, HIALEAH",33012,,Sedanos (USD),816,existente,271,13055566477
SERGIO'S CATERING,(305) 454-1900,3054541900,RICARDO@SERGIOSCAFETERIA.COM,,"4720 NW 167TH STREET, MIAMI GARDENS",33014,,Sergios (USD),818,existente,14,13054541900
SHAKA FRESH,,,shakafresh21@gmail.com,,"6808 SW 81 STREET
STUNNA'S FIT, Miami",33143,,Default (USD) (USD),819,sin_telefono,,
SIMON,,,,,,,,Default (USD) (USD),820,sin_telefono,,
SMOOTHIE BAR FLEX APPEAL,,,,,"12814 SW 122nd Ave, Miami",33186,,Default (USD) (USD),821,sin_telefono,,
SMOOTHIE EXPRESS,(305) 218-6915,3052186915,,,"835 NE 132 STREET, NORTH MIAMI",33161,,Default (USD) (USD),822,existente,76,13052186915
SMOOTHIE PLUS,(954) 549-3660,9545493660,,,"360 N PARK RD, HOLLYWOOD",33021,,Default (USD) (USD),823,existente,20,19545493660
SMOOTHIE PLUS #2 - MIRAMAR,,,,,"2925 SW 160 Ave, Miramar",33027,,Default (USD) (USD),824,sin_telefono,,
SMOOTHIE SQUAD - KENDALL,,,derek@thesmoothiesquad.com,,"8851 sw 107th ave unit 320
Located Inside UFC Gym, Miami",33176,,Default (USD) (USD),825,sin_telefono,,
SMOOTHIE SQUAD - PLANTATION,(786) 413-9883 Derek,7864139883,derek@thesmoothiesquad.com,,"331 N university drive unit 114
(Inside UFC fit gym), Plantation",33324,,Default (USD) (USD),826,existente,81,17864139883
SMOOTHIE TIME,(205) 926-8753,2059268753,smoothietimehollywood@gmail.com,,"8900 TAFT STREET, PEMBROKE PINES",33024,,Default (USD) (USD),827,existente,96,12059268753
"SOUTH FLORIDA FOOD, LLC",(954) 549-3146,9545493146,southfloridafoodllc@gmail.com,,"5801 WILEY street, Hollywood",33023,,Default (USD) (USD),830,existente,66,19545493146
SOUTH FLORIDA FOODS INTL INC,,,,,"5900 NW 97 AVE.
UNIT 19, DORAL",33178,,Default (USD) (USD),831,sin_telefono,,
SOUTHERN BEAR,,,,,,,,Default (USD) (USD),832,sin_telefono,,
SOUTHERN BEAR INC,,,info@southernbearfoods.com,,"1950 Hayes Street, Hollywood",33020,,Default (USD) (USD),833,sin_telefono,,
SPANISH CREATIONS CATERING LLC,,,,,"2555 W 3 ave, Hialeah",33010,,Default (USD) (USD),835,sin_telefono,,
SPUNTINO,(305) 339-4461,3053394461,,,"1000 NW 54 STREET, MIAMI",33127,,Default (USD) (USD),836,existente,272,13053394461
"STYLE 10, LLC",(954) 552-0101,9545520101,,,"200 Crandon Blvd , suite 110, Key Biscayne",33149,,Default (USD) (USD),838,existente,273,19545520101
SUNSHINE  AVERTISING PROMOTIONS,(786) 444-3158,7864443158,,,,,,Default (USD) (USD),839,existente,274,17864443158
"SUNSOF, INC",(305) 691-1875,3056911875,juan.velez@sunsof.com,,"5821 E 10 th. Ave Unit 105, Hialeah",33013,,Default (USD) (USD),840,existente,30,13056911875
"SUSIE'S HEAVENLY CATERING, LLC",(305) 308-7417,3053087417,wlustgarten@gmail.com,,"2228 NE 123 rd STREET, NORTH MIAMI",33181,,Default (USD) (USD),841,existente,275,13053087417
SWEET AND HEALTHY,(305) 504-1453,3055041453,,,"24763 SW 177 ave, Homestead",33031,,Default (USD) (USD),843,existente,276,13055041453
SWEETGEM CUPCAKES LLC,+1 305-923-7722,13059237722,cake@sweetgemcupcakes.com,L17000015367,"2580 Azalea Ave, Miramar",33025-2402,,Default (USD) (USD),13826,existente,97,113059237722
Sano Piacere,(786) 992-6068,7869926068,sanopiacere58@gmail.com,,"7001 MW 84th ave, Medley",33166,,Default (USD) (USD),782,existente,277,17869926068
Sarah's Tent,,,,,"3565 NE 207 Street, Aventura",33180,,Default (USD) (USD),783,sin_telefono,,
Sedanos Supermarket #,,,,,"3801  W Flager st, Coral Gables",33126,,Sedanos (USD),13854,sin_telefono,,
Serafin management group LLC,,,,,"233 W 28th St, Hialeah",33010,,Default (USD) (USD),817,sin_telefono,,
Smoothie Whirl'd,(561) 602-8654,5616028654,,,"1924 N Military Trl, West Palm Beach",33409,,Default (USD) (USD),828,existente,278,15616028654
Soul Delight Catering LLC,(305) 747-9721,3057479721,souldelightcatering@gmail.com,,"6118 NW 7th ave, Miami",33127,,Default (USD) (USD),829,existente,279,13057479721
Space Kamp,(786) 612-1735,7866121735,,,"2251 Plunkett Street, Hollywood",33020,,Default (USD) (USD),834,existente,280,17866121735
Sterling Group Foods - Bagel Boss,+1 954-683-9161,19546839161,bagelboss@documents.restaurant365.com,,"5850 S Pine Island Rd, Davie",33328,,Default (USD) (USD),837,existente,111,119546839161
Sweet & Salt (Mamaxi LLC DBA Sweet & Salt),(786) 877-1053,7868771053,xzhan017@fiu.edu,,"17010 W Dixie Hwy
Suite D, North Miami Beach",33160,,Default (USD) (USD),842,existente,281,17868771053
THE BERRY FARMS,+1 (786) 878-7900 (HEMMA),17868787900,Karl@visittheberryfarm.com,,"13720 SW 216th St, Miami",33170,,Default (USD) (USD),845,existente,282,117868787900
THE ICE CREAM FACTORY LLC,(786) 486-0590,7864860590,sobeicf@gmail.com,,"1626 Michigan Ave, Miami Beach",33138,,Default (USD) (USD),846,existente,112,17864860590
THE SPRUCE JUICE,(305) 753-4330,3057534330,hq@thesprucejuice.com,,"200 CRANDON BLVD, SUITE 110, KEY BISCAYNE",33149,,Default (USD) (USD),849,existente,77,13057534330
THE THRIST TRAP,,,,,"895 SW 67 AVE, MIAMI",33144,,Default (USD) (USD),850,sin_telefono,,
TOP EAT ALL LLC,,,,,"21431 Highland Lakes Boulevard, Miami",33179,,Default (USD) (USD),851,sin_telefono,,
TOSTADO CAFE CLUB MIAMI LLC,,,Miami@tostadocafeclub.com,,"3401 N MIAMI AVE ste 122, MIAMI",33127,,Default (USD) (USD),852,sin_telefono,,
TOTAL SUPERMARKET NW 7th ave - (EX NEW WAY FOOD),(305) 681-0246,3056810246,,,"12955 NW 7th Ave., Miami",33168,,Default (USD) (USD),853,existente,283,13056810246
TROPIC HOLLYWOOD,(917) 805-5958,9178055958,tropichollywoodfl@gmail.com,,"1305 S 33rd AVE, HOLLYWOOD",33021,,Default (USD) (USD),854,existente,284,19178055958
TROPICAL JUICES,,,Pedrogracaepaz@gmail.com,,"4815 Dixie Hwy, Pompano Beach",33064,,Default (USD) (USD),856,sin_telefono,,
TROPICAL SUPERMARKET,(305) 797-1354,3057971354,,,"1099 NW 118 STREET, MIAMI",33168,,Default (USD) (USD),857,existente,285,13057971354
TRUE BRANDS CO. - Havanna,(305) 773-6818,3057736818,jorge.amad@havannausa.com,,"1476 NW 168 ave., Pembroke Pines",33028,,Default (USD) (USD),858,existente,286,13057736818
TU COCINITA CATERING,(786) 312-7830,7863127830,,,"2430 W 8 AVE, HIALEAH",33016,,Tu cocinita (USD),859,existente,16,17863127830
TWISTED SMOOTHIE EXPRESS-jungle smoothies,(305) 974-4349,3059744349,,,"17637 NW 27th Ave., Miami Garden",33056,,Default (USD) (USD),861,existente,287,13059744349
The Avalon Miami,(305) 281-4828,3052814828,Jason.caballero@gmail.com,,"12837 SW 42nd St, Miami",33175,,Default (USD) (USD),844,existente,39,13052814828
The Juice Box,(786) 588-4808,7865884808,,,"15900 SW 92nd Avenue, Palmetto Bay",33157,,Default (USD) (USD),847,existente,78,17865884808
The Pcock Brothers LLC,(786) 525-2718,7865252718,,,"1058 NW 21st Street, Miami",33127,,Default (USD) (USD),848,existente,288,17865252718
The Urban grab and go,,,,,"1059 Collins #104, Miami Beach",33139,,Default (USD) (USD),13828,sin_telefono,,
Tropical Argentina SRL,,,,,"Del Mar 0 (esquina de la pala) - MCBA, Buenos Aires",,,Default (USD) (USD),855,sin_telefono,,
Tutos Fit,,,,,"701 NW 99 Ave., Pembroke Pines",33024,,Default (USD) (USD),860,sin_telefono,,
Twisted Juice Cafe Express LLC,,,,,"17637 NW 27th Ave, Miami",33054,,Default (USD) (USD),13860,sin_telefono,,
"ULTRA PADEL, LLC",,,,,"6301 NE 4TH  AVENUE, MIAMI",33138,,Default (USD) (USD),863,sin_telefono,,
"US 27 FUEL TRUCK STOP, LLC",,,,,"2716 W US HIGHWAY 27, CLEWISTON",33440,,Default (USD) (USD),864,sin_telefono,,
"Ultra Orange Foods, LLC",,,rcruz@ultraorangefoods.com,,"7610 NW 25 street Unit 4, Miami",33122,,Default (USD) (USD),862,sin_telefono,,
VALE FOOD BRICKELL,(954) 681-9119,9546819119,sunny@valefoodco.com,,"900 S MIAMI AVE, # 125, Miami",33130,,Default (USD) (USD),867,existente,289,19546819119
VALE FOOD FORT LAUDERDALE,,,sunny@valefoodco.com,,"420 N Federal Highway, Fort Lauderdale",33301,,Default (USD) (USD),868,sin_telefono,,
VICTORIA EVER INC - ALE MEAT,(954) 384-8948,9543848948,,,"123 Weston RD, Weston",33326,,Default (USD) (USD),870,existente,290,19543848948
VICTORIA GREEN MARKET,(561) 517-8946,5615178946,victoriagreenmarket@gmail.com,,"3133 Lake Worth Rd, Palm Springs",33461,,Default (USD) (USD),871,existente,291,15615178946
VINI PLUS INC (Fábrica Nahuén),,,,,"1750 nw 96 ave, Doral",33172,,Nahuen (USD),872,sin_telefono,,
Vaella Coffe & Tea,(754) 261-4681,7542614681,,,"991 E Commercial Blvd, Oakland Park",33334,,Default (USD) (USD),865,existente,292,17542614681
Valbert Natural Foods,,,whynesa@yahoo.com,,"5007 N HIATUS Road, Sunrise",33351,,Default (USD) (USD),866,sin_telefono,,
Veggy Burger LLC,,,,,"801 S Federal Hwy.,APT 1117, Pompano Beach",33062,,Default (USD) (USD),869,sin_telefono,,
Vivian Galkys,(786) 403-7462,7864037462,,,"17100 North Bay Road #1705, Sunny Isles Beach",33160,,Default (USD) (USD),873,existente,293,17864037462
WELLS MARKET,(305) 561-9040,3055619040,,,"1756 N BAYSHORE DR, MIAMI",33132,,Default (USD) (USD),875,existente,53,13055619040
WHITE BAY FOODS CORP,(786) 553-4187,7865534187,,,"1617 NE 163RD St, North Miami Beach",33162,,Nahuen (USD),876,existente,22,17865534187
WINN-DIXIE - # 203 HALLANDALE SHOPPING CENTER,,,,,"1055 HALLANDALE BEACH BLVD, HALLANDALE",33009,,Winn Dixie (USD),877,sin_telefono,,
WINN-DIXIE - # 210 - 3 Lakes Plaza,,,,,"1055 HALLANDALE BEACH BLVD, HALLANDALE",33009,,Winn Dixie (USD),878,sin_telefono,,
WINN-DIXIE - # 213 Grove Market,,,,,"5060 Seminole Pratt Whitney Rd, Westlake",33470,,Winn Dixie (USD),879,sin_telefono,,
WINN-DIXIE - # 226 Southport Plaza,,,,,"1625 Cordova Rd, Fort Lauderdale",33316,,Winn Dixie (USD),880,sin_telefono,,
WINN-DIXIE - # 233 Miami,,,,,"11030 N.W. 7TH AVE, Miami",33168,,Winn Dixie (USD),881,sin_telefono,,
WINN-DIXIE - # 236 SOUTHLAND PLAZA,,,,,"941 SW 24TH ST., FT LAUDERDALE",33315,,Winn Dixie (USD),884,sin_telefono,,
WINN-DIXIE - # 246 DOLPHIN PLAZA,,,,,"17221 NW 27TH AVENUE, MIAMI GARDENS",33056,,Winn Dixie (USD),885,sin_telefono,,
WINN-DIXIE - # 247 MIAMI,,,,,"1155 NW 11TH ST, MIAMI",33136,,Winn Dixie (USD),886,sin_telefono,,
WINN-DIXIE - # 249 BIRD LUDLAM SHOPPING CENTER,,,,,"6770  BIRD ROAD, Miami",33155,,Winn Dixie (USD),887,sin_telefono,,
WINN-DIXIE - # 250 PARK VIEW SQUARE,,,,,"17101 MIRAMAR PKWY, MIRAMAR",33027,,Winn Dixie (USD),888,sin_telefono,,
WINN-DIXIE - # 251 MIAMI,,,,,"3275 SW 22ND STREET, MIAMI",33145,,Winn Dixie (USD),889,sin_telefono,,
WINN-DIXIE - # 271 Lantana Village Shopping Center,,,,,"1491 S Dixie Hwy, Lantana",33462,,Winn Dixie (USD),890,sin_telefono,,
WINN-DIXIE - # 280 DORAL AREA,(305) 591-0780,3055910780,,,"10505 NW 41ST St, MIAMI",33178,,Winn Dixie (USD),891,existente,82,13055910780
WINN-DIXIE - # 285 SOUTH MIAMI,,,,,"5850 SW 73RD STREET, SOUTH MIAMI",33143,,Winn Dixie (USD),892,sin_telefono,,
WINN-DIXIE - # 290 Victoria Park Shoppes,,,,,"680 N Federal Hwy, Fort Lauderdale",33304,,Winn Dixie (USD),893,sin_telefono,,
WINN-DIXIE - # 291 PROMENADE SHOPPES,,,,,"20417 BISCAYNE BOULEVARD, AVENTURA",33180,,Winn Dixie (USD),894,sin_telefono,,
WINN-DIXIE - # 306 DIPLOMAT MALL,,,,,"1515 EAST HALLANDALE BCH BLVD., HALLANDALE",33009,,Winn Dixie (USD),896,sin_telefono,,
WINN-DIXIE - # 309 at Palm Coast Plaza,,,,,"7915 S. Dixie Highway, West Palm Beach",33405,,Winn Dixie (USD),898,sin_telefono,,
WINN-DIXIE - # 311 THE PLAZA,,,,,"11290  STATE ROAD 84, DAVIE",33325,,Winn Dixie (USD),899,sin_telefono,,
WINN-DIXIE - # 318 KEY BISCAYNE SHOPPING CENTER,(305) 361-8261,3053618261,,,"604 CRANDON BLVD., KEY BISCAYNE",33149,,Winn Dixie (USD),900,existente,45,13053618261
WINN-DIXIE - # 319 DIXIE CENTER,(305) 246-3998,3052463998,,,"30346 OLD DIXIE HIGHWAY, HOMESTEAD",33030,,Winn Dixie (USD),901,existente,146,13052463998
WINN-DIXIE - # 330 TWIN OAKS PLAZA,,,,,"3260  DAVIE BLVD, FT LAUDERDALE",33312,,Winn Dixie (USD),902,sin_telefono,,
WINN-DIXIE - # 333 Gardens Park Plaza,,,,,"8924 N Military Trl, Palm Beach Gardens",33410,,Winn Dixie (USD),903,sin_telefono,,
WINN-DIXIE - # 336 Emerald Woods Plaza,,,,,"3850 N 46th Ave, Hollywood",33021,,Winn Dixie (USD),904,sin_telefono,,
WINN-DIXIE - # 343 at Northway Shopping Center,,,,,"14900 NW 7th Ave, Miami",33168,,Winn Dixie (USD),905,sin_telefono,,
WINN-DIXIE - # 345 Rivertowne Square,,,,,"1019 S Federal Hwy, Deerfield Beach",33441,,Winn Dixie (USD),906,sin_telefono,,
WINN-DIXIE - # 349 Pepper Tree Plaza,,,,,"5600 West Sample Road, MARGATE",33073,,Winn Dixie (USD),907,sin_telefono,,
WINN-DIXIE - # 355 Delmar Shopping Plaza,,,,,"7024 Beracasa Way, Boca Raton",33433,,Winn Dixie (USD),908,sin_telefono,,
WINN-DIXIE - # 357 CALIFORNIA CLUB SHOPPING CTR,(305) 653-2657,3056532657,,,"980 IVES DAIRY RD, MIAMI",33179,,Winn Dixie (USD),909,existente,294,13056532657
WINN-DIXIE - # 370,,,,,"8710 SW 72nd st, Miami",33173,,Winn Dixie (USD),911,sin_telefono,,
WINN-DIXIE - # 371 POINT ROYALE SHOPPING CENTER,(305) 232-1316,3052321316,,,"19167 S DIXIE HWY, CUTLER BAY",33157,,Winn Dixie (USD),912,existente,295,13052321316
WINN-DIXIE - # 378 Intracoastal Mall,,,,,"3805 NE 163RD ST, N MIAMI BEACH",33160,,Winn Dixie (USD),913,sin_telefono,,
WINN-DIXIE - # 386 Galt Ocean Marketplace,,,,,"3800 N Ocean Blvd, Fort Lauderdale",33308,,Winn Dixie (USD),914,sin_telefono,,
WINN-DIXIE - # 397 Charleston Square,,,,,"6600 Hypoluxo Rd, Lake Worth",33467,,Winn Dixie (USD),915,sin_telefono,,
WINN-DIXIE - # 757 VISCAYA SQUARE,,,,,"901  NORTH NOB HILL ROAD, PLANTATION",33324,,Winn Dixie (USD),916,sin_telefono,,
WINN-DIXIE - #212 Village Royale,,,,,"1135 Royal Palm Beach Blvd, Royal Palm Beach",33411,,Winn Dixie (USD),917,sin_telefono,,
WINN-DIXIE - 262 - ROYAL OAKS PLAZA,,,,,"15450 NW 77th COURT, MIAMI LAKES",33016,,Winn Dixie (USD),918,sin_telefono,,
WINN-DIXIE 214 - THE SHOPPES OF LIBERTY CITY,(305) 757-0696,3057570696,,,"1150 NW 54TH STREET, Miami",33127,,Winn Dixie (USD),919,existente,98,13057570696
WINN-DIXIE- # 254 CONCORD SHOPPING MALL,,,,,"11241 SW 40th St, Miami",33165,,Winn Dixie (USD),920,sin_telefono,,
WYNWOOD DOG FOOD CO. - Dishes for Dogs,,,mason@wynwooddogfood.com,,"2561 N Miami Ave, Miami",33127,,Wynwood Dogs (USD),921,sin_telefono,,
Walter Valencia,,,,,,,,Default (USD) (USD),874,sin_telefono,,
Winn-Dixie - # 2348 Port St Lucie,,,,,"281 SW Port St Lucie Blvd., Port Saint Lucie",34984,,Winn Dixie (USD),882,sin_telefono,,
Winn-Dixie - # 2355 Fort Pierce,,,,,"4967 S US 1, Fort Pierce",34982,,Winn Dixie (USD),883,sin_telefono,,
Winn-Dixie - # 305 Royal Palm Beach,,,,,"1135 Royal Palm Beach Blvd., Royal Palm Beach",33411,,Winn Dixie (USD),895,sin_telefono,,
Winn-Dixie - # 308 Jensen Beach,,,,,"1105 NE Jensen Beach Blvd., Jensen Beach",34957,,Winn Dixie (USD),897,sin_telefono,,
Winn-Dixie - # 364 Stuart,,,,,"3320 SE Salerno Rd., Stuart",34997,,Winn Dixie (USD),910,sin_telefono,,
YAYABO CAFETERIA,,,,,"1087 E 25 STREET, HIALEAH",33013,,Default (USD) (USD),922,sin_telefono,,
Yogurt ur Way,(954) 429-2792,9544292792,,,"3932 W Hillsboro Blvd, Deerfield Beach",33442,,Default (USD) (USD),923,existente,296,19544292792
ba foo,,,,,,,,Default (USD) (USD),13881,sin_telefono,,
great,,,,,,,,Default (USD) (USD),13857,sin_telefono,,
q,,,,,,,,Default (USD) (USD),762,sin_telefono,,
smoothie plus,,,,,"11348 miramar parkway, Miramar",33025,,Default (USD) (USD),747,sin_telefono,,
