product_code,nombre,precio_lista_1,stock,unidades_por_bulto,unidad_minima_de_venta,umv_tipo,categoria_1,categoria_2,categoria_3,categoria_4,aliases,rotacion_index,mental_priority,descripcion,image_url,en_catalogo,is_mock,fuente_hoja
VACO0112,DV Catena Cabernet Cabernet,25200.0,12,1,unidad,unidad,Bodega,,,,DV Catena Cabernet Cabernet|VACO0112,0.93,0.0,DV Catena Cabernet Cabernet. Producto de Bodega en catalogo Al Fuego.,https://images.unsplash.com/photo-1544025162-d76694265947?w=400,true,true,Bodega
VACO0113,DV Catena Chardonnay,20500.0,2,1,unidad,unidad,Bodega,,,,DV Catena Chardonnay|VACO0113,0.92,0.0,DV Catena Chardonnay. Producto de Bodega en catalogo Al Fuego.,https://images.unsplash.com/photo-1544025162-d76694265947?w=400,true,true,Bodega
VACO0114,Domaine Edem blonde,21500.0,6,1,unidad,unidad,Bodega,,,,Domaine Edem blonde|VACO0114,0.27,0.0,Domaine Edem blonde. Producto de Bodega en catalogo Al Fuego.,https://images.unsplash.com/photo-1544025162-d76694265947?w=400,true,true,Bodega
VACO0115,Domaine edem Brunnette,17800.0,6,1,unidad,unidad,Bodega,,,,Domaine edem Brunnette|VACO0115,0.27,0.0,Domaine edem Brunnette. Producto de Bodega en catalogo Al Fuego.,https://images.unsplash.com/photo-1544025162-d76694265947?w=400,true,true,Bodega
VACO0116,Domaine Edem No7,20300.0,11,1,unidad,unidad,Bodega,,,,Domaine Edem No7|VACO0116,0.27,0.0,Domaine Edem No7. Producto de Bodega en catalogo Al Fuego.,https://images.unsplash.com/photo-1544025162-d76694265947?w=400,true,true,Bodega
VACO0117,DV Lesplorator Salta,35700.0,10,1,unidad,unidad,Bodega,,,,DV Lesplorator Salta|VACO0117,0.92,0.0,DV Lesplorator Salta. Producto de Bodega en catalogo Al Fuego.,https://images.unsplash.com/photo-1544025162-d76694265947?w=400,true,true,Bodega
VACO0118,DV Lesplorator La Rioja,35700.0,11,1,unidad,unidad,Bodega,,,,DV Lesplorator La Rioja|VACO0118,0.92,0.0,DV Lesplorator La Rioja. Producto de Bodega en catalogo Al Fuego.,https://images.unsplash.com/photo-1544025162-d76694265947?w=400,true,true,Bodega
VACO0119,Angelica Malbec,43000.0,9,1,unidad,unidad,Bodega,,,,Angelica Malbec|VACO0119,0.36,0.0,Angelica Malbec. Producto de Bodega en catalogo Al Fuego.,https://images.unsplash.com/photo-1544025162-d76694265947?w=400,true,true,Bodega
VACO0120,Angelica Cabernet Sauvignon,39000.0,11,1,unidad,unidad,Bodega,,,,Angelica Cabernet Sauvignon|VACO0120,0.36,0.0,Angelica Cabernet Sauvignon. Producto de Bodega en catalogo Al Fuego.,https://images.unsplash.com/photo-1544025162-d76694265947?w=400,true,true,Bodega
VACO0121,Angelica Cabernet Franc,39000.0,7,1,unidad,unidad,Bodega,,,,Angelica Cabernet Franc|VACO0121,0.36,0.0,Angelica Cabernet Franc. Producto de Bodega en catalogo Al Fuego.,https://images.unsplash.com/photo-1544025162-d76694265947?w=400,true,true,Bodega
VACO0122,Son Vida Malbec,23000.0,6,1,unidad,unidad,Bodega,,,,Son Vida Malbec|VACO0122,0.12,0.0,Son Vida Malbec. Producto de Bodega en catalogo Al Fuego.,https://images.unsplash.com/photo-1544025162-d76694265947?w=400,true,true,Bodega
VACO0123,Son Vida Cabernet Sauvignon,23000.0,16,1,unidad,unidad,Bodega,,,,Son Vida Cabernet Sauvignon|VACO0123,0.12,0.0,Son Vida Cabernet Sauvignon. Producto de Bodega en catalogo Al Fuego.,https://images.unsplash.com/photo-1544025162-d76694265947?w=400,true,true,Bodega
VACO0124,Lo Sance Extra Brut,20200.0,9,1,unidad,unidad,Bodega,,,,Lo Sance Extra Brut|VACO0124,0.91,0.0,Lo Sance Extra Brut. Producto de Bodega en catalogo Al Fuego.,https://images.unsplash.com/photo-1544025162-d76694265947?w=400,true,true,Bodega
VACO0125,Lo Sance Brut Nature,20200.0,6,1,unidad,unidad,Bodega,,,,Lo Sance Brut Nature|VACO0125,0.91,0.0,Lo Sance Brut Nature. Producto de Bodega en catalogo Al Fuego.,https://images.unsplash.com/photo-1544025162-d76694265947?w=400,true,true,Bodega
VACO0126,Lo Sance Rosado,20200.0,5,1,unidad,unidad,Bodega,,,,Lo Sance Rosado|VACO0126,0.91,0.0,Lo Sance Rosado. Producto de Bodega en catalogo Al Fuego.,https://images.unsplash.com/photo-1544025162-d76694265947?w=400,true,true,Bodega
VACO0127,Lo Sance Chenin,16600.0,4,1,unidad,unidad,Bodega,,,,Lo Sance Chenin|VACO0127,0.91,0.0,Lo Sance Chenin. Producto de Bodega en catalogo Al Fuego.,https://images.unsplash.com/photo-1544025162-d76694265947?w=400,true,true,Bodega
VACO0128,Lo Sance Blend Cab Franc,25999.82,12,1,unidad,unidad,Bodega,,,,Lo Sance Blend Cab Franc|VACO0128,0.91,0.0,Lo Sance Blend Cab Franc. Producto de Bodega en catalogo Al Fuego.,https://images.unsplash.com/photo-1544025162-d76694265947?w=400,true,true,Bodega
VACO0129,Relator Malbec,17900.0,8,1,unidad,unidad,Bodega,,,,Relator Malbec|VACO0129,0.13,0.0,Relator Malbec. Producto de Bodega en catalogo Al Fuego.,https://images.unsplash.com/photo-1544025162-d76694265947?w=400,true,true,Bodega
VACO0131,Relator Cabernet Franc,17900.0,11,1,unidad,unidad,Bodega,,,,Relator Cabernet Franc|VACO0131,0.13,0.0,Relator Cabernet Franc. Producto de Bodega en catalogo Al Fuego.,https://images.unsplash.com/photo-1544025162-d76694265947?w=400,true,true,Bodega
VACO0132,Chaman Red Blend,20800.0,15,1,unidad,unidad,Bodega,,,,Chaman Red Blend|VACO0132,0.31,0.0,Chaman Red Blend. Producto de Bodega en catalogo Al Fuego.,https://images.unsplash.com/photo-1544025162-d76694265947?w=400,true,true,Bodega
VACO0133,Chaman Gewusrtaminner,22300.0,12,1,unidad,unidad,Bodega,,,,Chaman Gewusrtaminner|VACO0133,0.31,0.0,Chaman Gewusrtaminner. Producto de Bodega en catalogo Al Fuego.,https://images.unsplash.com/photo-1544025162-d76694265947?w=400,true,true,Bodega
VACO0134,Cos de Cal,59000.0,10,1,unidad,unidad,Bodega,,,,Cos de Cal|VACO0134,0.29,0.0,Cos de Cal. Producto de Bodega en catalogo Al Fuego.,https://images.unsplash.com/photo-1544025162-d76694265947?w=400,true,true,Bodega
VACO0135,As de Bravas,105000.0,5,1,unidad,unidad,Bodega,,,,As de Bravas|VACO0135,0.35,0.0,As de Bravas. Producto de Bodega en catalogo Al Fuego.,https://images.unsplash.com/photo-1544025162-d76694265947?w=400,true,true,Bodega
VACO0136,Al Pasión Malbec,21280.0,11,1,unidad,unidad,Bodega,,,,Al Pasión Malbec|VACO0136,0.95,0.0,Al Pasión Malbec. Producto de Bodega en catalogo Al Fuego.,https://images.unsplash.com/photo-1544025162-d76694265947?w=400,true,true,Bodega
VACO0137,Al Pasión Cabernet Sauvignon,21280.0,12,1,unidad,unidad,Bodega,,,,Al Pasión Cabernet Sauvignon|VACO0137,0.95,0.0,Al Pasión Cabernet Sauvignon. Producto de Bodega en catalogo Al Fuego.,https://images.unsplash.com/photo-1544025162-d76694265947?w=400,true,true,Bodega
VACO0138,Al Al Pasión Sauvignon Blanc,21280.0,6,1,unidad,unidad,Bodega,,,,Al Al Pasión Sauvignon Blanc|VACO0138,0.95,0.0,Al Al Pasión Sauvignon Blanc. Producto de Bodega en catalogo Al Fuego.,https://images.unsplash.com/photo-1544025162-d76694265947?w=400,true,true,Bodega
VACO0139,Al Pasión Grand Malbec,52500.0,5,1,unidad,unidad,Bodega,,,,Al Pasión Grand Malbec|VACO0139,0.95,0.0,Al Pasión Grand Malbec. Producto de Bodega en catalogo Al Fuego.,https://images.unsplash.com/photo-1544025162-d76694265947?w=400,true,true,Bodega
VACO0140,Al Pasión Cabernet Franc,52500.0,9,1,unidad,unidad,Bodega,,,,Al Pasión Cabernet Franc|VACO0140,0.95,0.0,Al Pasión Cabernet Franc. Producto de Bodega en catalogo Al Fuego.,https://images.unsplash.com/photo-1544025162-d76694265947?w=400,true,true,Bodega
VACO0141,Al Pasión Petit Verdot,10000.0,6,1,unidad,unidad,Bodega,,,,Al Pasión Petit Verdot|VACO0141,0.94,0.0,Al Pasión Petit Verdot. Producto de Bodega en catalogo Al Fuego.,https://images.unsplash.com/photo-1544025162-d76694265947?w=400,true,true,Bodega
VACO0142,Enemigo Malbec,31600.0,7,1,unidad,unidad,Bodega,,,,Enemigo Malbec|VACO0142,0.92,0.0,Enemigo Malbec. Producto de Bodega en catalogo Al Fuego.,https://images.unsplash.com/photo-1544025162-d76694265947?w=400,true,true,Bodega
VACO0144,Enemigo Cabernet Franc,31600.0,5,1,unidad,unidad,Bodega,,,,Enemigo Cabernet Franc|VACO0144,0.92,0.0,Enemigo Cabernet Franc. Producto de Bodega en catalogo Al Fuego.,https://images.unsplash.com/photo-1544025162-d76694265947?w=400,true,true,Bodega
VACO0145,Gran Enemigo Gualtallary,66700.0,5,1,unidad,unidad,Bodega,,,,Gran Enemigo Gualtallary|VACO0145,0.91,0.0,Gran Enemigo Gualtallary. Producto de Bodega en catalogo Al Fuego.,https://images.unsplash.com/photo-1544025162-d76694265947?w=400,true,true,Bodega
VACO0146,Gran Enemigo Chacayes,66700.0,5,1,unidad,unidad,Bodega,,,,Gran Enemigo Chacayes|VACO0146,0.91,0.0,Gran Enemigo Chacayes. Producto de Bodega en catalogo Al Fuego.,https://images.unsplash.com/photo-1544025162-d76694265947?w=400,true,true,Bodega
VACO0147,Gran Enemigo Cepillo,66700.0,4,1,unidad,unidad,Bodega,,,,Gran Enemigo Cepillo|VACO0147,0.91,0.0,Gran Enemigo Cepillo. Producto de Bodega en catalogo Al Fuego.,https://images.unsplash.com/photo-1544025162-d76694265947?w=400,true,true,Bodega
VACO0148,Gran Enemigo Blend,66700.0,6,1,unidad,unidad,Bodega,,,,Gran Enemigo Blend|VACO0148,0.91,0.0,Gran Enemigo Blend. Producto de Bodega en catalogo Al Fuego.,https://images.unsplash.com/photo-1544025162-d76694265947?w=400,true,true,Bodega
VACO0149,Etcétera Pinot Noir,16300.0,9,1,unidad,unidad,Bodega,,,,Etcétera Pinot Noir|VACO0149,0.26,0.0,Etcétera Pinot Noir. Producto de Bodega en catalogo Al Fuego.,https://images.unsplash.com/photo-1544025162-d76694265947?w=400,true,true,Bodega
VACO0150,Capitulo 1 Malbec Vista Flores,19000.0,2,1,unidad,unidad,Bodega,,,,Capitulo 1 Malbec Vista Flores|VACO0150,0.94,0.0,Capitulo 1 Malbec Vista Flores. Producto de Bodega en catalogo Al Fuego.,https://images.unsplash.com/photo-1544025162-d76694265947?w=400,true,true,Bodega
VACO0151,Capitulo 1 Malbec Los Chacayes,19000.0,5,1,unidad,unidad,Bodega,,,,Capitulo 1 Malbec Los Chacayes|VACO0151,0.94,0.0,Capitulo 1 Malbec Los Chacayes. Producto de Bodega en catalogo Al Fuego.,https://images.unsplash.com/photo-1544025162-d76694265947?w=400,true,true,Bodega
VACO0152,Capitulo 1 Cabernet Franc Los Chacayes,19000.0,5,1,unidad,unidad,Bodega,,,,Capitulo 1 Cabernet Franc Los Chacayes|VACO0152,0.94,0.0,Capitulo 1 Cabernet Franc Los Chacayes. Producto de Bodega en catalogo Al Fuego.,https://images.unsplash.com/photo-1544025162-d76694265947?w=400,true,true,Bodega
VACO0153,Capitulo 1 Cabernet Sauvignon Vista,19000.0,4,1,unidad,unidad,Bodega,,,,Capitulo 1 Cabernet Sauvignon Vista|VACO0153,0.94,0.0,Capitulo 1 Cabernet Sauvignon Vista. Producto de Bodega en catalogo Al Fuego.,https://images.unsplash.com/photo-1544025162-d76694265947?w=400,true,true,Bodega
VACO0154,Capitulo 1 Petit Verdot Los Chacayes,19000.0,2,1,unidad,unidad,Bodega,,,,Capitulo 1 Petit Verdot Los Chacayes|VACO0154,0.94,0.0,Capitulo 1 Petit Verdot Los Chacayes. Producto de Bodega en catalogo Al Fuego.,https://images.unsplash.com/photo-1544025162-d76694265947?w=400,true,true,Bodega
VACO0155,Capitulo 1 Tempranillo Chilecito,19000.0,5,1,unidad,unidad,Bodega,,,,Capitulo 1 Tempranillo Chilecito|VACO0155,0.94,0.0,Capitulo 1 Tempranillo Chilecito. Producto de Bodega en catalogo Al Fuego.,https://images.unsplash.com/photo-1544025162-d76694265947?w=400,true,true,Bodega
VACO0156,Capitulo 2 Malbec Cabernet Franc,33000.0,15,1,unidad,unidad,Bodega,,,,Capitulo 2 Malbec Cabernet Franc|VACO0156,0.94,0.0,Capitulo 2 Malbec Cabernet Franc. Producto de Bodega en catalogo Al Fuego.,https://images.unsplash.com/photo-1544025162-d76694265947?w=400,true,true,Bodega
VACO0158,Tabanera Grand Blend,46400.0,5,1,unidad,unidad,Bodega,,,,Tabanera Grand Blend|VACO0158,0.11,0.0,Tabanera Grand Blend. Producto de Bodega en catalogo Al Fuego.,https://images.unsplash.com/photo-1544025162-d76694265947?w=400,true,true,Bodega
VACO0159,Etcetera Semillon Chilecito,16300.0,12,1,unidad,unidad,Bodega,,,,Etcetera Semillon Chilecito|VACO0159,0.26,0.0,Etcetera Semillon Chilecito. Producto de Bodega en catalogo Al Fuego.,https://images.unsplash.com/photo-1544025162-d76694265947?w=400,true,true,Bodega
VACO0160,Etcétera Tocai Vista Flores,16300.0,11,1,unidad,unidad,Bodega,,,,Etcétera Tocai Vista Flores|VACO0160,0.26,0.0,Etcétera Tocai Vista Flores. Producto de Bodega en catalogo Al Fuego.,https://images.unsplash.com/photo-1544025162-d76694265947?w=400,true,true,Bodega
VACO0161,Etcétera Torrontes Valle Famatina,16300.0,8,1,unidad,unidad,Bodega,,,,Etcétera Torrontes Valle Famatina|VACO0161,0.26,0.0,Etcétera Torrontes Valle Famatina. Producto de Bodega en catalogo Al Fuego.,https://images.unsplash.com/photo-1544025162-d76694265947?w=400,true,true,Bodega
VACO0162,Corlieri,3400.0,2,1,unidad,unidad,Bodega,,,,Corlieri|VACO0162,0.3,0.0,Corlieri. Producto de Bodega en catalogo Al Fuego.,https://images.unsplash.com/photo-1544025162-d76694265947?w=400,true,true,Bodega
VACO0163,Sal de campo tradicional,3500.0,8,1,unidad,unidad,Delicatessen,,,,Sal de campo tradicional|VACO0163,0.87,0.0,Sal de campo tradicional. Producto de Delicatessen en catalogo Al Fuego.,https://images.unsplash.com/photo-1544025162-d76694265947?w=400,true,true,Delicatessen
VACO0164,Sal de campo fina,3000.0,5,1,unidad,unidad,Delicatessen,,,,Sal de campo fina|VACO0164,0.87,0.0,Sal de campo fina. Producto de Delicatessen en catalogo Al Fuego.,https://images.unsplash.com/photo-1544025162-d76694265947?w=400,true,true,Delicatessen
VACO0165,Sal de campo 5 pimientas,5200.0,5,1,unidad,unidad,Delicatessen,,,,Sal de campo 5 pimientas|VACO0165,0.88,0.0,Sal de campo 5 pimientas. Producto de Delicatessen en catalogo Al Fuego.,https://images.unsplash.com/photo-1544025162-d76694265947?w=400,true,true,Delicatessen
VACO0166,Sal de campo ahumada,4500.0,7,1,unidad,unidad,Delicatessen,,,,Sal de campo ahumada|VACO0166,0.87,0.0,Sal de campo ahumada. Producto de Delicatessen en catalogo Al Fuego.,https://images.unsplash.com/photo-1544025162-d76694265947?w=400,true,true,Delicatessen
VACO0167,Sal de campo marina con especias,4600.0,3,1,unidad,unidad,Delicatessen,,,,Sal de campo marina con especias|VACO0167,0.87,0.0,Sal de campo marina con especias. Producto de Delicatessen en catalogo Al Fuego.,https://images.unsplash.com/photo-1544025162-d76694265947?w=400,true,true,Delicatessen
VACO0168,Sal de campo marina sin especias,3400.0,3,1,unidad,unidad,Delicatessen,,,,Sal de campo marina sin especias|VACO0168,0.87,0.0,Sal de campo marina sin especias. Producto de Delicatessen en catalogo Al Fuego.,https://images.unsplash.com/photo-1544025162-d76694265947?w=400,true,true,Delicatessen
VACO0169,Sal de campo especial,7200.0,3,1,unidad,unidad,Delicatessen,,,,Sal de campo especial|VACO0169,0.87,0.0,Sal de campo especial. Producto de Delicatessen en catalogo Al Fuego.,https://images.unsplash.com/photo-1544025162-d76694265947?w=400,true,true,Delicatessen
VACO0170,Sal de campo light,6900.0,3,1,unidad,unidad,Delicatessen,,,,Sal de campo light|VACO0170,0.87,0.0,Sal de campo light. Producto de Delicatessen en catalogo Al Fuego.,https://images.unsplash.com/photo-1544025162-d76694265947?w=400,true,true,Delicatessen
VACO0171,sprite 2.25 L,5700.0,4,1,unidad,unidad,Bebida,,,,sprite 2.25 L|VACO0171,0.86,0.0,sprite 2.25 L. Bebida disponible en tienda Al Fuego Valle Escondido.,https://images.unsplash.com/photo-1544025162-d76694265947?w=400,true,true,Bebida
VACO0172,sprite 500 ml,1600.0,11,1,unidad,unidad,Bebida,,,,sprite 500 ml|VACO0172,0.86,0.0,sprite 500 ml. Bebida disponible en tienda Al Fuego Valle Escondido.,https://images.unsplash.com/photo-1544025162-d76694265947?w=400,true,true,Bebida
VACO0173,sprite lata 230 ml,1300.0,12,1,unidad,unidad,Bebida,,,,sprite lata 230 ml|VACO0173,0.86,0.0,sprite lata 230 ml. Bebida disponible en tienda Al Fuego Valle Escondido.,https://images.unsplash.com/photo-1544025162-d76694265947?w=400,true,true,Bebida
VACO0174,coca cola vidrio ret 350 ml,2500.0,0,1,unidad,unidad,Bebida,,,,coca cola vidrio ret 350 ml|VACO0174,0.93,0.0,coca cola vidrio ret 350 ml. Bebida disponible en tienda Al Fuego Valle Escondido.,https://images.unsplash.com/photo-1544025162-d76694265947?w=400,true,true,Bebida
VACO0175,coca cola 2.25 L,6000.0,4,1,unidad,unidad,Bebida,,,,coca cola 2.25 L|VACO0175,0.93,0.0,coca cola 2.25 L. Bebida disponible en tienda Al Fuego Valle Escondido.,https://images.unsplash.com/photo-1544025162-d76694265947?w=400,true,true,Bebida
VACO0176,coca zero 2.25 L,6000.0,3,1,unidad,unidad,Bebida,,,,coca zero 2.25 L|VACO0176,0.93,0.0,coca zero 2.25 L. Bebida disponible en tienda Al Fuego Valle Escondido.,https://images.unsplash.com/photo-1544025162-d76694265947?w=400,true,true,Bebida
VACO0177,coca cola 1L,3600.0,15,1,unidad,unidad,Bebida,,,,coca cola 1L|VACO0177,0.93,0.0,coca cola 1L. Bebida disponible en tienda Al Fuego Valle Escondido.,https://images.unsplash.com/photo-1544025162-d76694265947?w=400,true,true,Bebida
VACO0178,coca 500 ml,1600.0,35,1,unidad,unidad,Bebida,,,,coca 500 ml|VACO0178,0.93,0.0,coca 500 ml. Bebida disponible en tienda Al Fuego Valle Escondido.,https://images.unsplash.com/photo-1544025162-d76694265947?w=400,true,true,Bebida
VACO0179,coca zero 500 ml,1600.0,20,1,unidad,unidad,Bebida,,,,coca zero 500 ml|VACO0179,0.93,0.0,coca zero 500 ml. Bebida disponible en tienda Al Fuego Valle Escondido.,https://images.unsplash.com/photo-1544025162-d76694265947?w=400,true,true,Bebida
VACO0181,carbón mezcla pura 4kg,4600.0,5,1,unidad,unidad,Leña - Carbon,,,,carbón mezcla pura 4kg|VACO0181,0.32,0.0,carbón mezcla pura 4kg. Producto de Leña - Carbon en catalogo Al Fuego.,https://images.unsplash.com/photo-1544025162-d76694265947?w=400,true,true,Leña - Carbon
VACO0183,leña quebracho puro 6kg,8400.0,16,1,unidad,unidad,Leña - Carbon,,,,leña quebracho puro 6kg|VACO0183,0.21,0.0,leña quebracho puro 6kg. Producto de Leña - Carbon en catalogo Al Fuego.,https://images.unsplash.com/photo-1544025162-d76694265947?w=400,true,true,Leña - Carbon
VACO0185,juego doble cacique artesanal,27800.0,4,1,unidad,unidad,Ventas,,,,juego doble cacique artesanal|VACO0185,0.23,0.0,juego doble cacique artesanal. Producto de Ventas en catalogo Al Fuego.,https://images.unsplash.com/photo-1544025162-d76694265947?w=400,true,true,Ventas
VACO0187,cuchilla resina equipos cacique artesanal,34800.0,4,1,unidad,unidad,Ventas,,,,cuchilla resina equipos cacique artesanal|VACO0187,0.28,0.0,cuchilla resina equipos cacique artesanal. Producto de Ventas en catalogo Al Fuego.,https://images.unsplash.com/photo-1544025162-d76694265947?w=400,true,true,Ventas
VACO0188,juego parrillero cacique artesanal,39000.0,2,1,unidad,unidad,Ventas,,,,juego parrillero cacique artesanal|VACO0188,0.23,0.0,juego parrillero cacique artesanal. Producto de Ventas en catalogo Al Fuego.,https://images.unsplash.com/photo-1544025162-d76694265947?w=400,true,true,Ventas
VACO0194,Jamon crudo trozo en vacio x kg,55623.5,1,1,unidad,unidad,Al Fuego,,,,Jamon crudo trozo en vacio x kg|VACO0194,0.91,0.0,"Jamon crudo trozo en vacio x kg. Producto Al Fuego envasado al vacio, ideal para parrilla.",https://images.unsplash.com/photo-1544025162-d76694265947?w=400,true,true,Al Fuego
VACO0195,Jamon crudo feteado env vacio x kg,60476.15,1,1,unidad,unidad,Al Fuego,,,,Jamon crudo feteado env vacio x kg|VACO0195,0.91,0.0,"Jamon crudo feteado env vacio x kg. Producto Al Fuego envasado al vacio, ideal para parrilla.",https://images.unsplash.com/photo-1544025162-d76694265947?w=400,true,true,Al Fuego
VACO0201,corona 710cc,7500.0,1,1,unidad,unidad,Pescados,,,,corona 710cc|VACO0201,0.29,0.0,corona 710cc. Producto de Pescados en catalogo Al Fuego.,https://images.unsplash.com/photo-1544025162-d76694265947?w=400,true,true,Pescados
VACO0203,paso de los toros 500ml,2050.0,4,1,unidad,unidad,Pescados,,,,paso de los toros 500ml|VACO0203,0.15,0.0,paso de los toros 500ml. Producto de Pescados en catalogo Al Fuego.,https://images.unsplash.com/photo-1544025162-d76694265947?w=400,true,true,Pescados
VACO0204,pepsi 500ml,2200.0,11,1,unidad,unidad,Pescados,,,,pepsi 500ml|VACO0204,0.15,0.0,pepsi 500ml. Producto de Pescados en catalogo Al Fuego.,https://images.unsplash.com/photo-1544025162-d76694265947?w=400,true,true,Pescados
VACO0205,7up 500ml,2200.0,5,1,unidad,unidad,Pescados,,,,7up 500ml|VACO0205,0.37,0.0,7up 500ml. Producto de Pescados en catalogo Al Fuego.,https://images.unsplash.com/photo-1544025162-d76694265947?w=400,true,true,Pescados
VACO0206,red bull,5710.0,4,1,unidad,unidad,Pescados,,,,red bull|VACO0206,0.88,0.0,red bull. Producto de Pescados en catalogo Al Fuego.,https://images.unsplash.com/photo-1544025162-d76694265947?w=400,true,true,Pescados
VACO0207,red bull 350,6000.0,3,1,unidad,unidad,Pescados,,,,red bull 350|VACO0207,0.88,0.0,red bull 350. Producto de Pescados en catalogo Al Fuego.,https://images.unsplash.com/photo-1544025162-d76694265947?w=400,true,true,Pescados
VACO0208,red bull sugar free,4230.0,3,1,unidad,unidad,Pescados,,,,red bull sugar free|VACO0208,0.88,0.0,red bull sugar free. Producto de Pescados en catalogo Al Fuego.,https://images.unsplash.com/photo-1544025162-d76694265947?w=400,true,true,Pescados
VACO0209,red bull summer edition,4230.0,9,1,unidad,unidad,Pescados,,,,red bull summer edition|VACO0209,0.88,0.0,red bull summer edition. Producto de Pescados en catalogo Al Fuego.,https://images.unsplash.com/photo-1544025162-d76694265947?w=400,true,true,Pescados
VACO0210,lata pepsi,1900.0,29,1,unidad,unidad,Pescados,,,,lata pepsi|VACO0210,0.21,0.0,lata pepsi. Producto de Pescados en catalogo Al Fuego.,https://images.unsplash.com/photo-1544025162-d76694265947?w=400,true,true,Pescados
VACO0211,monjita stella artois,2300.0,7,1,unidad,unidad,Pescados,,,,monjita stella artois|VACO0211,0.9,0.0,monjita stella artois. Producto de Pescados en catalogo Al Fuego.,https://images.unsplash.com/photo-1544025162-d76694265947?w=400,true,true,Pescados
VACO0212,pepsi 2L,4500.0,0,1,unidad,unidad,Pescados,,,,pepsi 2L|VACO0212,0.15,0.0,pepsi 2L. Producto de Pescados en catalogo Al Fuego.,https://images.unsplash.com/photo-1544025162-d76694265947?w=400,true,true,Pescados
VACO0213,Bullseye BBQ,12500.0,3,1,unidad,unidad,Pescados,,,,Bullseye BBQ|VACO0213,0.34,0.0,Bullseye BBQ. Producto de Pescados en catalogo Al Fuego.,https://images.unsplash.com/photo-1544025162-d76694265947?w=400,true,true,Pescados
VACO0214,KRAFT mac cheese 206G,6700.0,4,1,unidad,unidad,Pescados,,,,KRAFT mac cheese 206G|VACO0214,0.22,0.0,KRAFT mac cheese 206G. Producto de Pescados en catalogo Al Fuego.,https://images.unsplash.com/photo-1544025162-d76694265947?w=400,true,true,Pescados
VACO0215,KRAFT salsa BBQ pet,10200.0,2,1,unidad,unidad,Pescados,,,,KRAFT salsa BBQ pet|VACO0215,0.22,0.0,KRAFT salsa BBQ pet. Producto de Pescados en catalogo Al Fuego.,https://images.unsplash.com/photo-1544025162-d76694265947?w=400,true,true,Pescados
VACO0216,Heinz ketchup con jalapeño,9500.0,4,1,unidad,unidad,Pescados,,,,Heinz ketchup con jalapeño|VACO0216,0.24,0.0,Heinz ketchup con jalapeño. Producto de Pescados en catalogo Al Fuego.,https://images.unsplash.com/photo-1544025162-d76694265947?w=400,true,true,Pescados
VACO0217,LEA & PERRINS salsa Worcestershire,12600.0,4,1,unidad,unidad,Pescados,,,,LEA & PERRINS salsa Worcestershire|VACO0217,0.21,0.0,LEA & PERRINS salsa Worcestershire. Producto de Pescados en catalogo Al Fuego.,https://images.unsplash.com/photo-1544025162-d76694265947?w=400,true,true,Pescados
VACO0221,luco sorrentinos bondiola de cerdo,16500.0,1,1,unidad,unidad,Otros,,,,luco sorrentinos bondiola de cerdo|VACO0221,0.9,0.0,luco sorrentinos bondiola de cerdo. Producto de Otros en catalogo Al Fuego.,https://images.unsplash.com/photo-1544025162-d76694265947?w=400,true,true,Otros
VACO0222,luco sorrentinos osobuco al malbec,16500.0,1,1,unidad,unidad,Otros,,,,luco sorrentinos osobuco al malbec|VACO0222,0.9,0.0,luco sorrentinos osobuco al malbec. Producto de Otros en catalogo Al Fuego.,https://images.unsplash.com/photo-1544025162-d76694265947?w=400,true,true,Otros
VACO0223,luco ñoquis de papa,7000.0,1,1,unidad,unidad,Otros,,,,luco ñoquis de papa|VACO0223,0.9,0.0,luco ñoquis de papa. Producto de Otros en catalogo Al Fuego.,https://images.unsplash.com/photo-1544025162-d76694265947?w=400,true,true,Otros
VACO0227,luco ravioles de pollo,8500.0,1,1,unidad,unidad,Otros,,,,luco ravioles de pollo|VACO0227,0.9,0.0,luco ravioles de pollo. Producto de Otros en catalogo Al Fuego.,https://images.unsplash.com/photo-1544025162-d76694265947?w=400,true,true,Otros
VACO0233,naranjo piel y hueso,30000.0,2,1,unidad,unidad,Al Fuego,,,,naranjo piel y hueso|VACO0233,0.89,0.0,naranjo piel y hueso. Producto de Al Fuego en catalogo Al Fuego.,https://images.unsplash.com/photo-1544025162-d76694265947?w=400,true,true,Al Fuego
VACO0234,señor piel y hueso,32000.0,3,1,unidad,unidad,Al Fuego,,,,señor piel y hueso|VACO0234,0.86,0.0,señor piel y hueso. Producto de Al Fuego en catalogo Al Fuego.,https://images.unsplash.com/photo-1544025162-d76694265947?w=400,true,true,Al Fuego
VACO0235,los sauces piel y hueso,20000.0,2,1,unidad,unidad,Al Fuego,,,,los sauces piel y hueso|VACO0235,0.9,0.0,los sauces piel y hueso. Producto de Al Fuego en catalogo Al Fuego.,https://images.unsplash.com/photo-1544025162-d76694265947?w=400,true,true,Al Fuego
VACO0236,rosado primero piel y hueso,25000.0,3,1,unidad,unidad,Al Fuego,,,,rosado primero piel y hueso|VACO0236,0.88,0.0,rosado primero piel y hueso. Producto de Al Fuego en catalogo Al Fuego.,https://images.unsplash.com/photo-1544025162-d76694265947?w=400,true,true,Al Fuego
