product_code,nombre,unidad_medida,unidad_medida_desc,division,rubro,segmento,lineas_venta_2024_2026
11056190,CALSA LPF CLASICA CJ 8D/10FP/50G 100A,CS,NULL,Levadura,Fresca,Prensada,107
11057182,CALSA LPF CLASICA CJ 4D/10FP/100G 100A,CS,NULL,Levadura,Fresca,Prensada,1943
11058181,CALSA LPF CLASICA CJ 4D/20FP/50G 100 A,CS,NULL,Levadura,Fresca,Prensada,4337
11058183,CALSA LPF CLASICA CJ 8D/20FP/50G 100A,CS,NULL,Levadura,Fresca,Prensada,0
11060001,DUQUESA LEV. FRESCA PAQ 500G,PA1,Paquete,Levadura,Fresca,Prensada,0
11060002,DUQUESA LEV. FRESCA PAQ 250G,PA1,Paquete,Levadura,Fresca,Prensada,0
11060082,DUQUESA LEV. FRESCA CJ 20 PAQ 500G,CS,NULL,Levadura,Fresca,Prensada,0
11060085,DUQUESA LEV. FRESCA CJ 40 PAQ 250G,CS,NULL,Levadura,Fresca,Prensada,0
11061001,L.P.I. DUQUESA ROJA -PAQUETE X 500 gr.,PA1,Paquete,Levadura,Fresca,Prensada,0
11061082,L.P.I. DUQUESA ROJA -CAJA 20PAQ X 500 gr,CS,NULL,Levadura,Fresca,Prensada,0
11062001,LPI DUQUESA PROMO CONEXION -PQ 500 G.,PA1,Paquete,Levadura,Fresca,Prensada,0
11062082,LPI DUQUESA PROMO CONEXION CJ 20PX500G,CS,NULL,Levadura,Fresca,Prensada,0
11063001,FLEISCHMANN LEV. FRESCA PAQ 500G,PA1,Paquete,Levadura,Fresca,Prensada,0
11063082,FLEISCHMANN LEV. FRESCA CJ 20 PAQ 500G,CS,NULL,Levadura,Fresca,Prensada,0
11064001,FLEISCHMANN LEV. FRESCA 500G BR,PA1,Paquete,Levadura,Fresca,Prensada,0
11064082,FLEISCHMANN LEV. FRESCA 20 PAQ 500G BR,CS,NULL,Levadura,Fresca,Prensada,0
11065001,MAURIPAN LEV. FRESCA 500G BR,PA1,Paquete,Levadura,Fresca,Prensada,0
11065082,MAURIPAN LEV. FRESCA CJ 20 PAQ 500G,CS,NULL,Levadura,Fresca,Prensada,0
11066001,DUQUESA LEV. FRESCA PAQ 500G - 100A,PA1,Paquete,Levadura,Fresca,Prensada,0
11066082,DUQUESA LEV. FRESCA CJ 20 PAQ 500G 100A,CS,NULL,Levadura,Fresca,Prensada,619
11067075,LPF CLASICA DISPLAY/20FP/50G 100A AUTO,DSP,Display,Levadura,Fresca,Prensada,0
11067182,LPF CLASICA DISPLAY/20FP/100G 100A AUTO,CS,NULL,Levadura,Fresca,Prensada,0
11067190,LPF CLASICA DISPLAY/10FP/100G 100A AUTO,CS,NULL,Levadura,Fresca,Prensada,0
11068075,LPF AMASA FACIL DISPLAY/20FP/50G AUTO,DSP,Display,Levadura,Fresca,Prensada,0
11069190,LPF MASA MADRE DISPLAY 10FP/50G AUTO,CS,NULL,Levadura,Fresca,Prensada,0
11081001,LEUDEX LEV. FRESCA PAQ 500G,PA1,Paquete,Levadura,Fresca,Prensada,889
11081082,LEUDEX LEV. FRESCA CJ 20 PAQ 500G,CS,NULL,Levadura,Fresca,Prensada,4087
11081084,LEUDEX LEV. FRESCA CJ 20 PAQ 600G,CS,NULL,Levadura,Fresca,Prensada,0
11082001,LPI LEUDEX PROMO CONEXION -PQ X 500 gr,PA1,Paquete,Levadura,Fresca,Prensada,0
11082082,LPI LEUDEX PROMO CONEXION -CJ 20P.X500G,CS,NULL,Levadura,Fresca,Prensada,0
11085001,VIRGEN LEV. FRESCA MECANIZADO PAQ 500G,PA1,Paquete,Levadura,Fresca,Prensada,0
11085082,VIRGEN LEV. FRESCA MECAN. CJ 20 PAQ 500G,CS,NULL,Levadura,Fresca,Prensada,124
11086001,L.P.I. VIRGEN MDQ NVO PACK -PAQUETE X 50,PA1,Paquete,Levadura,Fresca,Prensada,0
11086082,L.P.I. VIRGEN MDQ NVO PACK -CJ 20P.X500G,CS,NULL,Levadura,Fresca,Prensada,0
11090001,LEV. PRENS.MAURI-ORO -PQ 500 G,PA1,Paquete,Levadura,Fresca,Prensada,0
11090082,LEV. PRENS. MAURI-ORO -CAJA 20PAQ X 500g,CS,NULL,Levadura,Fresca,Prensada,0
11092001,LEV. PRENS.MAURI-PRO -PQ 500 G,PA1,Paquete,Levadura,Fresca,Prensada,0
11092082,LEV. PRENS. MAURI-PRO -CAJA 20P.X 500gr,CS,NULL,Levadura,Fresca,Prensada,0
11101080,LEV PRENS FAM LEVABIEN -CJ/10D/20P.50G,CS,NULL,Levadura,Fresca,Prensada,0
11103001,LEVABIEN LEV. FRESCA PAQ 500G,PA1,Paquete,Levadura,Fresca,Prensada,0
11103082,LEVABIEN LEV. FRESCA CJ 20 PAQ 500G,CS,NULL,Levadura,Fresca,Prensada,0
11105181,CALSA LPF CLASICA PROMO CJ 4D/20FP/50G,CS,NULL,Levadura,Fresca,Prensada,0
11105183,CALSA LPF CLASICA PROMO CJ 8D/20FP/50G,CS,NULL,Levadura,Fresca,Prensada,0
11106182,CALSA LPF CLASICA PROMO CJ 4D/10FP/100G,CS,NULL,Levadura,Fresca,Prensada,0
11107181,CALSA LPF AMASA F. PROMO CJ 4D/20FP/50G,CS,NULL,Levadura,Fresca,Prensada,0
11108181,L.P.F CLASICA PROMO 100A-CJ4D/20FP/50G,CS,NULL,Levadura,Fresca,Prensada,0
11108182,L.P.F CLASICA PROMO 100A-CJ4D10A2P,CS,NULL,Levadura,Fresca,Prensada,0
11108183,L.P.F CLASICA PROMO 100A-CJ8D/20FP/50G,CS,NULL,Levadura,Fresca,Prensada,0
11108190,L.P.F CLASICA PROMO 100A-CJ8D/10FP/50G,CS,NULL,Levadura,Fresca,Prensada,0
11109181,L.P.F AMASA FACIL PROMO 100A-CJ4D/20FP/5,CS,NULL,Levadura,Fresca,Prensada,0
11110190,L.P.F MASA MADRE PROMO 100A-CJ8D/10FP/50,CS,NULL,Levadura,Fresca,Prensada,0
11308084,LEUDEX LEV. FRESCA CJ 20 PAQ 600G,CS,NULL,Levadura,Fresca,Prensada,0
12010045,"LEV. SECA ""VIRGEN"" -BLS 40 KG",BAG,NULL,Levadura,Seca,HADY,0
12010047,"LEV. SECA ""VIRGEN"" -BLS 50 KG",BAG,NULL,Levadura,Seca,HADY,0
12010084,"LEV. SECA ""VIRGEN"" -CJ 100B.X250G",CS,NULL,Levadura,Seca,HADY,0
12013078,LEV.SECA PIZZA Y PAN CAS. -CJ 12D/25S/20,CS,NULL,Levadura,Seca,HADY,0
13010035,VIRGEN LEV. ALIM. NATURAL BOLSA 25KG,BAG,NULL,Levadura,Alimenticia,Alimenticia,72
13010042,VIRGEN LEV. ALIM. NAT BOL 10 KG,BAG,NULL,Levadura,Alimenticia,Alimenticia,0
13010045,"LEV. DE CERVEZA ""VIRGEN"" -BOLSA X 40 KG",BAG,NULL,Levadura,Alimenticia,Alimenticia,0
13010071,NUTRILEVA LEV. ALIM. NAT. ESTUCHE 200G,ES1,Estuche,Levadura,Alimenticia,Alimenticia,0
13010072,NUTRILEVA LEV. ALIM. NAT. ESTUCHE 500G,ES1,Estuche,Levadura,Alimenticia,Alimenticia,0
13010088,"LEV. DE CERVEZA ""VIRGEN"" -CJ 30E.X500G",CS,NULL,Levadura,Alimenticia,Alimenticia,0
13010089,"LEV. DE CERVEZA ""VIRGEN"" -CJ 96E.X200G",CS,NULL,Levadura,Alimenticia,Alimenticia,0
13010092,NUTRILEVA LEV. ALIM. NAT. CJ 100E/BOL200,CS,NULL,Levadura,Alimenticia,Alimenticia,61
13010103,"LEV. DE CERVEZA ""VIRGEN"" -CJ X 42 E X 5",CS,NULL,Levadura,Alimenticia,Alimenticia,0
13010105,NUTRILEVA LEV. ALIM. NAT. CJ 36E/BOL500G,CS,NULL,Levadura,Alimenticia,Alimenticia,63
13010111,"LEV. DE CERVEZA ""VIRGEN"" - Muestra 15 gr",PA1,Paquete,Levadura,Alimenticia,Alimenticia,0
13010117,VIRGEN LEV. ALIM. NATURAL SOBRE 20G (MG),CS,NULL,Levadura,Alimenticia,Alimenticia,0
13010142,LEV. DE CERVEZA VIRGEN -PACK X 24 P. X,PA1,Paquete,Levadura,Alimenticia,Alimenticia,0
13010510,"LEV. DE CERVEZA ""VIRGEN"" - Muestra 20 gr",EA,NULL,Levadura,Alimenticia,Alimenticia,0
13011035,LEV ALIMENTICIA QUESO X 25 KG,BAG,NULL,Levadura,Alimenticia,Alimenticia,0
13011071,NUTRILEVA LEV. ALIM. QUESO ESTUCHE 200G,ES1,Estuche,Levadura,Alimenticia,Alimenticia,0
13011089,LEV.CERV.SABOR QUESO -CJ 96E.X200G,CS,NULL,Levadura,Alimenticia,Alimenticia,0
13011092,NUTRILEVA LEV ALIM. QUESO CJ 100E/BOL200,CS,NULL,Levadura,Alimenticia,Alimenticia,58
13011117,VIRGEN LEV. ALIM. QUESO SOBRE 20G (MG),CS,NULL,Levadura,Alimenticia,Alimenticia,0
13012071,NUTRILEVA LEV ALIM. MANZANA ESTUCHE 200G,ES1,Estuche,Levadura,Alimenticia,Alimenticia,0
13012089,LEV.CERV.SABOR MANZANA -CJ 96E.X200G,CS,NULL,Levadura,Alimenticia,Alimenticia,0
13012092,NUTRILEVA LEV ALIM. MANZ. CJ 100E/BOL200,CS,NULL,Levadura,Alimenticia,Alimenticia,27
13015045,"LEV.ALIMENTICIA ""PET"" -BOLSA 40 KG",BAG,NULL,Levadura,Alimenticia,Alimenticia,0
13016176,LEV. ALIMENTICIA BIOPREM -CJ 50 EST.X 1,CS,NULL,Levadura,Alimenticia,Alimenticia,0
13017097,LEV.PROBIOTICA -CAJA X 10 KG,CS,NULL,Levadura,Alimenticia,Alimenticia,0
13020042,VIRGEN LEV. ALIM. NATURAL BOLSA 10KG,BAG,NULL,Levadura,Alimenticia,Alimenticia,0
14010043,CALSA EXTRACTO LEV. POLVO S/SAL BOL 20KG,BAG,NULL,Levadura,Extractos,Extractos,0
14010058,CALSA EXTRACTO LEV. POLVO S/SAL LAT 25KG,LA1,Lata,Levadura,Extractos,Extractos,0
14011008,CALSA EXT. LEV. EN PASTA SIN SAL x 25 KG,BAL,Balde,Levadura,Extractos,Extractos,0
14015043,CALSA EXTRACTO LEV. POLVO C/SAL BOL 20KG,BAG,NULL,Levadura,Extractos,Extractos,0
14015058,EXTRACTO DE LEV. CON SAL -LTA 25 KG,LA1,Lata,Levadura,Extractos,Extractos,0
14015110,EXT. DE LEV. CON SAL -TAMBOR X 235 KG,DR,NULL,Levadura,Extractos,Extractos,0
14016058,EXTR. LEV. LIQUIDO CON SAL -LATA X 25 KG,LA1,Lata,Levadura,Extractos,Extractos,0
14016118,CALSA EXTRACTO LEV. LIQ CON SAL 1200KG,DR,NULL,Levadura,Extractos,Extractos,0
15010001,"LEV. INSTANTANEA ""MAURI"" -PQ 500 G",PA1,Paquete,Levadura,Seca,HADY,0
15010082,"LEV. INSTANTANEA ""MAURI"" -CJ 20P.X500G",CS,NULL,Levadura,Seca,HADY,0
15011001,LEV INST MAURI P/MASAS DUL -PQ 500 G,PA1,Paquete,Levadura,Seca,HADY,0
15011082,LEV.INST MAURI P/MASAS DUL -CJ 20P.X500G,CS,NULL,Levadura,Seca,HADY,0
15012001,LEV INST MAURIPAN BRAS. -PAQUETE X 500gr,PA1,Paquete,Levadura,Seca,HADY,0
15012026,LEV. INST MI PAN -CJ X 48 ESTUC,CS,NULL,Levadura,Seca,HADY,0
15012082,LEV INST MAURIPAN BRAS. -CJ 20PX500G,CS,NULL,Levadura,Seca,HADY,0
15012104,LEV. INST MI PAN -EST X 40 GR,ES1,Estuche,Levadura,Seca,HADY,0
15013001,LEV INST MAURI P/M.DUL(BRAS -PQ 500 G,PA1,Paquete,Levadura,Seca,HADY,0
15013082,LEV INST MAURI P/M.DUL(BRAS -CJ 20PX500G,CS,NULL,Levadura,Seca,HADY,0
15014015,LEV INSTANTANEA Y-904 -CJ 1P.X10KG,CS,NULL,Levadura,Seca,HADY,0
15014082,LEV INSTANTANEA Y-904 -CJ 20P.X500G,CS,NULL,Levadura,Seca,HADY,0
15015082,LEV.INST MAURI P/M DUL(TUC) -CJ 20PX500G,CS,NULL,Levadura,Seca,HADY,0
15016082,"LEV. INST. ""MAURI"" (TUC) -CJ 20P.X500G",CS,NULL,Levadura,Seca,HADY,0
15017001,MAURIPAN LEV. SECA MS PAQ 500G,PA1,Paquete,Levadura,Seca,HADY,740
15017042,MAURIPAN LEV. SECA MS PAQ 500G,BAG,NULL,Levadura,Seca,HADY,40
15017081,"LEV. INSTANTANEA ""MAURI"" -CJ 20P.X500G",CS,NULL,Levadura,Seca,HADY,0
15017082,MAURIPAN LEV. SECA MS CJ 20 PAQ 500G,CS,NULL,Levadura,Seca,HADY,2302
15017097,"LEV. INSTANTANEA ""MAURI"" -CJ 20P.X500G",CS,NULL,Levadura,Seca,HADY,31
15017188,MAURIPAN LEV. SECA MS CJ 20 PAQ 450G,CS,NULL,Levadura,Seca,HADY,0
15018001,MAURIPAN LEV. SECA MD PAQ 500G,PA1,Paquete,Levadura,Seca,HADY,290
15018081,LEV.INST MAURI P/MASAS DUL -CJ 20P.X500G,CS,NULL,Levadura,Seca,HADY,0
15018082,MAURIPAN LEV. SECA MD CJ 20 PAQ 500G,CS,NULL,Levadura,Seca,HADY,1246
15018188,MAURIPAN LEV. SECA MD CJ 20 PAQ 450G,CS,NULL,Levadura,Seca,HADY,0
15019082,MAURIPAN LEV. SECA MD PAQ 500G (SAYGA),CS,NULL,Levadura,Seca,HADY,0
15019097,"LEV. INSTANTANEA ""MAURI"" -CJ 20P.X500G",CS,NULL,Levadura,Seca,HADY,0
15022082,MAURI LEV. SECA MD BR CJ 20 PAQ 500G,CS,NULL,Levadura,Seca,HADY,0
15023082,(EX) LEV. INSTAN MAURIPAN -CJ 20P.X500G,CS,NULL,Levadura,Seca,HADY,0
15024484,Inst. Mauri Masa Salada x700Kg (Brasil),BLS,Bolson,Levadura,Seca,HADY,0
15025484,Inst. Mauri Masa Dolce x700Kg (Brasil),BLS,Bolson,Levadura,Seca,HADY,0
15026082,FLEISCH. LEV. SECA MD BR CJ 20 PAQ 500G,CS,NULL,Levadura,Seca,HADY,0
15027001,COLLICO LEV. SECA MS PAQ 500G,PA1,Paquete,Levadura,Seca,HADY,0
15027082,COLLICO LEV. SECA MS CJ 20 PAQ 500G,CS,NULL,Levadura,Seca,HADY,0
15028001,COLLICO LEV. SECA MD PAQ 500G,PA1,Paquete,Levadura,Seca,HADY,0
15028082,MAURIPAN LEV. SECA MS CJ 20 PAQ 500G,CS,NULL,Levadura,Seca,HADY,0
15029001,COLLICO LEV. FRESCA PAQ 500G,PA1,Paquete,Levadura,Fresca,Prensada,0
15029082,COLLICO LEV. FRESCA CJ 20 PAQ 500G,CS,NULL,Levadura,Fresca,Prensada,0
15030042,FL. LSF INSTAN. CEPA DULCE BOL. 10_EXPO,CS,NULL,Levadura,Seca,HADY,0
15030107,FL. LSF INSTANTANEA SOBRE X 10G_EXPO,SOB,Sobre,Levadura,Seca,HADY,0
15030172,FL. LSF INSTANTANEA DISP. /20S/10G_EXPO,DSP,Display,Levadura,Seca,HADY,0
15030175,FL. LSF INSTANTANEA CJ 8D/20S/10G_EXPO,CS,NULL,Levadura,Seca,HADY,0
15031107,TY. LSF INSTANTANEA SOBRE X 10G_EXPO,SOB,Sobre,Levadura,Seca,HADY,0
15031173,TY. LSF INSTANTANEA DISP. /12S/10G_EXPO,DSP,Display,Levadura,Seca,HADY,0
15031178,TY. LSF INSTANTANEA CJ 12D/12S/10G_EXPO,CS,NULL,Levadura,Seca,HADY,0
15112026,MI PAN LSF INSTANTANEA CJ 48E/4S/10G,CS,NULL,Levadura,Seca,HADY,0
15112042,LEV. INST MI PAN -BOLSA X 10 KG.,CS,NULL,Levadura,Seca,HADY,0
15112104,MI PAN LSF INSTANTANEA ESTUCHE 40G,ES1,Estuche,Levadura,Seca,HADY,0
15112107,MI PAN LSF INSTANTANEA SOBRE 10G,SOB,Sobre,Levadura,Seca,HADY,0
15112111,LEV. INST MI PAN -CJ X 48 ESTUC,PA1,Paquete,Levadura,Seca,HADY,0
15112184,MI PAN LSF INSTANTANEA CJ 4D/50S/10G,CS,NULL,Levadura,Seca,HADY,1729
15112186,MI PAN LSF INSTANTANEA CJ 15D/20S/10G,CS,NULL,Levadura,Seca,HADY,0
15112189,MI PAN LSF INSTANTANEA DISPLAY /50S/10G,DSP,Display,Levadura,Seca,HADY,0
15117001,MAURIPAN LEV. SECA MS PAQ 500G,None,NULL,Levadura,Seca,HADY,0
15117082,MAURIPAN LEV. SECA MS CJ 20 PAQ 500G,None,NULL,Levadura,Seca,HADY,0
15118001,MAURIPAN LEV. SECA MD PAQ 500G,PAL,Palet,Levadura,Seca,HADY,0
15118082,MAURIPAN LEV. SECA MD CJ 20 PAQ 500G,CS,NULL,Levadura,Seca,HADY,0
16002163,"EXTRACTO DE LEV OHLY CHET -CJ 8 PIL.X2,5",CS,NULL,Levadura,Extractos,Extractos,0
16003099,EXTRACTO DE LEV OHLY WET -CJ DE 25 KG,CS,NULL,Levadura,Extractos,Extractos,0
16003163,"EXTRACTO DE LEV OHLY WET -CJ 8 PIL.X2,5",CS,NULL,Levadura,Extractos,Extractos,0
16008099,EXTRACTO OHLY MXT -CJ DE 25 KG,CS,NULL,Levadura,Extractos,Extractos,0
16008163,"EXTRACTO OHLY MXT -CJ 8 PIL.X2,5",CS,NULL,Levadura,Extractos,Extractos,0
16013099,EXTRACTO OHLY KAT -CJ DE 25 KG,CS,NULL,Levadura,Extractos,Extractos,0
16013163,"EXTRACTO OHLY KAT -CAJA 8 PIL X 2,5 KG",CS,NULL,Levadura,Extractos,Extractos,0
16017001,FLEISCH. LEV. SECA MS PAQ 500G,CS,NULL,Levadura,Seca,HADY,0
16017002,FLEISCH. LEV. SECA MS MEX PAQ 450G,PA1,Paquete,Levadura,Seca,HADY,0
16017026,"LEV. INSTANTANEA ""MAURI"" -CJ 20P.X500G",CS,NULL,Levadura,Seca,HADY,0
16017082,FLEISCH. LEV. SECA MS CJ 20 PAQ 500G,CS,NULL,Levadura,Seca,HADY,0
16017087,"LEV. INSTANTANEA ""MAURI"" -CJ 20P.X500G",CS,NULL,Levadura,Seca,HADY,0
16017097,"LEV. INSTANTANEA ""MAURI"" -CJ 20P.X500G",CS,NULL,Levadura,Seca,HADY,0
16017187,FLEISCH. LEV. SECA MS CJ 3D 12PAQ 125G,CS,NULL,Levadura,Seca,HADY,0
16017188,FLEISCH. LEV. SECA MS MEX CJ 20 PAQ 450G,CS,NULL,Levadura,Seca,HADY,0
16018001,FLEISCH. LEV. SECA MD PAQ 500G,CS,NULL,Levadura,Seca,HADY,0
16018082,FLEISCH. LEV. SECA MD CJ 20 PAQ 500G,CS,NULL,Levadura,Seca,HADY,0
16018087,"LEV. INSTANTANEA ""MAURI"" -CJ 20P.X500G",CS,NULL,Levadura,Seca,HADY,0
16018097,FLEISCH. LEV. SECA MD CJ 10 KG,CS,NULL,Levadura,Seca,HADY,0
16018188,FLEISCH. LEV. SECA MD MEX CJ 20 PAQ 450G,CS,NULL,Levadura,Seca,HADY,0
16019119,"FLEISCHMANN INST DRY YEAST 2157 x 11,3KG",CS,NULL,Levadura,Seca,HADY,0
16020119,"FLEISCHMANN INST DRY YEAST 2174 x 11,3KG",CS,NULL,Levadura,Seca,HADY,0
16021001,FLEISCH. LEV. SECA MD NVO PACK PAQ 500G,CS,NULL,Levadura,Seca,HADY,0
16021082,FLEISCH. LEV. SECA MD NVO PACK CJ 20X500,CS,NULL,Levadura,Seca,HADY,0
16022097,VISTALEVA LEV SECA CONS ANIMAL CJ10 KG,CS,NULL,Levadura,Seca,HADY,0
16025167,"EXTRACTO BIOZYEST 105 -BOLSA X 22,7 KG",BAG,NULL,Levadura,Extractos,Extractos,0
16112184,LEV. INST MI PAN -CJ X 48 ESTUC,CS,NULL,Levadura,Seca,HADY,0
16112185,LEV. INS FLEISCHMANN-CJ 800 sob. x 10 gr,CS,NULL,Levadura,Seca,HADY,0
16517001,FLEISCH. MAURI LEV. SECA MS PAQ 500G,CS,NULL,Levadura,Seca,HADY,0
16517082,FLEISCH MAURI LEV. SECA MS CJ 20 PAQ 500,CS,NULL,Levadura,Seca,HADY,0
16518001,FLEISCH. MAURI LEV. SECA MD PAQ 500G,CS,NULL,Levadura,Seca,HADY,0
16518082,FLEISCH MAURI LEV. SECA MD CJ 20 PAQ 500,CS,NULL,Levadura,Seca,HADY,0
17017042,LEV. INSTANTANEA P/MASA SALADA-BOLx 20KG,BAG,NULL,Levadura,Seca,HADY,0
17019042,LEV. INSTANTANEA P/MASA SALADA-BOLx 20KG,BAG,NULL,Levadura,Seca,HADY,0
19015026,LEV. INST MI PAN -CJ X 48 ESTUC,CS,NULL,Levadura,Seca,HADY,0
19911097,MAURIVIT - PAQUETE x 250gr,CS,NULL,Levadura,Seca,HADY,0
19912097,MAURIVIT - PAQUETE x 250gr,CS,NULL,Levadura,Seca,HADY,0
20000144,HARINA DE MALTA GENZ -CAJA 2 BLS X 10 KG,CS,NULL,BI,Extractos y harinas de malta,Harinas,0
21000067,EXTRACTO MALTA PREMIADA -BLD 12 KG,BAL,Balde,BI,Extractos y harinas de malta,Extractos.,0
21010035,LP HAR. DE MALTA MALTARINA BOL. X25KG,BAG,NULL,BI,Extractos y harinas de malta,Harinas,0
21010042,LP HAR. DE MALTA MALTARINA BOL X10 KG,BAG,NULL,BI,Extractos y harinas de malta,Harinas,1070
21010144,LP HAR. DE MALTA MALTARINA CJ2X10 KG,CS,NULL,BI,Extractos y harinas de malta,Harinas,1281
22011065,EXT DE MALTA NATURAL -TMB POLIET.,DR,NULL,BI,Extractos y harinas de malta,Extractos.,0
22011112,LP EXT. DE MALTA NATURAL BALDE X28 KG,BAL,Balde,BI,Extractos y harinas de malta,Extractos.,0
22011114,EXT DE MALTA NATURAL -TMB METAL. 2,DR,NULL,BI,Extractos y harinas de malta,Extractos.,0
22013044,EXT DE MALTA NAT. EN POLVO -BOLSA X 30KG,BAG,NULL,BI,Extractos y harinas de malta,Extractos.,0
22014032,TY HAR. DE MALTA ENZIMALTE BOL.3 KG_EXPO,BAG,NULL,BI,Extractos y harinas de malta,Harinas,0
22014145,TY HAR. DE MALTA ENZIMALTE CJ6X3 KG_EXPO,CS,NULL,BI,Extractos y harinas de malta,Harinas,0
22015065,LP EXT. DE MALTA DIASTASICO BALDE X170 K,DR,NULL,BI,Extractos y harinas de malta,Extractos.,0
22015066,LP MEJ DIASTASICO BALDE X5KG,BAL,Balde,BI,Extractos y harinas de malta,Extractos.,1433
22015067,EXT DE MALTA DIAST 70-80 -BALDE X 12 KG,BAL,Balde,BI,Extractos y harinas de malta,Extractos.,0
22015112,LP MEJ DIASTASICO BALDE X28KG,BAL,Balde,BI,Extractos y harinas de malta,Extractos.,1180
22015114,EXT DE MALTA DIAST 70-80 -TMB MET 260KG,DR,NULL,BI,Extractos y harinas de malta,Extractos.,0
22016065,LP EXT. DE MALTA B. VISC. BALDE X170 KG,DR,NULL,BI,Extractos y harinas de malta,Extractos.,0
22018065,EXT MALTA N3070 B.V. -TMB POL 170KG,DR,NULL,BI,Extractos y harinas de malta,Extractos.,0
22018066,LP MEJ NO DIASTASICO BALDE X5KG,BAL,Balde,BI,Extractos y harinas de malta,Extractos.,0
22018112,LP EXT. DE MALTA B. VISC. BALDE X28 KG,BAL,Balde,BI,Extractos y harinas de malta,Extractos.,0
22018114,LP EXT. DE MALTA B. VISC. TAMBOR x260KG,DR,NULL,BI,Extractos y harinas de malta,Extractos.,33
22019114,EXT MALTA N3070 B.V. BRAS -TMB MET 260KG,DR,NULL,BI,Extractos y harinas de malta,Extractos.,0
22020512,FL EXT. DE MALTA DIAMALTA POTE X5KG_EXPO,BAL,Balde,BI,Extractos y harinas de malta,Extractos.,0
22021512,FL. Mezcla EXT. DE MAL y JM 30/70 PT5KG,BAL,Balde,BI,Extractos y harinas de malta,Extractos.,0
22030065,EXTRAMALT DIASTASICO -TMB POL X 170 KG,DR,NULL,BI,Extractos y harinas de malta,Extractos.,0
22030067,LP EXT. DE MALTA EXTRAMALT BALDE X12 KG,BAL,Balde,BI,Extractos y harinas de malta,Extractos.,331
22030112,EXTRAMALT DIASTASICO -BALDE X 28 KG,BAL,Balde,BI,Extractos y harinas de malta,Extractos.,0
22031066,EXTRACTO NO DIASTASICO HUD-URU 5Kg,BAL,Balde,BI,Extractos y harinas de malta,Extractos.,0
22033114,LP EXT. DE MALTA .VISC.TAMBORx260 URU,DR,NULL,BI,Extractos y harinas de malta,Extractos.,0
30000036,SUPER FRY -POTE x 1 kg,POT,Pote,Consumo Masivo,Consumo Masivo,Aceites Consumo Masivo,0
30000491,SUPER FRY- CAJA 12 POTES x 1 kg,CS,NULL,Consumo Masivo,Consumo Masivo,Aceites Consumo Masivo,0
30019446,OLEOMARGARINA OPTIMA -CAJA X 20 KG,CS,NULL,Productos grasos,Refinadas Env. Otras Marcas,Surgras,0
30139093,"OLEOMARGARINA ""COLIBRI"" -CAJA X 20 KG",CS,NULL,Productos grasos,Refinadas Envasadas,Blandas Env.,0
30140093,OLEOM. OPT-CAJA X 20 KG,CS,NULL,Productos grasos,Refinadas Env. Otras Marcas,Grasas Surgras/T,0
31202093,AVH DELICROK 916 -CAJA X 20 KG,None,NULL,Grasos,Aceites,Masas.,0
31208029,EX - SUPER FRY ACEITE 925 BALX17KG,BAL,Balde,Grasos,Aceites,Fritura,0
31211093,MEZCLA AVH P/ GASTR CAJA x 20 KG G,CS,NULL,Servicios,Fazones Molinos R.P.,Fazones Aceites Molinos,0
31220000,DELICROK ACEITE LT1 GRANEL,None,NULL,Grasos,Aceites,Masas.,0
31220093,DELICROK ACEITE LT1 CJX20KG,CS,NULL,Grasos,Aceites,Masas.,354
31282093,CREAM 908 -CJ DE 20 KG,CS,NULL,Aceites,Discontinuados,Envasados,0
31292093,BIZC 35 PAN DULCE Y BUDINES -CJ DE 20 KG,CS,NULL,Productos grasos,Refinadas Envasadas,Blandas Env.,0
31299121,"BIZCOCHINA 35 CGA -CJ X 11,9 KGS",CS,NULL,Productos grasos,Refinadas Envasadas,Blandas Env.,0
31300097,B.35 S-N -CJ X 10 KG,CS,NULL,Productos grasos,Refinadas Envasadas,Blandas Env.,0
31300491,BIZCOCHINA 35 SN -CAJA X 12 KG,CS,NULL,Productos grasos,Refinadas Envasadas,Blandas Env.,0
31301093,BIZCOCHINA GRASA 35 CJX20KG,CS,NULL,Grasos,Grasas/Shortenings,Refinada Blanda,697
31301097,BIZCOCHINA 35 LAG -CJ X 10 KG,CS,NULL,Productos grasos,Discontinuadas,Envasadas,0
31302093,BIZCOCHINA 35 - N -CJ DE 20 KG,CS,NULL,Productos grasos,Refinadas Envasadas,Blandas Env.,0
31303093,CALSA GRASA OLEOMARGARINA CJX20KG,CS,NULL,Grasos,Grasas/Shortenings,Refinada Blanda,0
31304093,"OLEOMARGARINA ""BIZCOCHINA"" -CJ DE 20 KG",CS,NULL,Productos grasos,Refinadas Envasadas,Blandas Env.,0
31307000,BIZCOCHINA GRASA 35 GR,None,NULL,Grasos,Grasas/Shortenings,Refinada Blanda,0
31308093,G.V.R. MIGAFRESH - CAJA X 20 KG,CS,NULL,Productos grasos,Refinadas Envasadas,Blandas Env.,0
31310000,BIZCOCHINA ACEITE 0% TRANS GRANEL,None,NULL,Grasos,Aceites,Masas.,0
31310093,BIZCOCHINA ACEITE 0% TRANS CJX20KG,CS,NULL,Grasos,Aceites,Masas.,159
31311093,BIZCOCHINA 37 -CAJA X 20 KG,CS,NULL,Productos grasos,Refinadas Envasadas,Blandas Env.,0
