pedido_id,cliente_id,canal,n_lineas,n_matched,match_ratio,match_na,skus_matched,skus_unmatched,excerpt_humano
17388,36511,tienda,15,,,catalogo_ui,,,HOLA BUEN DÍA   PASAME CATÁLOGO   [Consulta con foto por WhatsApp] Contenido visto en la imagen (para catálogo/pedido): - Grisini La Veneziana trisalvado x 5 unid - Grisini La Veneziana multicereral x 5 unid - Grisini La Veneziana cúsicos x 3 unid - Pan lacteado La Veneziana x 3 unid - Bolsa gomitas ricas anillos frutales x 500 g - Caja huevitos sapitos x 12 - Caja x 21 chocolate Hamlet almendra y maní - Caja x 24 bombón sapito maní - Caja x 12 pastillas Bulldog Mix - Caja x 12 gomitas Yummy Osi
17389,36504,tienda,6,,,catalogo_ui,,,Lista de precios
17396,36256,chat,3,3,1.0,,4040294|4040003|4040293,,"2   9 de oro   Busco 9 de oro clásicas, agridulces y azucaradas   Si los 3   Código 4040294 1 bulto  Código 4040003 1 bulto Codigo 4040293 1 bulto   Confirmamos el pedido   Cual es la fecha de reparto de este pedido ?   Si ya esta confirmado"
17397,37190,tienda,0,,,catalogo_ui,,,"Buen día! Me mandarías lista de precio y catálogo así te armo pedido   Ya pasó el vendedor   No, gracias"
17399,31249,tienda,8,,,catalogo_ui,,,Hola buenos días. Necesito ver el catalogo   Hola buenos días   Que día llegaría el Pedido   Que día son los de mí visita   Si   Mañana   Hola buenos dias   Te hago una consulta. Acabo de  recibir. El pedido pero.este pedido.tiene olor. Orina de gato.   Es espantoso el.olor. Es maercaderia lo que hay  aca   Quiero que.  Lo vengan a retirar ahora   Y una bolsa de chupetín abiero   No nada mas   [Consulta con foto por WhatsApp] Texto del cliente: Olor a pis de gato y bolsa rota de chupetin Conteni
17400,33218,chat,6,4,0.6667,,3012721|3012721|13940962|3012721,90030217|13099,Hola chocolatadas   Baggios multifrutal 1 litro   Si   Me gustaría agregar 7 jugos maa   Quisiera agregar chocolatadas de litro   Sisi agregar 3   Me gustaría agregar ades   Baggios de naranja   Baggios mix frutal por litro   Café la planta de café torrado   No   Confirmo mi pedido   Café en saquitos   Si   Azucar   Si   Y agregar 3 jugos multifrutal de litro   Confirmo   Nono
17401,45693,chat,0,0,0.0,,,,"Hola buenos días  Te encargo  6 tostadas paseo clásicas 6 media tarde clásicas 6 media tarde sandwich  6 alfajores 9 de oro blancos   El item n 2 ,son media tarde clásicas no sandwich   Galletitas mediatarde 315gs   Confirmo gracias   Entonces nada gracias"
17402,31249,tienda,0,,,catalogo_ui,,,Hola buenos días. Necesito ver el catalogo   Hola buenos días   Que día llegaría el Pedido   Que día son los de mí visita   Si   Mañana   Hola buenos dias   Te hago una consulta. Acabo de  recibir. El pedido pero.este pedido.tiene olor. Orina de gato.   Es espantoso el.olor. Es maercaderia lo que hay  aca   Quiero que.  Lo vengan a retirar ahora   Y una bolsa de chupetín abiero   No nada mas   [Consulta con foto por WhatsApp] Texto del cliente: Olor a pis de gato y bolsa rota de chupetin Conteni
17403,46432,chat,12,12,1.0,,4080004|4070134|4060033|4060030|4050339|4050277|4050133|4050132|44060004|4090007|4090005|4080003,,"Cuando llega   [Consulta con foto por WhatsApp] Texto del cliente: Listo Contenido visto en la imagen (para catálogo/pedido): No se observan productos, góndolas, ni listas manuscritas en la imagen enviada. El texto indica información sobre el progreso y el historial de pedidos, pero no hay detalles sobre productos específicos.   El mensaje del usuario consiste en ""Listo"", que no implica una consulta específica. Si necesitas información de productos o una lista para un pedido, por favor proporcio"
17404,46432,chat,11,11,1.0,,4090005|4080003|4050133|4050132|44060004|4060030|4050339|4050277|4080004|4070134|4060033,,"Cuando llega   [Consulta con foto por WhatsApp] Texto del cliente: Listo Contenido visto en la imagen (para catálogo/pedido): No se observan productos, góndolas, ni listas manuscritas en la imagen enviada. El texto indica información sobre el progreso y el historial de pedidos, pero no hay detalles sobre productos específicos.   El mensaje del usuario consiste en ""Listo"", que no implica una consulta específica. Si necesitas información de productos o una lista para un pedido, por favor proporcio"
17405,40923,tienda,7,,,catalogo_ui,,,Hola.. Pasa el preventista hoy?   Viene el preventista?   Si   Necesito hacer un pedido   Necesito que me manden catalogo
17406,40923,tienda,0,,,catalogo_ui,,,Hola.. Pasa el preventista hoy?   Viene el preventista?   Si   Necesito hacer un pedido   Necesito que me manden catalogo
17407,42605,chat,1,0,0.0,,,410002,2   Mayonesa   2 y 2   Confirmar   Ya tengo pedido previo   Esto es para agregar
17408,33271,tienda,0,,,catalogo_ui,,,"Hola había hecho un pedido ,y me decía q llegaba hoy pero no lo veo en la página me podés confirmar   Semanas pasada me pasó igual y nunca llego   Eso no era   Eso es viejo   Significa que no viene?"
17409,36389,tienda,0,,,catalogo_ui,,,Buen dia me pasas las promo y lista de precios   No gracias   Precio de las pepas dulce mama que tamaño tenes   Que otra marca de pepas tenes   Y pepas nueve de oro
17412,39442,tienda,0,,,catalogo_ui,,,"Hola me pasarías catálogo y promos   Hola, yo reviso esto y te paso el pedido."
17413,43146,chat,4,4,1.0,,90070411100002|4050090|90070411100002|4050090,,"Yo te voy a dar unos artículos ahí y me pasas el precio, polenta presto pronto, harina para pizza, jugo tango o arco, no sé qué juguito chico que tenga y qué clase de galletas tiene.   Bueno, poneme 10 presto prontas de esa polenta, una harina para pizza de esa pureza y un jugo tan de naranja y uno de durazno.   Creo que eso nada más por hoy.   No tené de otra marca, de eso.   Bueno, listo, con eso nomás.   Sí, por ahora eso no más, porque me agarró de sorpresa, no sé qué es lo que puede hacer f"
17414,35203,tienda,0,,,catalogo_ui,,,Ver descuentos   Me pasas el catálogo porfavor
17416,36504,tienda,0,,,catalogo_ui,,,Ver descuentos
17417,64523,tienda,0,,,catalogo_ui,,,Ver catálogo   [reaction]
17419,46070,tienda,0,,,catalogo_ui,,,LOCAL BIEN VINO     🍷       ( LA GRANJA CENTRO )   https://goo.gl/maps/5NkVQPHGRb9xvqa26.                           Lunes a jueves 10hs 14hs / 17 hs 23 hs  Findes y feriados corrido de 10 hs hasta las 00hs https://www.instagram.com/bien_vino?igsh=   COSTA MADERO SALON DE EVENTOS  🍸  https://www.instagram.com/costamaderocba?igsh=MWZyb280bjduY3R4aA==  CAMPING                                                               RIO ASCOCHINGA  https://www.instagram.com/campingrioascochinga?igsh=MW44ajBmZD
17420,46473,tienda,0,,,catalogo_ui,,,Catálogo
17421,46236,tienda,0,,,catalogo_ui,,,Hola buenos días me pasarías el catálogo
17422,46359,tienda,1,,,catalogo_ui,,,"Me compartís un catálogo   Hola qué tal no Por el momento no pero estoy viendo qué puedo hacer en los próximos pedidos Y qué día están entregando y quería tomar pedidos   Si   [Consulta con foto por WhatsApp] Contenido visto en la imagen (para catálogo/pedido): No hay información útil relacionada con productos en la imagen enviada. La imagen muestra un mensaje de confirmación de pedido, pero no incluye detalles sobre productos, góndolas o listas escritas.   Me confirmas si mi pedido está complet"
17423,46064,tienda,0,,,catalogo_ui,,,Que venden   Si mándame x favor   Gracias
17424,46355,tienda,0,,,catalogo_ui,,,Catálogo
17425,44823,tienda,3,,,catalogo_ui,,,"Catalogo   Pedido 1 bolsa x 1k gomitas fantasía  1caja Dos corazones x20u 1 Dolchester box dorado 1 Red Point común   Confirmo, Gracias   No entiendo la facturación   Pedido 1 bolsa x 1k gomitas fantasía  1caja Dos corazones x20u 1 Dolchester box dorado 1 Red Point común   Ok   Debo interpretar que están corridos los decimales   Me parece que está confundido en las cantidades de los cigarrillos. 1 paquetes de 10 unidades por cada uno"
17426,44823,tienda,3,,,catalogo_ui,,,"Catalogo   Pedido 1 bolsa x 1k gomitas fantasía  1caja Dos corazones x20u 1 Dolchester box dorado 1 Red Point común   Confirmo, Gracias   No entiendo la facturación   Pedido 1 bolsa x 1k gomitas fantasía  1caja Dos corazones x20u 1 Dolchester box dorado 1 Red Point común   Ok   Debo interpretar que están corridos los decimales   Me parece que está confundido en las cantidades de los cigarrillos. 1 paquetes de 10 unidades por cada uno"
17427,46054,tienda,5,,,catalogo_ui,,,Cataloho   [Consulta con foto por WhatsApp] Texto del cliente: Quiero comunicarme  con el vendedor. Contenido visto en la imagen (para catálogo/pedido): - Premezcla Pizza y Pan Pureza SIN TACC 500g (B/14) x 1 - Galletitas 9 de Oro Cookies con Chips 120g (B/16) x 6 - Choclo Cremoso Noel 300g (B/24) x 1   Intención del mensaje: Solicitud de comunicación con el vendedor.   Cancelar  pedido   Dejar solo 1 premezcla pureza gourmet   Galletas 9 de oro solo 6 unidades   Cancelar
17428,46359,tienda,3,,,catalogo_ui,,,"Me compartís un catálogo   Hola qué tal no Por el momento no pero estoy viendo qué puedo hacer en los próximos pedidos Y qué día están entregando y quería tomar pedidos   Si   [Consulta con foto por WhatsApp] Contenido visto en la imagen (para catálogo/pedido): No hay información útil relacionada con productos en la imagen enviada. La imagen muestra un mensaje de confirmación de pedido, pero no incluye detalles sobre productos, góndolas o listas escritas.   Me confirmas si mi pedido está complet"
17429,46359,tienda,0,,,catalogo_ui,,,"Me compartís un catálogo   Hola qué tal no Por el momento no pero estoy viendo qué puedo hacer en los próximos pedidos Y qué día están entregando y quería tomar pedidos   Si   [Consulta con foto por WhatsApp] Contenido visto en la imagen (para catálogo/pedido): No hay información útil relacionada con productos en la imagen enviada. La imagen muestra un mensaje de confirmación de pedido, pero no incluye detalles sobre productos, góndolas o listas escritas.   Me confirmas si mi pedido está complet"
17431,45992,tienda,2,,,catalogo_ui,,,"Buenas tardes, ¿cómo estás? Yo necesitaría una caja de cachafás negro común y una caja de 72% cacao, una caja de cada uno.   Nono graciasss   Lo que sí, cuando tenga, pásame una lista con los productos, porque yo me olvido.   Si   Solo las cajas   700010 y 700037   Esta mal   Buen día, ¿cómo estás? ¿No me podés confirmar si me va a llegar el pedido que necesito una caja de cachafá negro y una del 70% cacao? Porque anoche no sé cuántos mensajes me mandaba eso y me manda 293.550, no sé, ¿qué me ma"
17432,46054,tienda,0,,,catalogo_ui,,,Cataloho   [Consulta con foto por WhatsApp] Texto del cliente: Quiero comunicarme  con el vendedor. Contenido visto en la imagen (para catálogo/pedido): - Premezcla Pizza y Pan Pureza SIN TACC 500g (B/14) x 1 - Galletitas 9 de Oro Cookies con Chips 120g (B/16) x 6 - Choclo Cremoso Noel 300g (B/24) x 1   Intención del mensaje: Solicitud de comunicación con el vendedor.   Cancelar  pedido   Dejar solo 1 premezcla pureza gourmet   Galletas 9 de oro solo 6 unidades   Cancelar
17433,45992,tienda,2,,,catalogo_ui,,,"Buenas tardes, ¿cómo estás? Yo necesitaría una caja de cachafás negro común y una caja de 72% cacao, una caja de cada uno.   Nono graciasss   Lo que sí, cuando tenga, pásame una lista con los productos, porque yo me olvido.   Si   Solo las cajas   700010 y 700037   Esta mal   Buen día, ¿cómo estás? ¿No me podés confirmar si me va a llegar el pedido que necesito una caja de cachafá negro y una del 70% cacao? Porque anoche no sé cuántos mensajes me mandaba eso y me manda 293.550, no sé, ¿qué me ma"
17434,34613,tienda,6,,,catalogo_ui,,,Buen día!!!   Catálogo   Necesito algunos panes pero solo me dan opción x bulto de 21   No me dan individual   Si   Necesito  Veneziana: 8 paq pancho x 6  5 paq hamburguesa con sésamo x4 7 paq hamburguesa x 4 3 lactal blanco x 400 2 lactal salvado x 400 3 prácti ricas clásicas x 6 unidad 3 grisines clásicos x 180 gr   Muchas gracias Ampi🙌🏻
17435,33047,tienda,0,,,catalogo_ui,,,Catalogo
17436,42759,tienda,1,,,catalogo_ui,,,Catalogo
17437,42339,tienda,0,,,catalogo_ui,,,Catalogo
17438,34576,chat,1,1,1.0,,761145,,Buen día mándame 5 lactal bco 5 integral veneziana   Que pan lactal tenes   5 pan lacteado blanco x 400gms 5pan lacteado integral x 400gms   Confirmar pedido   Gracias lo dejo para la próxima semana
17439,40871,tienda,19,,,catalogo_ui,,,Catálogo   Si gracias
17440,40871,tienda,0,,,catalogo_ui,,,Catálogo   Si gracias
