codigo_producto,nombre,descripcion_original,descripcion_mejorada,alias_locales
2901,MINI MERENGUITOS BLANCO X CAJA X 24 PAQ,"Decoración MINI MERENGUITOS BLANCO X CAJA X 24 PAQ, marca GARCITAS.","Decoración para pastelería y helados: MINI MERENGUITOS BLANCO X CAJA X 24 PAQ. Marca GOLOSINAS. Categoría: DECORACIÓN / GRANAS,CONFITES,GOLOSINAS P/DECORAR. Venta mayorista para heladerías y pastelerías.",
1952,MINI MERENGUITOS COLOR X 12 PAQ,"Decoración MINI MERENGUITOS COLOR X 12 PAQ, marca GARCITAS.","Decoración para pastelería y helados: MINI MERENGUITOS COLOR X 12 PAQ. Marca GOLOSINAS. Categoría: DECORACIÓN / GRANAS,CONFITES,GOLOSINAS P/DECORAR. Venta mayorista para heladerías y pastelerías.",
2764,MINI OREO X 150 GR (3 U X 50 GRS),"Decoración MINI OREO X 150 GR (3 U X 50 GRS), marca MONDELEZ, 150 GR.","Decoración para pastelería y helados: MINI OREO X 150 GR (3 U X 50 GRS). Marca GOLOSINAS. Categoría: DECORACIÓN / GRANAS,CONFITES,GOLOSINAS P/DECORAR. Venta mayorista para heladerías y pastelerías.",
2924,OREO SIN GLUTEN X 95 GR,"Decoración OREO SIN GLUTEN X 95 GR, marca MONDELEZ, 95 GR.","Decoración para pastelería y helados: OREO SIN GLUTEN X 95 GR. Marca GOLOSINAS. Categoría: DECORACIÓN / GRANAS,CONFITES,GOLOSINAS P/DECORAR. Venta mayorista para heladerías y pastelerías.",
2122,PIEDRITA MINI FRUTAL COLOR X 14 KG/GRANEL,"Decoración PIEDRITA MINI FRUTAL COLOR X 14 KG/GRANEL, marca PALMESANO, 14 KG.","Decoración para pastelería y helados: PIEDRITA MINI FRUTAL COLOR X 14 KG/GRANEL. Marca CONFITES Y MICROGALLETITAS. Categoría: DECORACIÓN / GRANAS,CONFITES,GOLOSINAS P/DECORAR. Venta mayorista para heladerías y pastelerías.",
1182,PIEDRITA MINI FRUTAL PALMESANO X 1 KG,"Decoración PIEDRITA MINI FRUTAL PALMESANO X 1 KG, 1 KG.","Decoración para pastelería y helados: PIEDRITA MINI FRUTAL PALMESANO X 1 KG. Marca CONFITES Y MICROGALLETITAS. Categoría: DECORACIÓN / GRANAS,CONFITES,GOLOSINAS P/DECORAR. Venta mayorista para heladerías y pastelerías.",
1984,PITILLOS A GRANEL X 3 KG,"Decoración PITILLOS A GRANEL X 3 KG, marca BRURIN, 3 KG.","Decoración para pastelería y helados: PITILLOS A GRANEL X 3 KG. Marca GOLOSINAS. Categoría: DECORACIÓN / GRANAS,CONFITES,GOLOSINAS P/DECORAR. Venta mayorista para heladerías y pastelerías.",
2693,TRIPACK OREO REGULAR X 354 GR,"Decoración TRIPACK OREO REGULAR X 354 GR, marca MONDELEZ, 354 GR.","Decoración para pastelería y helados: TRIPACK OREO REGULAR X 354 GR. Marca GOLOSINAS. Categoría: DECORACIÓN / GRANAS,CONFITES,GOLOSINAS P/DECORAR. Venta mayorista para heladerías y pastelerías.",
1330,"ALMENDRADO GB020 X 7,5 KG","Insumo para helados ALMENDRADO GB020 X 7,5 KG, marca BRIGEL, 7.5 KG.","Insumo para preparar helados: ALMENDRADO GB020 X 7,5 KG. Marca LINEA INTEGRADA. Categoría: FABRICAR HELADOS / INSUMOS P/FABRICAR HELADOS. Venta mayorista para heladerías y pastelerías.",
1395,AMARILLO HE. X 1 LT,"Insumo para helados AMARILLO HE. X 1 LT, marca BRIGEL, 1 L.",Insumo para preparar helados: AMARILLO HE. X 1 LT. Marca COLORANTES Y ESENCIAS HELADOS. Categoría: FABRICAR HELADOS / INSUMOS P/FABRICAR HELADOS. Venta mayorista para heladerías y pastelerías.,
1396,AZUL HE. X 1 LT,"Insumo para helados AZUL HE. X 1 LT, marca BRIGEL, 1 L.",Insumo para preparar helados: AZUL HE. X 1 LT. Marca COLORANTES Y ESENCIAS HELADOS. Categoría: FABRICAR HELADOS / INSUMOS P/FABRICAR HELADOS. Venta mayorista para heladerías y pastelerías.,
1363,BANANA GB020 X 3 KG,"Insumo para helados BANANA GB020 X 3 KG, marca BRIGEL, 3 KG.",Insumo para preparar helados: BANANA GB020 X 3 KG. Marca LINEA INTEGRADA. Categoría: FABRICAR HELADOS / INSUMOS P/FABRICAR HELADOS. Venta mayorista para heladerías y pastelerías.,
1331,"BANANA GB020 X 7,5 KG","Insumo para helados BANANA GB020 X 7,5 KG, marca BRIGEL, 7.5 KG.","Insumo para preparar helados: BANANA GB020 X 7,5 KG. Marca LINEA INTEGRADA. Categoría: FABRICAR HELADOS / INSUMOS P/FABRICAR HELADOS. Venta mayorista para heladerías y pastelerías.",
1263,BAÑO BOMBON INDUS BLANCO 2111 X 10 KG,"Insumo para helados BAÑO BOMBON INDUS BLANCO 2111 X 10 KG, marca MAPSA, 10 KG.",Chocolate / cobertura: BAÑO BOMBON INDUS BLANCO 2111 X 10 KG. Marca CHOCOLATES PARA HELADOS. Categoría: FABRICAR HELADOS / INSUMOS P/FABRICAR HELADOS. Venta mayorista para heladerías y pastelerías.,
2863,BAÑO BOMBON SUPERLAY LECHE X 10 KG,"Insumo para helados BAÑO BOMBON SUPERLAY LECHE X 10 KG, marca MAPSA, 10 KG.",Chocolate / cobertura: BAÑO BOMBON SUPERLAY LECHE X 10 KG. Marca CHOCOLATES PARA HELADOS. Categoría: FABRICAR HELADOS / INSUMOS P/FABRICAR HELADOS. Venta mayorista para heladerías y pastelerías.,
2864,BAÑO BOMBON SUPERLAY S/A X 10 KG,"Insumo para helados BAÑO BOMBON SUPERLAY S/A X 10 KG, marca MAPSA, 10 KG.",Chocolate / cobertura: BAÑO BOMBON SUPERLAY S/A X 10 KG. Marca CHOCOLATES PARA HELADOS. Categoría: FABRICAR HELADOS / INSUMOS P/FABRICAR HELADOS. Venta mayorista para heladerías y pastelerías.,
1353,"BASE BLANCA UNIVERSAL GB020 X 7,5 KG","Insumo para helados BASE BLANCA UNIVERSAL GB020 X 7,5 KG, marca BRIGEL, 7.5 KG.","Insumo para preparar helados: BASE BLANCA UNIVERSAL GB020 X 7,5 KG. Marca LINEA INTEGRADA. Categoría: FABRICAR HELADOS / INSUMOS P/FABRICAR HELADOS. Venta mayorista para heladerías y pastelerías.",
1332,"CEREZA GB020 X 7,5 KG","Insumo para helados CEREZA GB020 X 7,5 KG, marca BRIGEL, 7.5 KG.","Insumo para preparar helados: CEREZA GB020 X 7,5 KG. Marca LINEA INTEGRADA. Categoría: FABRICAR HELADOS / INSUMOS P/FABRICAR HELADOS. Venta mayorista para heladerías y pastelerías.",
1333,"CHANTILLY GB020 X 7,5 KG","Insumo para helados CHANTILLY GB020 X 7,5 KG, marca BRIGEL, 7.5 KG.","Insumo para preparar helados: CHANTILLY GB020 X 7,5 KG. Marca LINEA INTEGRADA. Categoría: FABRICAR HELADOS / INSUMOS P/FABRICAR HELADOS. Venta mayorista para heladerías y pastelerías.",
1411,CHANTILLY ZQ 2160 ESENCIA X 1 LT,"Insumo para helados CHANTILLY ZQ 2160 ESENCIA X 1 LT, marca BRIGEL, 1 L.",Insumo para preparar helados: CHANTILLY ZQ 2160 ESENCIA X 1 LT. Marca COLORANTES Y ESENCIAS HELADOS. Categoría: FABRICAR HELADOS / INSUMOS P/FABRICAR HELADOS. Venta mayorista para heladerías y pastelerías.,
1334,CHOCOLATE GB020 X 5 KG,"Insumo para helados CHOCOLATE GB020 X 5 KG, marca BRIGEL, 5 KG.",Chocolate / cobertura: CHOCOLATE GB020 X 5 KG. Marca LINEA INTEGRADA. Categoría: FABRICAR HELADOS / INSUMOS P/FABRICAR HELADOS. Venta mayorista para heladerías y pastelerías.,
1302,CHOCOLATE MOUSSE P/HELADOS X 5 KG,"Insumo para helados CHOCOLATE MOUSSE P/HELADOS X 5 KG, marca BRIGEL, 5 KG.",Chocolate / cobertura: CHOCOLATE MOUSSE P/HELADOS X 5 KG. Marca ESTABILIZADORES P. Categoría: FABRICAR HELADOS / INSUMOS P/FABRICAR HELADOS. Venta mayorista para heladerías y pastelerías.,
2866,COBBL PARA BAÑAR BLANCA X 10 KG (2511),"Insumo para helados COBBL PARA BAÑAR BLANCA X 10 KG (2511), marca MAPSA, 10 KG.",Chocolate / cobertura: COBBL PARA BAÑAR BLANCA X 10 KG (2511). Marca CHOCOLATES PARA HELADOS. Categoría: FABRICAR HELADOS / INSUMOS P/FABRICAR HELADOS. Venta mayorista para heladerías y pastelerías.,
2867,COBSA PARA BAÑAR SEMIAMARGA X 10 KG (2512),"Insumo para helados COBSA PARA BAÑAR SEMIAMARGA X 10 KG (2512), marca MAPSA, 10 KG.",Chocolate / cobertura: COBSA PARA BAÑAR SEMIAMARGA X 10 KG (2512). Marca CHOCOLATES PARA HELADOS. Categoría: FABRICAR HELADOS / INSUMOS P/FABRICAR HELADOS. Venta mayorista para heladerías y pastelerías.,
1335,"COCO GB020 X 7,5 KG","Insumo para helados COCO GB020 X 7,5 KG, marca BRIGEL, 7.5 KG.","Insumo para preparar helados: COCO GB020 X 7,5 KG. Marca LINEA INTEGRADA. Categoría: FABRICAR HELADOS / INSUMOS P/FABRICAR HELADOS. Venta mayorista para heladerías y pastelerías.",
1723,COMPLEMENTO ACIDO (750-2) X 1 LITRO,"Insumo para helados COMPLEMENTO ACIDO (750-2) X 1 LITRO, marca GHELCO.",Insumo para preparar helados: COMPLEMENTO ACIDO (750-2) X 1 LITRO. Marca ESTABILIZADORES ESPECIFICOS. Categoría: FABRICAR HELADOS / INSUMOS P/FABRICAR HELADOS. Venta mayorista para heladerías y pastelerías.,
1322,COMPLEMENTO ACIDO EN POLVO X 800 GRS,"Insumo para helados COMPLEMENTO ACIDO EN POLVO X 800 GRS, marca BRIGEL, 800 GRS.",Insumo para preparar helados: COMPLEMENTO ACIDO EN POLVO X 800 GRS. Marca VINOS. Categoría: FABRICAR HELADOS / INSUMOS P/FABRICAR HELADOS. Venta mayorista para heladerías y pastelerías.,
1336,"CREMA CELESTE GB020 X 7,5 KG","Insumo para helados CREMA CELESTE GB020 X 7,5 KG, marca BRIGEL, 7.5 KG.","Insumo para preparar helados: CREMA CELESTE GB020 X 7,5 KG. Marca LINEA INTEGRADA. Categoría: FABRICAR HELADOS / INSUMOS P/FABRICAR HELADOS. Venta mayorista para heladerías y pastelerías.",
1338,"CREMA RUSA GB020 X 7,5 KG","Insumo para helados CREMA RUSA GB020 X 7,5 KG, marca BRIGEL, 7.5 KG.","Insumo para preparar helados: CREMA RUSA GB020 X 7,5 KG. Marca LINEA INTEGRADA. Categoría: FABRICAR HELADOS / INSUMOS P/FABRICAR HELADOS. Venta mayorista para heladerías y pastelerías.",
1711,DULCE DE LECHE HELADERO LA AGUSTINA X 10 KG (COD7002),"Insumo para helados DULCE DE LECHE HELADERO LA AGUSTINA X 10 KG (COD7002), 10 KG.",Insumo para preparar helados: DULCE DE LECHE HELADERO LA AGUSTINA X 10 KG (COD7002). Marca NINGUNA. Categoría: FABRICAR HELADOS / INSUMOS P/FABRICAR HELADOS. Venta mayorista para heladerías y pastelerías.,
1303,DULCE DE LECHE MOUSSE P/ HELADOS X 5 KG,"Insumo para helados DULCE DE LECHE MOUSSE P/ HELADOS X 5 KG, marca BRIGEL, 5 KG.",Insumo para preparar helados: DULCE DE LECHE MOUSSE P/ HELADOS X 5 KG. Marca ESTABILIZADORES P. Categoría: FABRICAR HELADOS / INSUMOS P/FABRICAR HELADOS. Venta mayorista para heladerías y pastelerías.,
2935,DULCE DE LECHE P/SEMBRAR MATINAL X 10 KG (CO2012),"Insumo para helados DULCE DE LECHE P/SEMBRAR MATINAL X 10 KG (CO2012), marca LA AGUSTINA, 10 KG.",Insumo para preparar helados: DULCE DE LECHE P/SEMBRAR MATINAL X 10 KG (CO2012). Marca NINGUNA. Categoría: FABRICAR HELADOS / INSUMOS P/FABRICAR HELADOS. Venta mayorista para heladerías y pastelerías.,
1349,DURAZNO AL AGUA GB020 X 3 KG,"Insumo para helados DURAZNO AL AGUA GB020 X 3 KG, marca BRIGEL, 3 KG.",Insumo para preparar helados: DURAZNO AL AGUA GB020 X 3 KG. Marca LINEA INTEGRADA. Categoría: FABRICAR HELADOS / INSUMOS P/FABRICAR HELADOS. Venta mayorista para heladerías y pastelerías.,
1371,DURAZNO CREMA GB020 X 3 KG,"Insumo para helados DURAZNO CREMA GB020 X 3 KG, marca BRIGEL, 3 KG.",Insumo para preparar helados: DURAZNO CREMA GB020 X 3 KG. Marca LINEA INTEGRADA. Categoría: FABRICAR HELADOS / INSUMOS P/FABRICAR HELADOS. Venta mayorista para heladerías y pastelerías.,
1819,"EST PISTACHO GB020 X 7,5 KG","Insumo para helados EST PISTACHO GB020 X 7,5 KG, marca BRIGEL, 7.5 KG.","Insumo para preparar helados: EST PISTACHO GB020 X 7,5 KG. Marca ESTABILIZADORES P. Categoría: FABRICAR HELADOS / INSUMOS P/FABRICAR HELADOS. Venta mayorista para heladerías y pastelerías.",
2877,"EST, NEUTRO COMUN (7600-9) X 7.5 KG","Insumo para helados EST, NEUTRO COMUN (7600-9) X 7.5 KG, marca GHELCO, 7.5 KG.","Insumo para preparar helados: EST, NEUTRO COMUN (7600-9) X 7.5 KG. Marca NUCLEOS. Categoría: FABRICAR HELADOS / INSUMOS P/FABRICAR HELADOS. Venta mayorista para heladerías y pastelerías.",
1751,EST. ALMENDRADO S/PEDACITOS 2000 ( 2253-9 ) X 6 KG,"Insumo para helados EST. ALMENDRADO S/PEDACITOS 2000 ( 2253-9 ) X 6 KG, marca GHELCO, 6 KG.",Insumo para preparar helados: EST. ALMENDRADO S/PEDACITOS 2000 ( 2253-9 ) X 6 KG. Marca LINEA INTEGRADA. Categoría: FABRICAR HELADOS / INSUMOS P/FABRICAR HELADOS. Venta mayorista para heladerías y pastelerías.,
1750,EST. CHANTILLY 2000 (2201-9) X 6 KG,"Insumo para helados EST. CHANTILLY 2000 (2201-9) X 6 KG, marca GHELCO, 6 KG.",Insumo para preparar helados: EST. CHANTILLY 2000 (2201-9) X 6 KG. Marca LINEA INTEGRADA. Categoría: FABRICAR HELADOS / INSUMOS P/FABRICAR HELADOS. Venta mayorista para heladerías y pastelerías.,
1753,EST. CHOCOLATE BLANCO 2000 (2285-9) X 5.800 KG,"Insumo para helados EST. CHOCOLATE BLANCO 2000 (2285-9) X 5.800 KG, marca GHELCO, 5.800 KG.",Chocolate / cobertura: EST. CHOCOLATE BLANCO 2000 (2285-9) X 5.800 KG. Marca ESTABILIZADORES P. Categoría: FABRICAR HELADOS / INSUMOS P/FABRICAR HELADOS. Venta mayorista para heladerías y pastelerías.,
1807,EST. COCO 2000 ( 2421-9 ) X 6 KG,"Insumo para helados EST. COCO 2000 ( 2421-9 ) X 6 KG, marca GHELCO, 6 KG.",Insumo para preparar helados: EST. COCO 2000 ( 2421-9 ) X 6 KG. Marca ESTABILIZADORES P. Categoría: FABRICAR HELADOS / INSUMOS P/FABRICAR HELADOS. Venta mayorista para heladerías y pastelerías.,
1755,EST. CREMA RUSA 2000 (2255-9 ) X 6 KG,"Insumo para helados EST. CREMA RUSA 2000 (2255-9 ) X 6 KG, marca GHELCO, 6 KG.",Insumo para preparar helados: EST. CREMA RUSA 2000 (2255-9 ) X 6 KG. Marca LINEA INTEGRADA. Categoría: FABRICAR HELADOS / INSUMOS P/FABRICAR HELADOS. Venta mayorista para heladerías y pastelerías.,
2249,EST. NEUTRO CON EMULSIONANTE ( 7650-9 ) 7 KG,"Insumo para helados EST. NEUTRO CON EMULSIONANTE ( 7650-9 ) 7 KG, marca GHELCO, 7 KG.",Insumo para preparar helados: EST. NEUTRO CON EMULSIONANTE ( 7650-9 ) 7 KG. Marca NEUTROS. Categoría: FABRICAR HELADOS / INSUMOS P/FABRICAR HELADOS. Venta mayorista para heladerías y pastelerías.,
2361,EST. PISTACHO 2000 ( 2460-7 ) X 3.5 KG,"Insumo para helados EST. PISTACHO 2000 ( 2460-7 ) X 3.5 KG, marca GHELCO, 3.5 KG.",Insumo para preparar helados: EST. PISTACHO 2000 ( 2460-7 ) X 3.5 KG. Marca LINEA INTEGRADA. Categoría: FABRICAR HELADOS / INSUMOS P/FABRICAR HELADOS. Venta mayorista para heladerías y pastelerías.,
2423,EST. PISTACHO 2000 ( 2460-9 ) X 6.5 KG,"Insumo para helados EST. PISTACHO 2000 ( 2460-9 ) X 6.5 KG, marca GHELCO, 6.5 KG.",Insumo para preparar helados: EST. PISTACHO 2000 ( 2460-9 ) X 6.5 KG. Marca LINEA INTEGRADA. Categoría: FABRICAR HELADOS / INSUMOS P/FABRICAR HELADOS. Venta mayorista para heladerías y pastelerías.,
2923,EST. SAMBAYON 2000 ( 2233-9 ) X 5.8 KG,"Insumo para helados EST. SAMBAYON 2000 ( 2233-9 ) X 5.8 KG, marca GHELCO, 5.8 KG.",Insumo para preparar helados: EST. SAMBAYON 2000 ( 2233-9 ) X 5.8 KG. Marca ESTABILIZADORES P. Categoría: FABRICAR HELADOS / INSUMOS P/FABRICAR HELADOS. Venta mayorista para heladerías y pastelerías.,
1304,FRAMBUESA MOUSSE P/ HELADOS X 5 KG,"Insumo para helados FRAMBUESA MOUSSE P/ HELADOS X 5 KG, marca BRIGEL, 5 KG.",Insumo para preparar helados: FRAMBUESA MOUSSE P/ HELADOS X 5 KG. Marca ESTABILIZADORES P. Categoría: FABRICAR HELADOS / INSUMOS P/FABRICAR HELADOS. Venta mayorista para heladerías y pastelerías.,
1416,FRAMBUESA/1 ESENCIA X 1 LT,"Insumo para helados FRAMBUESA/1 ESENCIA X 1 LT, marca BRIGEL, 1 L.",Insumo para preparar helados: FRAMBUESA/1 ESENCIA X 1 LT. Marca COLORANTES Y ESENCIAS HELADOS. Categoría: FABRICAR HELADOS / INSUMOS P/FABRICAR HELADOS. Venta mayorista para heladerías y pastelerías.,
1339,"FRUTILLA CREMA GB020 X 7,5 KG","Insumo para helados FRUTILLA CREMA GB020 X 7,5 KG, marca BRIGEL, 7.5 KG.","Insumo para preparar helados: FRUTILLA CREMA GB020 X 7,5 KG. Marca LINEA INTEGRADA. Categoría: FABRICAR HELADOS / INSUMOS P/FABRICAR HELADOS. Venta mayorista para heladerías y pastelerías.",
1305,FRUTILLA MOUSSE P/HELADOS X 5 KG,"Insumo para helados FRUTILLA MOUSSE P/HELADOS X 5 KG, marca BRIGEL, 5 KG.",Insumo para preparar helados: FRUTILLA MOUSSE P/HELADOS X 5 KG. Marca ESTABILIZADORES P. Categoría: FABRICAR HELADOS / INSUMOS P/FABRICAR HELADOS. Venta mayorista para heladerías y pastelerías.,
1403,FRUTILLA UD/3 ESENCIAS X 1 LT,"Insumo para helados FRUTILLA UD/3 ESENCIAS X 1 LT, marca BRIGEL, 1 L.",Insumo para preparar helados: FRUTILLA UD/3 ESENCIAS X 1 LT. Marca COLORANTES Y ESENCIAS HELADOS. Categoría: FABRICAR HELADOS / INSUMOS P/FABRICAR HELADOS. Venta mayorista para heladerías y pastelerías.,
1747,GHELCOCREM ( 7887-6 )X 11 KG,"Insumo para helados GHELCOCREM ( 7887-6 )X 11 KG, 11 KG.",Insumo para preparar helados: GHELCOCREM ( 7887-6 )X 11 KG. Marca CREMA VEGETAL EN POLVO. Categoría: FABRICAR HELADOS / INSUMOS P/FABRICAR HELADOS. Venta mayorista para heladerías y pastelerías.,
2865,GRANIZADO SUPERLAY 56-43 X 10 KG,"Insumo para helados GRANIZADO SUPERLAY 56-43 X 10 KG, marca MAPSA, 10 KG.",Chocolate / cobertura: GRANIZADO SUPERLAY 56-43 X 10 KG. Marca CHOCOLATES PARA HELADOS. Categoría: FABRICAR HELADOS / INSUMOS P/FABRICAR HELADOS. Venta mayorista para heladerías y pastelerías.,
2144,GRANULADO DE CHOCOLATE BLANCO GRB3 X 3 KG,"Insumo para helados GRANULADO DE CHOCOLATE BLANCO GRB3 X 3 KG, marca MAPSA, 3 KG.",Chocolate / cobertura: GRANULADO DE CHOCOLATE BLANCO GRB3 X 3 KG. Marca CHOCOLATES PARA HELADOS. Categoría: FABRICAR HELADOS / INSUMOS P/FABRICAR HELADOS. Venta mayorista para heladerías y pastelerías.,
2145,GRANULADO DE CHOCOLATE S/AMARGO GRM3 X 3 KG,"Insumo para helados GRANULADO DE CHOCOLATE S/AMARGO GRM3 X 3 KG, marca MAPSA, 3 KG.",Chocolate / cobertura: GRANULADO DE CHOCOLATE S/AMARGO GRM3 X 3 KG. Marca CHOCOLATES PARA HELADOS. Categoría: FABRICAR HELADOS / INSUMOS P/FABRICAR HELADOS. Venta mayorista para heladerías y pastelerías.,
2666,KRESTO WIP ( BASE PARA HELADOS SEMI FRIOS) X 25 KG,"Insumo para helados KRESTO WIP ( BASE PARA HELADOS SEMI FRIOS) X 25 KG, marca BRIGEL, 25 KG.",Insumo para preparar helados: KRESTO WIP ( BASE PARA HELADOS SEMI FRIOS) X 25 KG. Marca ESTABILIZADORES ESPECIFICOS. Categoría: FABRICAR HELADOS / INSUMOS P/FABRICAR HELADOS. Venta mayorista para heladerías y pastelerías.,
1324,"KRESTOCREM, CREMA VEGETAL X 10 KG","Insumo para helados KRESTOCREM, CREMA VEGETAL X 10 KG, marca BRIGEL, 10 KG.","Insumo para preparar helados: KRESTOCREM, CREMA VEGETAL X 10 KG. Marca CREMA VEGETAL EN POLVO. Categoría: FABRICAR HELADOS / INSUMOS P/FABRICAR HELADOS. Venta mayorista para heladerías y pastelerías.",
1311,LIMON BRI X 2.5 KG,"Insumo para helados LIMON BRI X 2.5 KG, marca BRIGEL, 2.5 KG.",Insumo para preparar helados: LIMON BRI X 2.5 KG. Marca ESTABILIZADORES P. Categoría: FABRICAR HELADOS / INSUMOS P/FABRICAR HELADOS. Venta mayorista para heladerías y pastelerías.,
1370,LIMON CREMA GB020 X 3 KG,"Insumo para helados LIMON CREMA GB020 X 3 KG, marca BRIGEL, 3 KG.",Insumo para preparar helados: LIMON CREMA GB020 X 3 KG. Marca LINEA INTEGRADA. Categoría: FABRICAR HELADOS / INSUMOS P/FABRICAR HELADOS. Venta mayorista para heladerías y pastelerías.,
1342,"LIMON CREMA GB020 X 7,5 KG","Insumo para helados LIMON CREMA GB020 X 7,5 KG, marca BRIGEL, 7.5 KG.","Insumo para preparar helados: LIMON CREMA GB020 X 7,5 KG. Marca LINEA INTEGRADA. Categoría: FABRICAR HELADOS / INSUMOS P/FABRICAR HELADOS. Venta mayorista para heladerías y pastelerías.",
1380,LIMON HE. ESENCIA X 1 LT,"Insumo para helados LIMON HE. ESENCIA X 1 LT, marca BRIGEL, 1 L.",Insumo para preparar helados: LIMON HE. ESENCIA X 1 LT. Marca COLORANTES Y ESENCIAS HELADOS. Categoría: FABRICAR HELADOS / INSUMOS P/FABRICAR HELADOS. Venta mayorista para heladerías y pastelerías.,
1405,LIMON LA 5011 ESENCIA CONCENTRADA X 1 LT,"Insumo para helados LIMON LA 5011 ESENCIA CONCENTRADA X 1 LT, marca BRIGEL, 1 L.",Insumo para preparar helados: LIMON LA 5011 ESENCIA CONCENTRADA X 1 LT. Marca COLORANTES Y ESENCIAS HELADOS. Categoría: FABRICAR HELADOS / INSUMOS P/FABRICAR HELADOS. Venta mayorista para heladerías y pastelerías.,
1306,LIMON MOUSSE P/ HELADOS X 5 KG,"Insumo para helados LIMON MOUSSE P/ HELADOS X 5 KG, marca BRIGEL, 5 KG.",Insumo para preparar helados: LIMON MOUSSE P/ HELADOS X 5 KG. Marca ESTABILIZADORES ESPECIFICOS. Categoría: FABRICAR HELADOS / INSUMOS P/FABRICAR HELADOS. Venta mayorista para heladerías y pastelerías.,
1308,MANDARINA BRI( POLVO PARA PREPARAR HELADO) X 3 KG,"Insumo para helados MANDARINA BRI( POLVO PARA PREPARAR HELADO) X 3 KG, marca BRIGEL, 3 KG.",Insumo para preparar helados: MANDARINA BRI( POLVO PARA PREPARAR HELADO) X 3 KG. Marca ESTABILIZADORES ESPECIFICOS. Categoría: FABRICAR HELADOS / INSUMOS P/FABRICAR HELADOS. Venta mayorista para heladerías y pastelerías.,
2911,"MANTECA DE CACAO X 3,5 KG","Insumo para helados MANTECA DE CACAO X 3,5 KG, marca BRIGEL, 3.5 KG.","Insumo para preparar helados: MANTECA DE CACAO X 3,5 KG. Categoría: FABRICAR HELADOS / INSUMOS P/FABRICAR HELADOS. Venta mayorista para heladerías y pastelerías.",
1270,MAPCOL BALDE 4 KG,"Insumo para helados MAPCOL BALDE 4 KG, marca MAPSA, 4 KG.",Insumo para preparar helados: MAPCOL BALDE 4 KG. Marca PASTAS PARA VETEAR. Categoría: FABRICAR HELADOS / INSUMOS P/FABRICAR HELADOS. Venta mayorista para heladerías y pastelerías.,
1269,MAPCOL PARA SEMBRAR X 4 KG,"Insumo para helados MAPCOL PARA SEMBRAR X 4 KG, marca MAPSA, 4 KG.",Insumo para preparar helados: MAPCOL PARA SEMBRAR X 4 KG. Marca PASTAS PARA VETEAR. Categoría: FABRICAR HELADOS / INSUMOS P/FABRICAR HELADOS. Venta mayorista para heladerías y pastelerías.,
1271,MAPTELLINA CONCENTRADA X 4 KG,"Insumo para helados MAPTELLINA CONCENTRADA X 4 KG, marca MAPSA, 4 KG.",Insumo para preparar helados: MAPTELLINA CONCENTRADA X 4 KG. Marca PASTAS PARA ELABORAR HELADOS. Categoría: FABRICAR HELADOS / INSUMOS P/FABRICAR HELADOS. Venta mayorista para heladerías y pastelerías.,
1272,MAPTELLINA PARA SEMBRAR X 4 KG,"Insumo para helados MAPTELLINA PARA SEMBRAR X 4 KG, marca MAPSA, 4 KG.",Insumo para preparar helados: MAPTELLINA PARA SEMBRAR X 4 KG. Marca PASTAS PARA VETEAR. Categoría: FABRICAR HELADOS / INSUMOS P/FABRICAR HELADOS. Venta mayorista para heladerías y pastelerías.,
1417,MARASCHINO/4 ESENCIA X 1 LT,"Insumo para helados MARASCHINO/4 ESENCIA X 1 LT, marca BRIGEL, 1 L.",Insumo para preparar helados: MARASCHINO/4 ESENCIA X 1 LT. Marca COLORANTES Y ESENCIAS HELADOS. Categoría: FABRICAR HELADOS / INSUMOS P/FABRICAR HELADOS. Venta mayorista para heladerías y pastelerías.,
1344,"MENTA GB020 X 7,5 KG","Insumo para helados MENTA GB020 X 7,5 KG, marca BRIGEL, 7.5 KG.","Insumo para preparar helados: MENTA GB020 X 7,5 KG. Marca LINEA INTEGRADA. Categoría: FABRICAR HELADOS / INSUMOS P/FABRICAR HELADOS. Venta mayorista para heladerías y pastelerías.",
1418,MENTA/1 ESENCIA X 1 LT,"Insumo para helados MENTA/1 ESENCIA X 1 LT, marca BRIGEL, 1 L.",Insumo para preparar helados: MENTA/1 ESENCIA X 1 LT. Marca COLORANTES Y ESENCIAS HELADOS. Categoría: FABRICAR HELADOS / INSUMOS P/FABRICAR HELADOS. Venta mayorista para heladerías y pastelerías.,
1310,NARANJA BRI ( POLVO PARA PREPARAR HELADOS) X 3 KG,"Insumo para helados NARANJA BRI ( POLVO PARA PREPARAR HELADOS) X 3 KG, marca BRIGEL, 3 KG.",Insumo para preparar helados: NARANJA BRI ( POLVO PARA PREPARAR HELADOS) X 3 KG. Marca ESTABILIZADORES ESPECIFICOS. Categoría: FABRICAR HELADOS / INSUMOS P/FABRICAR HELADOS. Venta mayorista para heladerías y pastelerías.,
1406,NARANJA LA 5011 ESENCIA X 1 LT,"Insumo para helados NARANJA LA 5011 ESENCIA X 1 LT, marca BRIGEL, 1 L.",Insumo para preparar helados: NARANJA LA 5011 ESENCIA X 1 LT. Marca COLORANTES Y ESENCIAS HELADOS. Categoría: FABRICAR HELADOS / INSUMOS P/FABRICAR HELADOS. Venta mayorista para heladerías y pastelerías.,
