id,title,brand,presentation,price,priceDisplay,stock,catalogo,categoryFooter,description,images
2956,PASTRY SPRAY DORADO X 50 G,FLEIBOR,,20763.6,"20.763,60",0,C) INSUMOS P/REPOSTERÍA,INSUMOS P/REPOSTERIA / COLORANTES Y ESENCIAS REPOSTERIA - ID 2956,"UN SPRAY EN AEROSOL IDEAL PARA LOGRAR ACABADOS BRILLANTES, ELEGANTES Y UNIFORMES EN POCOS SEGUNDOS.

IDEAL PARA DECORAR:

· TORTAS · CHOCOLATES · BOMBONES · COOKIES · POSTRES · PIEZAS DE PASTELERíA · DECORACIONES",
2844,PERLITAS MINI SIN TACC BLANCO  X 25 GR,PASTELAR,,1452,"1.452,00",11,C) INSUMOS P/REPOSTERÍA,INSUMOS P/REPOSTERIA / GRANAS Y GRAGEAS - ID 2844,,https://curlomayorista.com.ar/imagenesproductos/2844a.jpg
2845,PERLITAS MINI SIN TACC DORADO  X 25 GR,PASTELAR,,1452,"1.452,00",56,C) INSUMOS P/REPOSTERÍA,INSUMOS P/REPOSTERIA / GRANAS Y GRAGEAS - ID 2845,,https://curlomayorista.com.ar/imagenesproductos/2845a.jpg
1998,POLVO DE HORNEAR ALZOL X 1 KG,ALZOL,,6570.3,"6.570,30",39,C) INSUMOS P/REPOSTERÍA,INSUMOS P/REPOSTERIA / POLVOS SOLUBLES Y ADITIVOS P/REPOSTERÍA - ID 1998,,https://curlomayorista.com.ar/imagenesproductos/1998a.jpg
2608,POLVO DE HORNEAR X 1 KG FLEIBOR,FLEIBOR,,11790.4,"11.790,40",93,C) INSUMOS P/REPOSTERÍA,INSUMOS P/REPOSTERIA / POLVOS SOLUBLES Y ADITIVOS P/REPOSTERÍA - ID 2608,,https://curlomayorista.com.ar/imagenesproductos/2608a.jpg
2607,POLVO DE HORNEAR X 5 KG FLEIBOR,FLEIBOR,,53592.74,"53.592,74",23,C) INSUMOS P/REPOSTERÍA,INSUMOS P/REPOSTERIA / POLVOS SOLUBLES Y ADITIVOS P/REPOSTERÍA - ID 2607,,https://curlomayorista.com.ar/imagenesproductos/2607a.jpg
1697,VINO MARSALA BIDON X 5 LITROS,FLORIO,,48279,"48.279,00",5,C) INSUMOS P/REPOSTERÍA,INSUMOS P/REPOSTERIA / VINOS/LICORES - ID 1697,,https://curlomayorista.com.ar/imagenesproductos/1697a.jpg | https://curlomayorista.com.ar/imagenesproductos/1697b.jpg
1696,VINO MARSALA X 20 LITROS,FLORIO,,178051.5,"178.051,50",5,C) INSUMOS P/REPOSTERÍA,INSUMOS P/REPOSTERIA / VINOS/LICORES - ID 1696,,https://curlomayorista.com.ar/imagenesproductos/1696a.jpg | https://curlomayorista.com.ar/imagenesproductos/1696b.jpg
1695,VINO MARSALA X 950 C.C.,FLORIO,,13794,"13.794,00",60,C) INSUMOS P/REPOSTERÍA,INSUMOS P/REPOSTERIA / VINOS/LICORES - ID 1695,,https://curlomayorista.com.ar/imagenesproductos/1695a.jpg | https://curlomayorista.com.ar/imagenesproductos/1695b.jpg
2206,VINO OPORTO X 950,FLORIO,,13794,"13.794,00",19,C) INSUMOS P/REPOSTERÍA,INSUMOS P/REPOSTERIA / VINOS/LICORES - ID 2206,,https://curlomayorista.com.ar/imagenesproductos/2206a.jpg
2933,CORAZONITO ROJO X 1 KG,PALMESANO,,18999.81,"18.999,81",66,"D) GRANAS,CONFITES,GOLOSINAS P/DECORAR","GRANAS, CONFITES, GOLOCINAS P/DECORACIÓN / CONFITES Y MICROGALLETITAS - ID 2933",,https://curlomayorista.com.ar/imagenesproductos/2933a.jpg
2941,CORAZONITO ROJO X 10 KG,PALMESANO,,169000.04,"169.000,04",4,"D) GRANAS,CONFITES,GOLOSINAS P/DECORAR","GRANAS, CONFITES, GOLOCINAS P/DECORACIÓN / CONFITES Y MICROGALLETITAS - ID 2941",,https://curlomayorista.com.ar/imagenesproductos/2941a.jpg
2931,CORAZONITO SURTIDO X 10 KG,PALMESANO,,134033.19,"134.033,19",2,"D) GRANAS,CONFITES,GOLOSINAS P/DECORAR","GRANAS, CONFITES, GOLOCINAS P/DECORACIÓN / CONFITES Y MICROGALLETITAS - ID 2931",,https://curlomayorista.com.ar/imagenesproductos/2931a.jpg
2932,CORAZONITO SURTIDO X 1KG,PALMESANO,,18199.88,"18.199,88",24,"D) GRANAS,CONFITES,GOLOSINAS P/DECORAR","GRANAS, CONFITES, GOLOCINAS P/DECORACIÓN / CONFITES Y MICROGALLETITAS - ID 2932",,https://curlomayorista.com.ar/imagenesproductos/2932a.jpg
1179,CRISPIN DE ARROZ MIXTO X KG,SWEET HOSE,,13099.75,"13.099,75",0,"D) GRANAS,CONFITES,GOLOSINAS P/DECORAR","GRANAS, CONFITES, GOLOCINAS P/DECORACIÓN / CONFITES Y MICROGALLETITAS - ID 1179",,https://curlomayorista.com.ar/imagenesproductos/1179a.jpg
2881,CROCANTE DE MANI SABOR ALMENDRAS CAJA X 5 KG ( 6850-1),GHELCO,,43305.87,"43.305,87",7,"D) GRANAS,CONFITES,GOLOSINAS P/DECORAR","GRANAS, CONFITES, GOLOCINAS P/DECORACIÓN / GRANAS Y GRAGEAS - ID 2881",,
1724,CROCANTE DE MANI SABOR ALMENDRAS X 1 KG ( 6850-1),GHELCO,,9515.89,"9.515,89",193,"D) GRANAS,CONFITES,GOLOSINAS P/DECORAR","GRANAS, CONFITES, GOLOCINAS P/DECORACIÓN / GRANAS Y GRAGEAS - ID 1724",,https://curlomayorista.com.ar/imagenesproductos/1724a.jpg
2930,DROPS MIX BABY X 30 GR,PASTELAR,,1923.9,"1.923,90",44,"D) GRANAS,CONFITES,GOLOSINAS P/DECORAR",INSUMOS P/REPOSTERIA / GRANAS Y GRAGEAS - ID 2930,,https://curlomayorista.com.ar/imagenesproductos/2930a.jpg
2677,GRAGEA Nº 2  CELESTE  X 1 KG,DECORMAGIC,,7570.6,"7.570,60",1,"D) GRANAS,CONFITES,GOLOSINAS P/DECORAR","GRANAS, CONFITES, GOLOCINAS P/DECORACIÓN / GRANAS Y GRAGEAS - ID 2677",,
2460,GRANA COLOR AMARILLA X 1 KG,DECORMAGIC,,4132.6,"4.132,60",3,"D) GRANAS,CONFITES,GOLOSINAS P/DECORAR","GRANAS, CONFITES, GOLOCINAS P/DECORACIÓN / GRANAS Y GRAGEAS - ID 2460",,https://curlomayorista.com.ar/imagenesproductos/2460a.jpg | https://curlomayorista.com.ar/imagenesproductos/2460b.jpg
2461,GRANA COLOR AZUL X 1 KG,DECORMAGIC,,4132.6,"4.132,60",10,"D) GRANAS,CONFITES,GOLOSINAS P/DECORAR","GRANAS, CONFITES, GOLOCINAS P/DECORACIÓN / GRANAS Y GRAGEAS - ID 2461",,https://curlomayorista.com.ar/imagenesproductos/2461a.jpg | https://curlomayorista.com.ar/imagenesproductos/2461b.jpg
2462,GRANA COLOR BLANC X 1 KG,DECORMAGIC,,4132.6,"4.132,60",-1,"D) GRANAS,CONFITES,GOLOSINAS P/DECORAR","GRANAS, CONFITES, GOLOCINAS P/DECORACIÓN / GRANAS Y GRAGEAS - ID 2462",,https://curlomayorista.com.ar/imagenesproductos/2462a.jpg | https://curlomayorista.com.ar/imagenesproductos/2462b.jpg
2463,GRANA COLOR CELESTE X 1 KG,DECORMAGIC,,4132.6,"4.132,60",1,"D) GRANAS,CONFITES,GOLOSINAS P/DECORAR","GRANAS, CONFITES, GOLOCINAS P/DECORACIÓN / GRANAS Y GRAGEAS - ID 2463",,https://curlomayorista.com.ar/imagenesproductos/2463a.jpg | https://curlomayorista.com.ar/imagenesproductos/2463b.jpg
2464,GRANA COLOR LILA X 1 KG,DECORMAGIC,,4132.6,"4.132,60",2,"D) GRANAS,CONFITES,GOLOSINAS P/DECORAR","GRANAS, CONFITES, GOLOCINAS P/DECORACIÓN / GRANAS Y GRAGEAS - ID 2464",,https://curlomayorista.com.ar/imagenesproductos/2464a.jpg | https://curlomayorista.com.ar/imagenesproductos/2464b.jpg
2465,GRANA COLOR MARRON OSCURO X 1 KG,DECORMAGIC,,4132.6,"4.132,60",0,"D) GRANAS,CONFITES,GOLOSINAS P/DECORAR","GRANAS, CONFITES, GOLOCINAS P/DECORACIÓN / GRANAS Y GRAGEAS - ID 2465",,https://curlomayorista.com.ar/imagenesproductos/2465a.jpg | https://curlomayorista.com.ar/imagenesproductos/2465b.jpg
2466,GRANA COLOR MULTICOLOR AMERICANO X 1 KG,DECORMAGIC,,4132.6,"4.132,60",3,"D) GRANAS,CONFITES,GOLOSINAS P/DECORAR","GRANAS, CONFITES, GOLOCINAS P/DECORACIÓN / GRANAS Y GRAGEAS - ID 2466",,https://curlomayorista.com.ar/imagenesproductos/2466a.jpg
2467,GRANA COLOR MULTICOLOR X 1 KG,DECORMAGIC,,4132.6,"4.132,60",-3,"D) GRANAS,CONFITES,GOLOSINAS P/DECORAR","GRANAS, CONFITES, GOLOCINAS P/DECORACIÓN / GRANAS Y GRAGEAS - ID 2467",,https://curlomayorista.com.ar/imagenesproductos/2467a.jpg | https://curlomayorista.com.ar/imagenesproductos/2467b.jpg
2468,GRANA COLOR NARANJA X 1 KG,DECORMAGIC,,4132.6,"4.132,60",-1,"D) GRANAS,CONFITES,GOLOSINAS P/DECORAR","GRANAS, CONFITES, GOLOCINAS P/DECORACIÓN / GRANAS Y GRAGEAS - ID 2468",,https://curlomayorista.com.ar/imagenesproductos/2468a.jpg | https://curlomayorista.com.ar/imagenesproductos/2468b.jpg
2469,GRANA COLOR NEGRA X 1 KG,DECORMAGIC,,4253.82,"4.253,82",0,"D) GRANAS,CONFITES,GOLOSINAS P/DECORAR","GRANAS, CONFITES, GOLOCINAS P/DECORACIÓN / GRANAS Y GRAGEAS - ID 2469",,https://curlomayorista.com.ar/imagenesproductos/2469a.jpg | https://curlomayorista.com.ar/imagenesproductos/2469b.jpg
2470,GRANA COLOR PLATA X 1 KG,DECORMAGIC,,5105.92,"5.105,92",0,"D) GRANAS,CONFITES,GOLOSINAS P/DECORAR","GRANAS, CONFITES, GOLOCINAS P/DECORACIÓN / GRANAS Y GRAGEAS - ID 2470",,https://curlomayorista.com.ar/imagenesproductos/2470a.jpg | https://curlomayorista.com.ar/imagenesproductos/2470b.jpg
2471,GRANA COLOR ROJA X 1 KG,DECORMAGIC,,4132.6,"4.132,60",19,"D) GRANAS,CONFITES,GOLOSINAS P/DECORAR","GRANAS, CONFITES, GOLOCINAS P/DECORACIÓN / GRANAS Y GRAGEAS - ID 2471",,https://curlomayorista.com.ar/imagenesproductos/2471a.jpg | https://curlomayorista.com.ar/imagenesproductos/2471b.jpg
2472,GRANA COLOR ROSA PASTEL X 1 KG,DECORMAGIC,,4132.6,"4.132,60",0,"D) GRANAS,CONFITES,GOLOSINAS P/DECORAR","GRANAS, CONFITES, GOLOCINAS P/DECORACIÓN / GRANAS Y GRAGEAS - ID 2472",,https://curlomayorista.com.ar/imagenesproductos/2472a.jpg | https://curlomayorista.com.ar/imagenesproductos/2472b.jpg
2473,GRANA COLOR ROSA X 1 KG,DECORMAGIC,,4132.6,"4.132,60",2,"D) GRANAS,CONFITES,GOLOSINAS P/DECORAR","GRANAS, CONFITES, GOLOCINAS P/DECORACIÓN / GRANAS Y GRAGEAS - ID 2473",,https://curlomayorista.com.ar/imagenesproductos/2473a.jpg | https://curlomayorista.com.ar/imagenesproductos/2473b.jpg
2477,GRANA COLOR VERDE CLARO X 1 KG,DECORMAGIC,,4132.6,"4.132,60",0,"D) GRANAS,CONFITES,GOLOSINAS P/DECORAR","GRANAS, CONFITES, GOLOCINAS P/DECORACIÓN / GRANAS Y GRAGEAS - ID 2477",,https://curlomayorista.com.ar/imagenesproductos/2477a.jpg | https://curlomayorista.com.ar/imagenesproductos/2477b.jpg
2478,GRANA COLOR VERDE OSCURO X 1 KG,DECORMAGIC,,4132.6,"4.132,60",1,"D) GRANAS,CONFITES,GOLOSINAS P/DECORAR","GRANAS, CONFITES, GOLOCINAS P/DECORACIÓN / GRANAS Y GRAGEAS - ID 2478",,https://curlomayorista.com.ar/imagenesproductos/2478a.jpg | https://curlomayorista.com.ar/imagenesproductos/2478b.jpg
2479,GRANA COLOR VIOLETA X 1 KG,DECORMAGIC,,4132.6,"4.132,60",-2,"D) GRANAS,CONFITES,GOLOSINAS P/DECORAR","GRANAS, CONFITES, GOLOCINAS P/DECORACIÓN / GRANAS Y GRAGEAS - ID 2479",,https://curlomayorista.com.ar/imagenesproductos/2479a.jpg | https://curlomayorista.com.ar/imagenesproductos/2479b.jpg
2504,GRANA CORAZON MULTICOLOR X 1 KG,DECORMAGIC,,6684.57,"6.684,57",-1,"D) GRANAS,CONFITES,GOLOSINAS P/DECORAR","GRANAS, CONFITES, GOLOCINAS P/DECORACIÓN / GRANAS Y GRAGEAS - ID 2504",,https://curlomayorista.com.ar/imagenesproductos/2504a.jpg
2610,GRANA DE CHOCOLATE X 1 KG,DECORMAGIC,,7813.93,"7.813,93",1,"D) GRANAS,CONFITES,GOLOSINAS P/DECORAR","GRANAS, CONFITES, GOLOCINAS P/DECORACIÓN / GRANAS Y GRAGEAS - ID 2610",,https://curlomayorista.com.ar/imagenesproductos/2610a.jpg
2441,GRANA ESTRELLA MULTICOLOR X 1 KG,DECORMAGIC,,6684.57,"6.684,57",6,"D) GRANAS,CONFITES,GOLOSINAS P/DECORAR","GRANAS, CONFITES, GOLOCINAS P/DECORACIÓN / GRANAS Y GRAGEAS - ID 2441",,https://curlomayorista.com.ar/imagenesproductos/2441a.jpg
2755,GRANA FLOR MULTICOLOR AMERICANO X 1 KG,DECORMAGIC,,6684.57,"6.684,57",7,"D) GRANAS,CONFITES,GOLOSINAS P/DECORAR","GRANAS, CONFITES, GOLOCINAS P/DECORACIÓN / GRANAS Y GRAGEAS - ID 2755",,
2614,GRANA FLOR MULTICOLOR X 1 KG,DECORMAGIC,,6684.57,"6.684,57",2,"D) GRANAS,CONFITES,GOLOSINAS P/DECORAR","GRANAS, CONFITES, GOLOCINAS P/DECORACIÓN / GRANAS Y GRAGEAS - ID 2614",,https://curlomayorista.com.ar/imagenesproductos/2614a.jpg
2447,GRANA MIX  BLCO CELEST LILA X 1 KG,DECORMAGIC,,4545.85,"4.545,85",-2,"D) GRANAS,CONFITES,GOLOSINAS P/DECORAR","GRANAS, CONFITES, GOLOCINAS P/DECORACIÓN / GRANAS Y GRAGEAS - ID 2447",,
2450,GRANA MIX CELEST LILA ROSA PAST X 1 KG,DECORMAGIC,,4545.85,"4.545,85",0,"D) GRANAS,CONFITES,GOLOSINAS P/DECORAR","GRANAS, CONFITES, GOLOCINAS P/DECORACIÓN / GRANAS Y GRAGEAS - ID 2450",,
2502,GRANA MIX CIRCULO AMARILLO-AZUL X 1 KG,DECORMAGIC,,7353.03,"7.353,03",11,"D) GRANAS,CONFITES,GOLOSINAS P/DECORAR","GRANAS, CONFITES, GOLOCINAS P/DECORACIÓN / GRANAS Y GRAGEAS - ID 2502",,
2802,GRANA MIX CIRCULO AZUL-BLANCO-ROJO X 1 KG,DECORMAGIC,,7353.03,"7.353,03",26,"D) GRANAS,CONFITES,GOLOSINAS P/DECORAR","GRANAS, CONFITES, GOLOCINAS P/DECORACIÓN / GRANAS Y GRAGEAS - ID 2802",,
2644,GRANA MIX CIRCULO BLANCO-ROJO X 1 KG,DECORMAGIC,,7353.03,"7.353,03",-3,"D) GRANAS,CONFITES,GOLOSINAS P/DECORAR","GRANAS, CONFITES, GOLOCINAS P/DECORACIÓN / GRANAS Y GRAGEAS - ID 2644",,
2663,GRANA MIX CIRCULO BLANCOO- CELESTE X 1 KG,DECORMAGIC,,7353.03,"7.353,03",2,"D) GRANAS,CONFITES,GOLOSINAS P/DECORAR","GRANAS, CONFITES, GOLOCINAS P/DECORACIÓN / GRANAS Y GRAGEAS - ID 2663",,https://curlomayorista.com.ar/imagenesproductos/2663a.jpg
2589,GRANA MIX CIRCULO NEGRO-ROJO X 1 KG,DECORMAGIC,,7353.03,"7.353,03",15,"D) GRANAS,CONFITES,GOLOSINAS P/DECORAR","GRANAS, CONFITES, GOLOCINAS P/DECORACIÓN / GRANAS Y GRAGEAS - ID 2589",,
2803,GRANA MIX CORAZON  AMARILLO-AZUL X 1 KG,DECORMAGIC,,7353.03,"7.353,03",-9,"D) GRANAS,CONFITES,GOLOSINAS P/DECORAR","GRANAS, CONFITES, GOLOCINAS P/DECORACIÓN / GRANAS Y GRAGEAS - ID 2803",,
2813,GRANA MIX CORAZON BLANCO-CELESTE-ROSA X 1 KG,DECORMAGIC,,7353.03,"7.353,03",4,"D) GRANAS,CONFITES,GOLOSINAS P/DECORAR","GRANAS, CONFITES, GOLOCINAS P/DECORACIÓN / GRANAS Y GRAGEAS - ID 2813",,
2804,GRANA MIX CORAZON BLANCO-NEGRO-ROJO X 1 KG,DECORMAGIC,,7353.03,"7.353,03",12,"D) GRANAS,CONFITES,GOLOSINAS P/DECORAR","GRANAS, CONFITES, GOLOCINAS P/DECORACIÓN / GRANAS Y GRAGEAS - ID 2804",,
2681,GRANA MIX CORAZON BLANCO-ROJO X 1 KG,DECORMAGIC,,7353.03,"7.353,03",10,"D) GRANAS,CONFITES,GOLOSINAS P/DECORAR","GRANAS, CONFITES, GOLOCINAS P/DECORACIÓN / GRANAS Y GRAGEAS - ID 2681",,
2613,GRANA MIX CORAZON CELESTE-LILA--ROSA PASTEL X1 KG,DECORMAGIC,,7353.03,"7.353,03",8,"D) GRANAS,CONFITES,GOLOSINAS P/DECORAR","GRANAS, CONFITES, GOLOCINAS P/DECORACIÓN / GRANAS Y GRAGEAS - ID 2613",,
2812,GRANA MIX CORAZON NEGRO-ROJO X 1 KG,DECORMAGIC,,7353.03,"7.353,03",16,"D) GRANAS,CONFITES,GOLOSINAS P/DECORAR","GRANAS, CONFITES, GOLOCINAS P/DECORACIÓN / GRANAS Y GRAGEAS - ID 2812",,
2685,GRANA MIX CORAZON SMILE BLANCO-CELESTE-ROSA X 1 KG,DECORMAGIC,,7353.03,"7.353,03",16,"D) GRANAS,CONFITES,GOLOSINAS P/DECORAR","GRANAS, CONFITES, GOLOCINAS P/DECORACIÓN / GRANAS Y GRAGEAS - ID 2685",,
2683,GRANA MIX ESTRELLA  FIESTA X 1 KG,DECORMAGIC,,7353.03,"7.353,03",3,"D) GRANAS,CONFITES,GOLOSINAS P/DECORAR","GRANAS, CONFITES, GOLOCINAS P/DECORACIÓN / GRANAS Y GRAGEAS - ID 2683",,
2444,GRANA MIX ESTRELLA BLCO CELESTE LILA X 1 KG,DECORMAGIC,,7353.03,"7.353,03",-10,"D) GRANAS,CONFITES,GOLOSINAS P/DECORAR","GRANAS, CONFITES, GOLOCINAS P/DECORACIÓN / GRANAS Y GRAGEAS - ID 2444",,
2757,GRANA MIX ESTRELLA NEGRO-ROJO X1 KG,DECORMAGIC,,7353.03,"7.353,03",0,"D) GRANAS,CONFITES,GOLOSINAS P/DECORAR","GRANAS, CONFITES, GOLOCINAS P/DECORACIÓN / GRANAS Y GRAGEAS - ID 2757",,
2446,GRANA MIX FIESTA X 1 KG,DECORMAGIC,,4637.05,"4.637,05",0,"D) GRANAS,CONFITES,GOLOSINAS P/DECORAR","GRANAS, CONFITES, GOLOCINAS P/DECORACIÓN / GRANAS Y GRAGEAS - ID 2446",,
2814,GRANA MIX FLOR NEGR-ROJO X 1 KG,DECORMAGIC,,7353.03,"7.353,03",19,"D) GRANAS,CONFITES,GOLOSINAS P/DECORAR","GRANAS, CONFITES, GOLOCINAS P/DECORACIÓN / GRANAS Y GRAGEAS - ID 2814",,
2455,GRANA STICK MIX  BLANCO CELESTE X 900 GRS,DECORMAGIC,,7353.03,"7.353,03",0,"D) GRANAS,CONFITES,GOLOSINAS P/DECORAR","GRANAS, CONFITES, GOLOCINAS P/DECORACIÓN / GRANAS Y GRAGEAS - ID 2455",,
2560,GRANA STICK MIX AMARILLO-AZUL X 900 GR,DECORMAGIC,,7353.03,"7.353,03",0,"D) GRANAS,CONFITES,GOLOSINAS P/DECORAR","GRANAS, CONFITES, GOLOCINAS P/DECORACIÓN / GRANAS Y GRAGEAS - ID 2560",,
2454,GRANA STICK MIX AZUL BLCO ROJO X 900 GRS,DECORMAGIC,,7353.03,"7.353,03",22,"D) GRANAS,CONFITES,GOLOSINAS P/DECORAR","GRANAS, CONFITES, GOLOCINAS P/DECORACIÓN / GRANAS Y GRAGEAS - ID 2454",,https://curlomayorista.com.ar/imagenesproductos/2454a.jpg
2453,GRANA STICK MIX AZUL X 900 GRS,DECORMAGIC,,7353.03,"7.353,03",0,"D) GRANAS,CONFITES,GOLOSINAS P/DECORAR","GRANAS, CONFITES, GOLOCINAS P/DECORACIÓN / GRANAS Y GRAGEAS - ID 2453",,
2507,GRANA STICK MIX BLCO ROJO X 900 GRS,DECORMAGIC,,7353.03,"7.353,03",-20,"D) GRANAS,CONFITES,GOLOSINAS P/DECORAR","GRANAS, CONFITES, GOLOCINAS P/DECORACIÓN / GRANAS Y GRAGEAS - ID 2507",,
1191,HUESITOS FRUTALES X 1 KG,PALMESANO,,5911.02,"5.911,02",0,"D) GRANAS,CONFITES,GOLOSINAS P/DECORAR","GRANAS, CONFITES, GOLOCINAS P/DECORACIÓN / CONFITES Y MICROGALLETITAS - ID 1191",,https://curlomayorista.com.ar/imagenesproductos/1191a.jpg | https://curlomayorista.com.ar/imagenesproductos/1191b.jpg
1192,HUESITOS FRUTALES X 14 KG/GRANEL,PALMESANO,,70709.1,"70.709,10",3,"D) GRANAS,CONFITES,GOLOSINAS P/DECORAR","GRANAS, CONFITES, GOLOCINAS P/DECORACIÓN / CONFITES Y MICROGALLETITAS - ID 1192",,https://curlomayorista.com.ar/imagenesproductos/1192a.jpg
1189,LENTEJAS DE CHOCOLATE SURTIDAS X 1 KG,PALMESANO,,15862.01,"15.862,01",91,"D) GRANAS,CONFITES,GOLOSINAS P/DECORAR","GRANAS, CONFITES, GOLOCINAS P/DECORACIÓN / CONFITES Y MICROGALLETITAS - ID 1189",COD. 4044,https://curlomayorista.com.ar/imagenesproductos/1189a.jpg
1188,LENTEJAS DE CHOCOLATE SURTIDAS X 10 KG/GRANEL,PALMESANO,,124170.94,"124.170,94",-1,"D) GRANAS,CONFITES,GOLOSINAS P/DECORAR","GRANAS, CONFITES, GOLOCINAS P/DECORACIÓN / CONFITES Y MICROGALLETITAS - ID 1188",COD.38060,https://curlomayorista.com.ar/imagenesproductos/1188a.jpg
1949,MERENGUE MED. BLANCO CAJA X 20 PAQ DE 100 GRS,GARCITAS,,28404.75,"28.404,75",27,"D) GRANAS,CONFITES,GOLOSINAS P/DECORAR",INSUMOS P/REPOSTERIA / GOLOSINAS - ID 1949,,
1948,MERENGUE MED. BLANCO X 10 PAQ DE 100 GRS,GARCITAS,,17031.96,"17.031,96",54,"D) GRANAS,CONFITES,GOLOSINAS P/DECORAR","GRANAS, CONFITES, GOLOCINAS P/DECORACIÓN / GOLOSINAS - ID 1948",,
1958,MERENGUE MED. BLANCO X CAJA 3 KG A GRANEL,GARCITAS,,33347,"33.347,00",28,"D) GRANAS,CONFITES,GOLOSINAS P/DECORAR","GRANAS, CONFITES, GOLOCINAS P/DECORACIÓN / GOLOSINAS - ID 1958",,
2552,MICROCEREAL BLANCO X 1 KG,MACK,,12100.04,"12.100,04",21,"D) GRANAS,CONFITES,GOLOSINAS P/DECORAR","GRANAS, CONFITES, GOLOCINAS P/DECORACIÓN / CONFITES Y MICROGALLETITAS - ID 2552",,
2553,MICROCEREAL S/AMARGO X 1 KG,MACK,,12100.04,"12.100,04",0,"D) GRANAS,CONFITES,GOLOSINAS P/DECORAR","GRANAS, CONFITES, GOLOCINAS P/DECORACIÓN / CONFITES Y MICROGALLETITAS - ID 2553",,
2825,MICROGALLETITA BLANCA X 1 KILO,MACK,,14810.4,"14.810,40",49,"D) GRANAS,CONFITES,GOLOSINAS P/DECORAR","GRANAS, CONFITES, GOLOCINAS P/DECORACIÓN / CONFITES Y MICROGALLETITAS - ID 2825",,https://curlomayorista.com.ar/imagenesproductos/2825a.jpg
2770,MICROGALLETITA BLANCA X5 KG,MACK,,61710,"61.710,00",9,"D) GRANAS,CONFITES,GOLOSINAS P/DECORAR","GRANAS, CONFITES, GOLOCINAS P/DECORACIÓN / CONFITES Y MICROGALLETITAS - ID 2770",,https://curlomayorista.com.ar/imagenesproductos/2770a.jpg
1181,MICROGALLETITA MIXTA X 1 KG,MACK,,14810.4,"14.810,40",58,"D) GRANAS,CONFITES,GOLOSINAS P/DECORAR","GRANAS, CONFITES, GOLOCINAS P/DECORACIÓN / CONFITES Y MICROGALLETITAS - ID 1181",,https://curlomayorista.com.ar/imagenesproductos/1181a.jpg
2283,MICROGALLETITA MIXTA X 5 KG,MACK,,61710,"61.710,00",11,"D) GRANAS,CONFITES,GOLOSINAS P/DECORAR","GRANAS, CONFITES, GOLOCINAS P/DECORACIÓN / CONFITES Y MICROGALLETITAS - ID 2283",,https://curlomayorista.com.ar/imagenesproductos/2283a.jpg
2280,MICROGALLETITA S/A X 5 KG,MACK,,61710,"61.710,00",8,"D) GRANAS,CONFITES,GOLOSINAS P/DECORAR","GRANAS, CONFITES, GOLOCINAS P/DECORACIÓN / CONFITES Y MICROGALLETITAS - ID 2280",,https://curlomayorista.com.ar/imagenesproductos/2280a.jpg
2687,MICROGALLETITA S/AMARGA X 1KG,MACK,,14810.4,"14.810,40",44,"D) GRANAS,CONFITES,GOLOSINAS P/DECORAR","GRANAS, CONFITES, GOLOCINAS P/DECORACIÓN / CONFITES Y MICROGALLETITAS - ID 2687",,https://curlomayorista.com.ar/imagenesproductos/2687a.jpg
1185,MINI LENTEJAS COLORES SURTIDOS DE CHOCOLATE X 11 KG/GRANEL,PALMESANO,,153469.16,"153.469,16",2,"D) GRANAS,CONFITES,GOLOSINAS P/DECORAR","GRANAS, CONFITES, GOLOCINAS P/DECORACIÓN / CONFITES Y MICROGALLETITAS - ID 1185",COD. 38069-1,https://curlomayorista.com.ar/imagenesproductos/1185a.jpg
1184,MINI LENTEJAS COLORES SURTIDOS DE CHOCOLATE X KG,PALMESANO,,16437.76,"16.437,76",109,"D) GRANAS,CONFITES,GOLOSINAS P/DECORAR","GRANAS, CONFITES, GOLOCINAS P/DECORACIÓN / CONFITES Y MICROGALLETITAS - ID 1184",COD 4041,https://curlomayorista.com.ar/imagenesproductos/1184a.jpg | https://curlomayorista.com.ar/imagenesproductos/1184b.jpg
1951,MINI MERENGUITOS BLANCO X 12 PAQ,GARCITAS,,21157.09,"21.157,09",92,"D) GRANAS,CONFITES,GOLOSINAS P/DECORAR","GRANAS, CONFITES, GOLOCINAS P/DECORACIÓN / GOLOSINAS - ID 1951",,
2901,MINI MERENGUITOS BLANCO X CAJA X 24 PAQ,GARCITAS,,35260.01,"35.260,01",46,"D) GRANAS,CONFITES,GOLOSINAS P/DECORAR","GRANAS, CONFITES, GOLOCINAS P/DECORACIÓN / GOLOSINAS - ID 2901",,
1952,MINI MERENGUITOS COLOR X 12 PAQ,GARCITAS,,19020.23,"19.020,23",0,"D) GRANAS,CONFITES,GOLOSINAS P/DECORAR","GRANAS, CONFITES, GOLOCINAS P/DECORACIÓN / GOLOSINAS - ID 1952",,
2764,MINI OREO X 150 GR (3 U X 50 GRS),MONDELEZ,,3846.53,"3.846,53",0,"D) GRANAS,CONFITES,GOLOSINAS P/DECORAR","GRANAS, CONFITES, GOLOCINAS P/DECORACIÓN / GOLOSINAS - ID 2764",,
2924,OREO SIN GLUTEN X 95 GR,MONDELEZ,,3301.01,"3.301,01",37,"D) GRANAS,CONFITES,GOLOSINAS P/DECORAR","GRANAS, CONFITES, GOLOCINAS P/DECORACIÓN / GOLOSINAS - ID 2924",,
