codigo_zona,nombre,zone_type,description,color,dia_visita,codigo_ruta,vendedor_codigo,n_clientes_excel,n_pts_geo,geometry_wkt,is_mock
194,Zona 194 (V19 - Jueves),sales,"Ruta ERP zona 194: vendedor 19, visita Jueves.",#F39C12,jueves,19,19,210,207,"MULTIPOLYGON (((-64.21281161453257 -31.48478487648879, -64.21348751384261 -31.484774407808597, -64.35899581384261 -31.465989207808597, -64.35920455672483 -31.465954736769326, -64.50282945672484 -31.437000736769328, -64.50342105862954 -31.43681617606653, -64.50396211633293 -31.436513997264736, -64.50442954137183 -31.436107095188472, -64.50480338739719 -31.435612833500713, -64.51553778739718 -31.417870333500712, -64.51580173100285 -31.41731085960634, -64.51594531278637 -31.41670914411135, -64.51596242769392 -31.416090771775774, -64.51585234800483 -31.415482035603432, -64.51561975427403 -31.41490881887142, -63.95167285427404 -30.354439718871422, -63.9513332679696 -30.353933164681496, -63.95089825760658 -30.353505751544642, -63.95038579955349 -30.353175141881586, -63.94981707062721 -30.352954997806247, -63.949215572982254 -30.352854416552525, -63.94860616290766 -30.352877554540214, -63.94801402366572 -30.353023455615098, -63.947463624818845 -30.353286090561063, -63.9469777110493 -30.353654606251446, -63.94657636225801 -30.354113774143634, -63.946276163782656 -30.354644619583368, -63.94608952102522 -30.355225205913374, -63.94602414681114 -30.355831540983797, -63.94049338014414 -31.345868240983794, -63.94056088334344 -31.34651803795992, -63.940767447489264 -31.347137815376225, -63.941103277016225 -31.347698182506704, -63.94155244641082 -31.34817256594556, -64.08204577974482 -31.46737423261256, -64.08250288241801 -31.46769403781481, -64.08301129405727 -31.467923680638094, -64.08355343388861 -31.46805522007897, -64.16847376722161 -31.48044855341197, -64.16861521453258 -31.48046577648879, -64.21281161453257 -31.48478487648879)))",false
195,Zona 195 (V19 - Viernes),sales,"Ruta ERP zona 195: vendedor 19, visita Viernes.",#F39C12,viernes,19,19,275,267,"MULTIPOLYGON (((-64.20036553191147 -31.502397043905102, -64.20114880001142 -31.5025011, -64089910 -31.258513, -64089910.00058527 -31.25845535584121, -64089910.00114805 -31.258284638597534, -64089910.00166671 -31.258007408836907, -64089910.00212132 -31.25763432034356, -64089910.00249441 -31.25717971069906, -64089910.00277164 -31.256661050297097, -64089910.00294235 -31.25609827096605, -64089910.003 -31.255513, -64089910.00294235 -31.254927729033952, -64089910.00277164 -31.254364949702904, -64089910.00249441 -31.25384628930094, -64089910.00212132 -31.253391679656442, -64089910.00166671 -31.253018591163094, -64089910.00114805 -31.252741361402467, -64089910.00058527 -31.25257064415879, -64089910 -31.252513, -64.30435900146306 0.0029688264919996, -64.30179699791451 0.0029688247109993, -64.30121599657997 0.0029120262035805, -64.30065699517371 0.0027437821874406, -64.30014116050887 0.0024704632899441, -64.29968802487261 0.0021024188411153, -64.29931474642808 0.0016535849920926, -64.2990354595138 0.0011409570171589, -64.29886073944115 0.000583945780842, -64.29879720205597 3.6427377199859667e-6, -63.93508353538897 -31.33627851530628, -63.93514153913374 -31.336901420817302, -63.93532747030002 -31.33749875264424, -63.93563324344979 -31.338044535101773, -63.93604556167376 -31.338515034190248, -63.946073895007764 -31.34779670085725, -63.94608152045459 -31.347803734107178, -64.07616985378758 -31.467373734107177, -64.07662499538617 -31.46771830383355, -64.07713716653177 -31.467970420649173, -64.08712106653178 -31.471752820649176, -64.08740063191148 -31.471843343905103, -64.20036553191147 -31.502397043905102)))",false
196,Zona 196 (V19 - Sábado),sales,"Ruta ERP zona 196: vendedor 19, visita Sábado.",#F39C12,sabado,19,19,309,301,"MULTIPOLYGON (((-64.1912561369047 -31.508037637825026, -64.19171955992991 -31.508150419884696, -64.19219500000365 -31.508188333333, -64098186 -31.4302583, -64105420.00000001 -31.407018399999988, -64105420.00058528 -31.406960754660208, -64105420.00114805 -31.406790036815522, -64105420.00166671 -31.406512807025955, -64105420.00212132 -31.406139719026474, -64105420.00249441 -31.40568511031188, -64105420.00277164 -31.405166451157527, -64105420.00294235 -31.404603673249618, -64105420.003 -31.404018403725292, -64105420.00294235 -31.403433134057806, -64105420.00277164 -31.40287035572592, -64105420.00249441 -31.402351695883063, -64105420.00212133 -31.4018970862419, -64105420.00166672 -31.401523997113383, -64105420.00114806 -31.40124676603571, -64105420.00058529 -31.401076046793357, -64105420.000000015 -31.401018400000037, -64086709.000000015 -31.310268333333035, -63.94944776263492 -30.350689780701, -63.94889353742244 -30.350741419382633, -63.94835839185102 -30.350894557741547, -63.94786074873147 -30.351143923868253, -63.94741773982296 -30.351480933136024, -63.94704461605859 -30.35189398373347, -63.94675422251996 -30.352368856066104, -63.94655655623498 -30.352889202277165, -63.94645842202233 -30.35343710903556, -63.946463198230134 -30.353993714216475, -64.05067043564014 -31.377287266848477, -64.05077046399074 -31.377807622124195, -64.07681379732374 -31.468944288791192, -64.07702795344305 -31.469487139803867, -64.0773431537897 -31.46997825975548, -64.07774747153053 -31.47039906520917, -64.0782256077285 -31.470733633351077, -64.0787594702377 -31.470969304492026, -64.1912561369047 -31.508037637825026)))",false
201,Zona 201 (V20 - Lunes),sales,"Ruta ERP zona 201: vendedor 20, visita Lunes.",#1F618D,lunes,20,20,10,10,"MULTIPOLYGON (((-64.15213738190447 -31.408069957819016, -64.15269942262853 -31.40839602756568, -64.1533184889579 -31.408593431048494, -64.15396553902903 -31.408652907603884, -64.15461021819495 -31.408571667046168, -64.17120521819494 -31.40461833371317, -64.1717524382322 -31.404430631289493, -64.17225345586124 -31.40414138519285, -64.17268963979689 -31.40376135158471, -64.1730447697171 -31.40330466273132, -64.3149237697171 -31.179188662731317, -64.31519201156183 -31.178653170792824, -64.3153485361718 -31.178075065828367, -64.31538710507948 -31.177477388873132, -64.3153061810769 -31.17688396102641, -64.31510898948284 -31.176318434034407, -64.314803389594 -31.175803347622818, -64.31440156144384 -31.175359231150264, -64.3139195203533 -31.175003785387194, -64.31337647862189 -31.17475117703142, -64.3127940797995 -31.174611474078155, -64.31219553605797 -31.17459024454854, -64.31160470304333 -31.17468833456978, -64.31104512908179 -31.17490183465178, -64.31053911663419 -31.175222235504354, -64.31010683340592 -31.175636767184717, -64.13434450007293 -31.381631100517716, -64.13419356636189 -31.381823333929788, -64.13169189969489 -31.38529160059679, -64.13138174013646 -31.385832299657782, -64.13119001455162 -31.386425423360194, -64.13112500025423 -31.387045364944033, -64.13112333358723 -31.39109376494403, -64.13117562768937 -31.39165270192627, -64.13133113905297 -31.39219211034206, -64.13158442227099 -31.392693102192997, -64.13192660834383 -31.39313813468034, -64.13234571523746 -31.393511624486017, -64.15213738190447 -31.408069957819016)))",false
202,Zona 202 (V20 - Martes),sales,"Ruta ERP zona 202: vendedor 20, visita Martes.",#1F618D,martes,20,20,15,15,"MULTIPOLYGON (((-64.14242463211912 -31.483719922558628, -64.14299849622388 -31.48381741680957, -64.14358038560701 -31.483802254833446, -64.14414839374054 -31.48367500743678, -64.14468113668723 -31.483440465132563, -64.1451585581467 -31.483107457790688, -64.14556268451977 -31.48268852221772, -64.14587830156479 -31.48219943018078, -64.14609352717184 -31.481658594644056, -64.15062347519884 -31.465997891446058, -64.15070649317435 -31.46562200369151, -64.15569997848036 -31.433275806889508, -64.15573224810322 -31.432687320615663, -64.15564884198811 -31.432103881807365, -64.15545297921652 -31.4315480084425, -64.15515221916482 -31.431041154603243, -64.1547581697482 -31.430602882449982, -64.15428603940998 -31.430250107214462, -64.15375405014767 -31.429996444351882, -64.15318273423009 -31.42985168404871, -64.09507763423008 -31.421083584048713, -64.09447205568902 -31.421054160619356, -64.09387292813955 -31.421147097625113, -64.08777626147256 -31.422737097625113, -64.08719357211335 -31.422955779466154, -64.08666854438552 -31.42328998676997, -64.08622377481956 -31.423725335676163, -64.08587840573605 -31.42424308931747, -64.08564730138431 -31.424820964230864, -64.08554040820384 -31.425434089409677, -64.08285540820384 -31.464460756076676, -64.08286896707394 -31.465017916854652, -64.08298535114841 -31.465562955131, -64.08320054372868 -31.46607706030397, -64.08350711799335 -31.46654248934874, -64.08389449331598 -31.466943179172535, -64.08434930042833 -31.467265300991155, -64.08485584282643 -31.467497737594115, -64.09201084282643 -31.470006070927116, -64.09221629878512 -31.47006992255863, -64.14242463211912 -31.483719922558628)))",false
203,Zona 203 (V20 - Miércoles),sales,"Ruta ERP zona 203: vendedor 20, visita Miércoles.",#1F618D,miercoles,20,20,12,12,"MULTIPOLYGON (((-64.35381991267354 -31.467595800135683, -64.35431035512556 -31.467595318888733, -64.35912755763556 -31.467195477452734, -64.35973349361429 -31.46708161120028, -64.46008519110428 -31.437278452636278, -64.46063538468209 -31.43705363461532, -64.4611304591319 -31.436724761684307, -64.46155098244515 -31.43630474232925, -64.46188044879602 -31.435810062595237, -64.4621059264064 -31.435260138997975, -64.46221856512685 -31.434676556412334, -64.46221394381105 -31.434082220851355, -64.46209224384879 -31.43350046038966, -64.46185824204628 -31.432954109520686, -64.46152112313328 -31.43246461288729, -64.31123419494128 -31.254878012887293, -64.31080131907133 -31.254459943115656, -64.31029371080051 -31.25413668208163, -64.3097317965029 -31.25392123794761, -64.30913818785041 -31.253822280277767, -64.3085367719093 -31.253843791171107, -64.30795174991454 -31.253984905020072, -64.3074066634016 -31.254239943342967, -64.30692344688511 -31.254598643288507, -64.30652154520455 -31.255046570617328, -64.30621713105559 -31.255565700541965, -64.30602245419392 -31.256135143052028, -64.30594534849976 -31.256731983537136, -64.30028504483477 -31.458766798898136, -64.30032629069959 -31.459353543584058, -64.30048122930756 -31.4599209628079, -64.300743904637 -31.460447244309687, -64.301830236494 -31.46217562894869, -64.3021687902542 -31.46261728614419, -64.30258309201095 -31.462988815121857, -64.30305888611369 -31.463277431993653, -64.30357980103044 -31.463473205782464, -64.30412791267354 -31.463569400135686, -64.35381991267354 -31.467595800135683)))",false
204,Zona 204 (V20 - Jueves),sales,"Ruta ERP zona 204: vendedor 20, visita Jueves.",#1F618D,jueves,20,20,14,12,"MULTIPOLYGON (((-64.20933520753553 -31.476636235138137, -64.20925839130297 -31.477222618850703, -64.20929809931458 -31.477812678056008, -64.20945278848798 -31.478383482621147, -64.20971644748857 -31.478912850662642, -64.21007883033448 -31.47938021055067, -64.2105258545629 -31.479767400337668, -64.2110401484849 -31.480059373544925, -64.21160172626195 -31.48024478387975, -64.21218876457034 -31.480316426160734, -64.21277845067145 -31.48027151631636, -64.21334786893145 -31.48011179957608, -64.2138748913397 -31.479843482649397, -64.21433903741942 -31.479476992528614, -64.21472227011398 -31.47902657128825, -64.21500969672017 -31.478509722627614, -64.32093935364017 -31.233983702418612, -64.32112322705193 -31.233404342523247, -64.32118654450333 -31.23279981111773, -64.32139688758333 -31.15969093132673, -64.32134196651207 -31.15911082538159, -64.32117593814961 -31.1585522792201, -64.32090506617848 -31.15803636487943, -64.3205395696721 -31.15758254604389, -64.32009323756418 -31.157207943746677, -64.31958290843922 -31.156926690451805, -64.31902783527046 -31.156749396884575, -64.31844895907093 -31.156682751725153, -64.31786811886063 -31.156729269267576, -64.31730722775497 -31.15688719456399, -64.31678744625785 -31.15715056963286, -64.31632838394817 -31.15750945823325, -64.29260588394818 -31.18009295823325, -64.2921991031309 -31.18057083527772, -64.29190064050782 -31.181122883432838, -64.26215854050781 -31.253304383432837, -64.26204539485622 -31.253631347372206, -64.25787909485622 -31.268372047372207, -64.25784430753554 -31.268507035138136, -64.20933520753553 -31.476636235138137)))",false
205,Zona 205 (V20 - Viernes),sales,"Ruta ERP zona 205: vendedor 20, visita Viernes.",#1F618D,viernes,20,20,17,15,"MULTIPOLYGON (((-64.2667073762674 -31.38512151284043, -64.26668481335892 -31.38572445255613, -64.26678335567502 -31.386319712833274, -64.26699901722954 -31.386883215698845, -64.26732307462318 -31.38739216775085, -64.26774241990049 -31.387825982139727, -64.26824009076003 -31.388167111295864, -64.2687959566707 -31.3884017567198, -64.26938753314138 -31.388520427124444, -64.26999089120716 -31.38851832235277, -64.27058162534362 -31.388395527541707, -64.34179352534363 -31.36592312754171, -64.34229081398871 -31.3657154396836, -64.34274292091757 -31.36542213170929, -64.34313525662743 -31.365052668675023, -64.34345516043435 -31.364618973162884, -64.34720926043434 -31.35843487316288, -64.34744794927713 -31.357946909679114, -64.34759473197307 -31.357423903402548, -64.34764479599505 -31.35688300200778, -64.34759649990662 -31.356341939892122, -64.34745142717941 -31.355818456722403, -64.34721433427629 -31.35532971580899, -64.34031313427629 -31.343877215808988, -64.34000987024254 -31.343459889139325, -64.29493237024255 -31.291489989139325, -64.29448990834261 -31.29107374216464, -64.29397266339512 -31.290755164480046, -64.29340184440137 -31.290547318976845, -64.29280085710141 -31.290458728107634, -64.29219434425005 -31.29049302443349, -64.29160717517067 -31.290648801675193, -64.2910634260187 -31.290919672376006, -64.28020502601869 -31.297781772376005, -64.27971499037032 -31.29816824972009, -64.2793155224685 -31.298647754745684, -64.27902391038184 -31.29919953555821, -64.27885277442286 -31.29979971233026, -64.27749077442286 -31.30756791233026, -64.27747427626741 -31.30767291284043, -64.2667073762674 -31.38512151284043)))",false
206,Zona 206 (V20 - Sábado),sales,"Ruta ERP zona 206: vendedor 20, visita Sábado.",#1F618D,sabado,20,20,10,9,"MULTIPOLYGON (((-64.23775051117498 -31.408450119011984, -64.23840874467255 -31.408691386448172, -64.23910500000153 -31.4087733, -64112199 -31.3760363, -64112199.00058527 -31.37597865584121, -64112199.00114805 -31.375807938597532, -64112199.00166671 -31.375530708836905, -64112199.00212132 -31.375157620343558, -64112199.00249441 -31.374703010699058, -64112199.00277164 -31.374184350297096, -64112199.00294235 -31.373621570966048, -64112199.003 -31.3730363, -64112199.00294235 -31.37245102903395, -64112199.00277164 -31.371888249702902, -64112199.00249441 -31.37136958930094, -64112199.00212132 -31.37091497965644, -64112199.00166671 -31.370541891163093, -64112199.00114805 -31.370264661402466, -64112199.00058527 -31.37009394415879, -64112199 -31.3700363, -64.19098945000057 -31.3578087, -64.19041912793654 -31.357863410074724, -64.18986960744768 -31.358025544837595, -64.18936093140539 -31.358289190685273, -64.18891165294588 -31.358644731561718, -64.18853815877459 -31.359079199688296, -64.18825407148755 -31.359576748542523, -64.18806975270925 -31.36011923083437, -64.18799192516913 -31.360686860399316, -64.18802342750088 -31.36125893386671, -64.18906317750087 -31.36810853386671, -64.18912493689187 -31.368410134954523, -64.19338313689188 -31.384859134954525, -64.19360670618676 -31.385454103875716, -64.19395060028408 -31.385988620570146, -64.19439938325858 -31.38643869288498, -64.19493291117499 -31.386784119011985, -64.23775051117498 -31.408450119011984)))",false
211,Zona 211 (V21 - Lunes),sales,"Ruta ERP zona 211: vendedor 21, visita Lunes.",#E74C3C,lunes,21,21,18,16,"MULTIPOLYGON (((-64.16632946910153 -31.395416724762534, -64.16653970000114 -31.3954241, -64102917 -31.3709986, -64102917.00058527 -31.37094095584121, -64102917.00114805 -31.370770238597533, -64102917.00166671 -31.370493008836906, -64102917.00212132 -31.37011992034356, -64102917.00249441 -31.36966531069906, -64102917.00277164 -31.369146650297097, -64102917.00294235 -31.36858387096605, -64102917.003 -31.3679986, -64102917.00294235 -31.36741332903395, -64102917.00277164 -31.366850549702903, -64102917.00249441 -31.36633188930094, -64102917.00212132 -31.36587727965644, -64102917.00166671 -31.365504191163094, -64102917.00114805 -31.365226961402467, -64102917.00058527 -31.36505624415879, -64102917 -31.3649986, -64.1147915800004 -31.35640084, -64.1144220273468 -31.356423688536516, -64.0552245007148 -31.363771854492516, -64.05461646221211 -31.363912755696955, -64.05405073863074 -31.364176423669317, -64.05355181725118 -31.36455144557159, -64.05314129382823 -31.36502158862364, -64.05052890712723 -31.368730916000644, -64.05026525166046 -31.36918511319795, -64.05008484202916 -31.369678328834492, -64.04999320697269 -31.370195448081493, -64.0498165403057 -31.37220378141549, -64.049815889206 -31.372722042196656, -64.0499044446842 -31.373232681588508, -64.0531247446842 -31.38542651492151, -64.05334420531815 -31.386006505686083, -64.0536782238422 -31.38652898428129, -64.05411252830328 -31.386971626226806, -64.05462856172802 -31.38731551830494, -64.0552042750255 -31.387545966685174, -64.05581506910153 -31.387653124762533, -64.16632946910153 -31.395416724762534)))",false
212,Zona 212 (V21 - Martes),sales,"Ruta ERP zona 212: vendedor 21, visita Martes.",#E74C3C,martes,21,21,13,13,"MULTIPOLYGON (((-64.13163478663296 -31.444882127606057, -64.13220695983938 -31.444987501182414, -64.13278871244982 -31.444980453561282, -64.13335816502214 -31.444861249800383, -64.1338939007128 -31.444634373097117, -64.14954123404581 -31.436132739764115, -64.15009632051121 -31.4357440444742, -64.15055000836105 -31.43524068342347, -64.15087914918033 -31.434648339491652, -64.17478144918032 -31.37715383949165, -64.17495087292608 -31.37660129182289, -64.1750112014999 -31.376026510303475, -64.17496019595202 -31.375450826565675, -64.17479974923057 -31.374895605725424, -64.17453581592929 -31.374381453467468, -64.17417819129726 -31.37392745131501, -64.17374014771165 -31.373550448464893, -64.17323794210556 -31.373264436470244, -64.17269021263094 -31.373080029977643, -64.17211728694855 -31.3730040727901, -64.17154042781573 -31.373039383875753, -64.17098104397039 -31.373184652748673, -64.17045989559716 -31.37343448810439, -64.16999632386323 -31.373779617905168, -64.11339669053024 -31.42509241790517, -64.11300665458555 -31.425521702231073, -64.11270651614076 -31.426018018646865, -64.11250749413986 -31.426562815227054, -64.11241702787203 -31.42713572789492, -64.11243849889668 -31.427715341616054, -64.11257110464345 -31.42827999087581, -64.11392253797645 -31.432258090875813, -64.11410852258507 -31.43269067602589, -64.11435990423813 -31.433088831085144, -64.12025970423812 -31.44098443108514, -64.12070180254905 -31.44145896359436, -64.12123555645773 -31.44182739104148, -64.12183601996595 -31.442072494273056, -64.13163478663296 -31.444882127606057)))",false
213,Zona 213 (V21 - Miércoles),sales,"Ruta ERP zona 213: vendedor 21, visita Miércoles.",#E74C3C,miercoles,21,21,20,18,"MULTIPOLYGON (((-64.20174007654852 -31.485800657525772, -64.20201586692963 -31.486299527525677, -64.2023810399702 -31.486737226350836, -64.20282241164088 -31.487097951536317, -64.2033240468741 -31.48736867963593, -64.20386783487601 -31.48753963641439, -64.20443414298977 -31.48760464973153, -64.2050025255034 -31.48756137237826, -64.2453025921704 -31.48059617237826, -64.24583831615271 -31.480451498684694, -64.24633822952727 -31.480210630918517, -64.24678522799886 -31.479881810254266, -64.24716401773019 -31.479476287132506, -64.24746163861313 -31.47900793633143, -64.24766790769263 -31.478492782247994, -64.24777576757151 -31.4779484506309, -64.25243310090451 -31.4328911506309, -64.2524452243098 -31.43243223443792, -64.2523871857799 -31.43197684166439, -64.2467415191129 -31.404597474997388, -64.24656663003728 -31.40403534732105, -64.24628533140616 -31.403518196672398, -64.24590845552073 -31.403065937587066, -64.24545051518938 -31.402695985744, -64.24492914486552 -31.402422587319197, -64.24436442157686 -31.402256270391252, -64.24377809179529 -31.402203439524083, -64.24319273401966 -31.402266129138777, -64.24263088931863 -31.402441925171726, -64.20045465598562 -31.420349191838728, -64.19997901685353 -31.420603844738245, -64.19955668051792 -31.42093957186379, -64.19920130630645 -31.42134551502858, -64.19892438783783 -31.421808545097743, -64.19873488129174 -31.422313686614746, -64.19118128129175 -31.449727786614744, -64.19114268392423 -31.449884139987244, -64.18967378392422 -31.456604939987244, -64.18960466995897 -31.45722501222521, -64.18966530840802 -31.457845970596583, -64.18985307654852 -31.45844095752577, -64.20174007654852 -31.485800657525772)))",false
214,Zona 214 (V21 - Jueves),sales,"Ruta ERP zona 214: vendedor 21, visita Jueves.",#E74C3C,jueves,21,21,17,15,"MULTIPOLYGON (((-64.1814031200331 -31.42705378577294, -64.18191046921046 -31.427051037112232, -64.18241009980628 -31.426962832743662, -64.21007449980628 -31.419621299410665, -64.21060759610234 -31.419424118034588, -64.21109393322827 -31.41912992701522, -64.21151605318587 -31.418749286899985, -64.21185880317464 -31.41829586149141, -64.21210987953035 -31.417785927358857, -64.21226026938861 -31.41723778956006, -64.21230457421879 -31.416671124546173, -64.21224120361455 -31.416106273838057, -64.21207243238453 -31.41556351382861, -64.20812743238453 -31.40613684716161, -64.20787520772132 -31.405659845536775, -64.20754161669454 -31.40523574076472, -64.20713745089351 -31.404878252532605, -64.19851098089352 -31.398533722532605, -64.19801200832939 -31.398236525792523, -64.19746512130642 -31.39804104150623, -64.1968908159059 -31.397954595979986, -64.1903422859059 -31.397610792646983, -64.18980177335429 -31.397631244455276, -64.1892737187385 -31.39774842132021, -64.1887752880636 -31.397958514055016, -64.18832268431917 -31.398254692962865, -64.17699378431918 -31.407225026295865, -64.1765867955155 -31.407614792784475, -64.17625987730563 -31.408073794185345, -64.1760245647371 -31.408585835001148, -64.17588916062572 -31.409132848281217, -64.17377876062571 -31.42323034828122, -64.17375047388829 -31.423843676061374, -64.17384764422846 -31.42444991778743, -64.17406620160061 -31.42502368061343, -64.17439699158093 -31.425540932094183, -64.1748261588067 -31.42598000680052, -64.17533572731753 -31.426322513790506, -64.17590435349067 -31.426554106926517, -64.1765082200331 -31.426665085772942, -64.1814031200331 -31.42705378577294)))",false
215,Zona 215 (V21 - Viernes),sales,"Ruta ERP zona 215: vendedor 21, visita Viernes.",#E74C3C,viernes,21,21,15,14,"MULTIPOLYGON (((-64.20692731517997 -31.364019037563473, -64.20749048297391 -31.36398017782404, -64.20803640080727 -31.363836505409544, -64.20854573906144 -31.36359310740968, -64.20900046331137 -31.36325860195383, -64.20938447288077 -31.362844833064116, -64.20968417092759 -31.36236645128749, -64.20988894587516 -31.361840394955593, -64.20999154714215 -31.361285290439767, -64.209988341868 -31.360720792636673, -64.20987944354366 -31.360166889036364, -64.2096687079931 -31.35964319201402, -64.17840040799311 -31.299109858681017, -64.17824511732427 -31.298843708658268, -64.16270701732427 -31.27510454199127, -64.16236256564511 -31.27467147198632, -64.16194443402905 -31.274309032280854, -64.16146684808433 -31.27402955374168, -64.06829804808433 -31.23049685374168, -64.06773673304315 -31.230299694648533, -64.06714754933175 -31.230217178967056, -64.0665536679929 -31.230252551821565, -64.06597844481469 -31.2304044220909, -64.0654445018089 -31.230666817117573, -64.0649728375469 -31.231029417596645, -64.06458200134122 -31.231477963406782, -64.06428736374991 -31.231994814423274, -64.06410051209299 -31.232559644257623, -64.06402879475378 -31.233150239640878, -64.06407503218621 -31.233743374012928, -64.06423740599392 -31.23431572096193, -64.06450953044293 -31.234844771590616, -64.14626809710992 -31.361174971590618, -64.14663002572125 -31.361630401599488, -64.14707304614389 -31.362007418466224, -64.14758050037615 -31.36229184598746, -64.14813330764201 -31.3624729894099, -64.14871068184696 -31.362544037563474, -64.20692731517997 -31.364019037563473)))",false
216,Zona 216 (V21 - Sábado),sales,"Ruta ERP zona 216: vendedor 21, visita Sábado.",#E74C3C,sabado,21,21,12,12,"MULTIPOLYGON (((-64.17294497223347 -31.400537873849164, -64.1728496856299 -31.40111780139046, -64.17286928963097 -31.40170517790779, -64.17300303188848 -31.40227746149005, -64.17324577973885 -31.40281268945187, -64.17358821718065 -31.403290321201684, -64.17401720239742 -31.40369202653368, -64.17451627210484 -31.404002389091204, -64.17506627336665 -31.40420949800451, -64.17564609863228 -31.40430540499754, -64.17623349578709 -31.404286429421084, -64.19215399578708 -31.402198529421085, -64.19265844104893 -31.402087528646927, -64.19313636951057 -31.40189164454951, -64.19357361398141 -31.401616683703597, -64.19722138064841 -31.398857683703596, -64.19762971594469 -31.3984849647031, -64.28957704927768 -31.297520964703104, -64.28992380339683 -31.29705720806308, -64.29017500187824 -31.296535472533094, -64.29032128594177 -31.295975196161052, -64.29035720555294 -31.295397252892347, -64.29028142247216 -31.294823174879372, -64.290096760113 -31.29427435026857, -64.28981009835151 -31.293771226352614, -64.28943211720608 -31.293332547775517, -64.28897689893712 -31.29297465817253, -64.2884614033912 -31.29271089126322, -64.28790483613615 -31.292551074083566, -64.28732793292858 -31.292501160864802, -64.28675218717184 -31.292563011199547, -64.28619904914669 -31.292734320759845, -64.2856891268486 -31.29300870714838, -64.1865798268486 -31.35941340714838, -64.18615841349894 -31.359754765140334, -64.1858053421118 -31.360166414366635, -64.18553215084394 -31.360634902382593, -64.18114241751094 -31.37002216904959, -64.18096153890046 -31.370518940516163, -64.17294497223347 -31.400537873849164)))",false
221,Zona 221 (V22 - Lunes),sales,"Ruta ERP zona 221: vendedor 22, visita Lunes.",#3498DB,lunes,22,22,14,12,"MULTIPOLYGON (((-64.17759703588499 -31.402383420626236, -64.17811160379838 -31.40263286493251, -64.17866415474239 -31.4027801403674, -64.17923461253977 -31.402819895880903, -64.17980225039244 -31.40275068701121, -64.18034644396117 -31.402575028367245, -64.18084742072243 -31.402299302263803, -64.18128697837587 -31.401933526828948, -64.18164914619979 -31.401490992009123, -64.18192076532532 -31.40098777669727, -64.18527096532532 -31.393052776697267, -64.18545193331171 -31.39245908908127, -64.18550686200163 -31.39184086805566, -64.18543340035924 -31.3912245744693, -64.18523469266039 -31.390636586673594, -64.17908709266038 -31.377215186673595, -64.17877692604107 -31.376687836044383, -64.17836622497563 -31.376234375293357, -64.17787207015714 -31.375873663450978, -64.17731501304623 -31.37562070220285, -64.17671822115409 -31.37548601198293, -64.16249192115409 -31.373773111982928, -64.16186813257211 -31.373763341939657, -64.16125581123359 -31.37388279999567, -64.16068143715502 -31.374126320152175, -64.16016984931248 -31.374483371308337, -64.15974317147277 -31.37493851268182, -64.15941985544465 -31.37547206154998, -64.15537155544466 -31.38405706154998, -64.15517290961775 -31.38461567725406, -64.15508800087437 -31.385202449931246, -64.15512014548274 -31.38579446208783, -64.15526808797566 -31.386368591592543, -64.15552605018503 -31.386902414754204, -64.15588395691901 -31.387375082120506, -64.15632782946719 -31.387768132792004, -64.17087132946719 -31.398278132792004, -64.17106853588498 -31.398409120626233, -64.17759703588499 -31.402383420626236)))",false
222,Zona 222 (V22 - Martes),sales,"Ruta ERP zona 222: vendedor 22, visita Martes.",#3498DB,martes,22,22,18,17,"MULTIPOLYGON (((-64.16684196373613 -31.437281546865677, -64.16734180569453 -31.43756806087327, -64.16788719961338 -31.437753742679625, -64.168458030622 -31.437831744086775, -64.16903324569522 -31.437799188296573, -64.16959163011754 -31.437657276010906, -64.17011258991086 -31.43741124114819, -64.17057691136833 -31.437070157809316, -64.18751361136832 -31.421921357809317, -64.18788723341581 -31.421519929228854, -64.18818153962192 -31.421057195831946, -64.18838669563561 -31.42054862002675, -64.18849584609252 -31.420011196062514, -64.18850534368966 -31.41946288216042, -64.18841487106127 -31.418922000432968, -64.1882274513838 -31.418406624643783, -64.1694428513838 -31.37853832464378, -64.16915416409024 -31.37805105007563, -64.16877903940585 -31.37762671727065, -64.16833084747702 -31.377280450244843, -64.16782556270363 -31.377024590603614, -64.16728119438147 -31.376868257663837, -64.16671714481723 -31.376817023424316, -64.16615351779389 -31.37687271396932, -64.16561040203435 -31.377033344383506, -64.16510715520158 -31.377293189498033, -64.16466171395537 -31.37764298794629, -64.1642899546561 -31.378070272256362, -64.16400512750155 -31.37855981321508, -64.14882279416855 -31.41145447988208, -64.14864382394592 -31.411954366107995, -64.14855578255558 -31.412477974065375, -64.14856142781171 -31.413008902224856, -64.14963809447771 -31.423822235557857, -64.14976905917474 -31.424448644428086, -64.15002990597601 -31.425033023389755, -64.15040876519781 -31.425548780614257, -64.15088839706912 -31.42597244686568, -64.16684196373613 -31.437281546865677)))",false
