product_code,nombre_almaro,nombre_gev,en_gonzales,umv_tipo_actual,umv_tipo_propuesto,unidad_minima_de_venta_actual,unidad_minima_de_venta_propuesta,unidades_por_display_actual,unidades_por_display_propuesto,displays_por_bulto_actual,displays_por_bulto_propuesto,unidades_por_bulto_actual,unidades_por_bulto_propuesto,patron,factor_a,factor_b,contenido,match_nombre,regla,fuente,confianza,accion,notas
6401,EUCALIPTUS GOMA MISKY 6 X 1,EUCALIPTUS GOMA MISKY 6 X 1,false,unidad,unidad,unidades,UNIDAD,,,,,1,6,2_factores,6,,1,6X1,2f_default_unidad,nombre_almaro_2f_unidad,alta,cargar_packing_desde_nombre,
6561,GALL. SONRISAS PICARAS 35X84G,GALL. SONRISAS PICARAS 35X84G,false,unidad,unidad,unidades,UNIDAD,,,,,1,35,2_factores,35,,84G,35X84G,2f_default_unidad,nombre_almaro_2f_unidad,alta,cargar_packing_desde_nombre,
6601,H.DE MAIZ PRESTOPRONTA 24X 750 G,H.DE MAIZ PRESTOPRONTA 24X 750 G,false,unidad,unidad,unidades,UNIDAD,,,,,1,24,2_factores,24,,750G,24X750G,2f_default_unidad,nombre_almaro_2f_unidad,alta,cargar_packing_desde_nombre,
6604,PRESTOPRONTA FORTIFICADA 30X400 GRS,PRESTOPRONTA FORTIFICADA 30X400 GRS,false,unidad,unidad,unidades,UNIDAD,,,,,1,30,2_factores,30,,400GRS,30X400GRS,2f_default_unidad,nombre_almaro_2f_unidad,alta,cargar_packing_desde_nombre,
6611,CHOCO FLIAR AGUILA 6X15X150 GRS,CHOCO FLIAR AGUILA 6X15X150 GRS,false,unidad,unidad,unidades,UNIDAD,,15,,6,1,90,3_factores,6,15,150GRS,6X15X150GRS,3f_peso_ge_50g_unidad,nombre_almaro_3f_unidad,alta,cargar_packing_desde_nombre,
6630,DULCE DE BATATA NOEL.2X5KG,DULCE DE BATATA NOEL.2X5KG,false,unidad,unidad,unidades,UNIDAD,,,,,1,2,2_factores,2,,5KG,2X5KG,2f_default_unidad,nombre_almaro_2f_unidad,alta,cargar_packing_desde_nombre,
6672,GALL CER. MIX AVE/PAS. 25X230 G,GALL CER. MIX AVE/PAS. 25X230 G,false,unidad,unidad,unidades,UNIDAD,,,,,1,25,2_factores,25,,230G,25X230G,2f_default_unidad,nombre_almaro_2f_unidad,alta,cargar_packing_desde_nombre,
6673,GALL. CER.MIX SEM/CHIP 25X230 G,GALL. CER.MIX SEM/CHIP 25X230 G,false,unidad,unidad,unidades,UNIDAD,,,,,1,25,2_factores,25,,230G,25X230G,2f_default_unidad,nombre_almaro_2f_unidad,alta,cargar_packing_desde_nombre,
6691,GALL. HOGAREÑAS SALVADO 30X200G,GALL. HOGAREÑAS SALVADO 30X200G,false,unidad,unidad,unidades,UNIDAD,,,,,1,30,2_factores,30,,200G,30X200G,2f_default_unidad,nombre_almaro_2f_unidad,alta,cargar_packing_desde_nombre,
6692,GALL. HOGAREÑAS SALVADO 10X3X176G,GALL. HOGAREÑAS SALVADO 10X3X176G,false,unidad,display,unidades,DISPLAY,,3,,10,1,10,3_factores,10,3,176G,10X3X176G,3f_pack_interno_3_display,nombre_almaro_3f_display,alta,cargar_packing_desde_nombre,
6710,DULCE DE MEMBRILLO NOEL.2X5KG,DULCE DE MEMBRILLO NOEL.2X5KG,false,unidad,unidad,unidades,UNIDAD,,,,,1,2,2_factores,2,,5KG,2X5KG,2f_default_unidad,nombre_almaro_2f_unidad,alta,cargar_packing_desde_nombre,
6718,B.TOFF COLLECT 16X190G,B.TOFF COLLECT 16X190G,false,unidad,unidad,unidades,UNIDAD,,,,,1,16,2_factores,16,,190G,16X190G,2f_default_unidad,nombre_almaro_2f_unidad,alta,cargar_packing_desde_nombre,
6740,MAYO.GIRAS.BC. 8X1000CC(965G),MAYO.GIRAS.BC. 8X1000CC(965G),false,unidad,unidad,unidades,UNIDAD,,,,,1,8,2_factores,8,,1000CC,8X1000CC,2f_default_unidad,nombre_almaro_2f_unidad,alta,cargar_packing_desde_nombre,
6741,MAYO.GIRAS.BC. 12X 500CC(482G),MAYO.GIRAS.BC. 12X 500CC(482G),false,unidad,unidad,unidades,UNIDAD,,,,,1,12,2_factores,12,,500CC,12X500CC,2f_default_unidad,nombre_almaro_2f_unidad,alta,cargar_packing_desde_nombre,
6742,MAYO.GIRAS.BC. 12X 250CC(241G),MAYO.GIRAS.BC. 12X 250CC(241G),false,unidad,unidad,unidades,UNIDAD,,,,,1,12,2_factores,12,,250CC,12X250CC,2f_default_unidad,nombre_almaro_2f_unidad,alta,cargar_packing_desde_nombre,
6743,MAYO.GIRAS.BC. 2X20X125CC(121G),MAYO.GIRAS.BC. 2X20X125CC(121G),false,unidad,unidad,unidades,UNIDAD,,,,,1,20,2_factores,20,,125CC,20X125CC,2f_default_unidad,nombre_almaro_2f_unidad,alta,cargar_packing_desde_nombre,
6747,BATATA CON CHOCOLATE LATA X5KG,DULCE BAT C/CHOCO ARCOR 2X5KG,true,unidad,unidad,UNIDAD,UNIDAD,,,,,1,2,2_factores,2,,5KG,2X5KG,2f_default_unidad,nombre_gev_2f_unidad,alta,cargar_packing_desde_nombre,
6805,GALL. SURTIDO DIVERSION 21X400G,GALL. SURTIDO DIVERSION 21X400G,false,unidad,unidad,unidades,UNIDAD,,,,,1,21,2_factores,21,,400G,21X400G,2f_default_unidad,nombre_almaro_2f_unidad,alta,cargar_packing_desde_nombre,
6815,BATATA VAINILLA LATA  X5KG,DULCE DE BATATA ARCOR 2X5KG,true,unidad,unidad,UNIDAD,UNIDAD,,,,,1,2,2_factores,2,,5KG,2X5KG,2f_default_unidad,nombre_gev_2f_unidad,alta,cargar_packing_desde_nombre,
701562,Edulcorante Clasico LIV 12x100,Edulcorante Clasico LIV 12x100,false,unidad,unidad,unidades,UNIDAD,,,,,1,12,2_factores,12,,100,12X100,2f_default_unidad,nombre_almaro_2f_unidad,alta,cargar_packing_desde_nombre,
701576,Edulcorante Sucralosa LIV 12x1,Edulcorante Sucralosa LIV 12x1,false,unidad,unidad,unidades,UNIDAD,,,,,1,12,2_factores,12,,1,12X1,2f_default_unidad,nombre_almaro_2f_unidad,alta,cargar_packing_desde_nombre,
702141,Té Taraguí Silvestre BOLDO 6x2,Té Taraguí Silvestre BOLDO 6x2,false,unidad,unidad,unidades,UNIDAD,,,,,1,6,2_factores,6,,2,6X2,2f_default_unidad,nombre_almaro_2f_unidad,alta,cargar_packing_desde_nombre,
702143,Té Taraguí Silvestre TILO 6x20,Té Taraguí Silvestre TILO 6x20,false,unidad,unidad,unidades,UNIDAD,,,,,1,6,2_factores,6,,20,6X20,2f_default_unidad,nombre_almaro_2f_unidad,alta,cargar_packing_desde_nombre,
7021561,YM La Merced Monte 6x1/2 Kg,YM La Merced Monte 6x1/2 Kg,false,unidad,unidad,unidades,UNIDAD,,,,,1,6,2_factores,6,,1,6X1,2f_default_unidad,nombre_almaro_2f_unidad,alta,cargar_packing_desde_nombre,
7021562,YM La Merced Barcbacua 6x1/2 K,YM La Merced Barcbacua 6x1/2 K,false,unidad,unidad,unidades,UNIDAD,,,,,1,6,2_factores,6,,1,6X1,2f_default_unidad,nombre_almaro_2f_unidad,alta,cargar_packing_desde_nombre,
7021563,YM La Merced Campo&Monte 6x1/2,YM La Merced Campo&Monte 6x1/2,false,unidad,unidad,unidades,UNIDAD,,,,,1,6,2_factores,6,,1,6X1,2f_default_unidad,nombre_almaro_2f_unidad,alta,cargar_packing_desde_nombre,
7021564,YM La Merced Campo Sur 6x1/2 K,YM La Merced Campo Sur 6x1/2 K,false,unidad,unidad,unidades,UNIDAD,,,,,1,6,2_factores,6,,1,6X1,2f_default_unidad,nombre_almaro_2f_unidad,alta,cargar_packing_desde_nombre,
7027001,Arroz María Largo Fino 10x1kg,Arroz María Largo Fino 10x1kg,false,unidad,unidad,unidades,UNIDAD,,,,,1,10,2_factores,10,,1KG,10X1KG,2f_default_unidad,nombre_almaro_2f_unidad,alta,cargar_packing_desde_nombre,
7027002,Arroz María Largo Fino 10x1/2k,Arroz María Largo Fino 10x1/2k,false,unidad,unidad,unidades,UNIDAD,,,,,1,10,2_factores,10,,1,10X1,2f_default_unidad,nombre_almaro_2f_unidad,alta,cargar_packing_desde_nombre,
70290192,Choco Krispies Pops 16x185gr,Choco Krispies Pops 16x185gr,false,unidad,unidad,unidades,UNIDAD,,,,,1,16,2_factores,16,,185GR,16X185GR,2f_default_unidad,nombre_almaro_2f_unidad,alta,cargar_packing_desde_nombre,
70290208,Froot Loops 16x195gr,Froot Loops 16x195gr,false,unidad,unidad,unidades,UNIDAD,,,,,1,16,2_factores,16,,195GR,16X195GR,2f_default_unidad,nombre_almaro_2f_unidad,alta,cargar_packing_desde_nombre,
70290511,Zucaritas 36x240gr,Zucaritas 36x240gr,false,unidad,unidad,unidades,UNIDAD,,,,,1,36,2_factores,36,,240GR,36X240GR,2f_default_unidad,nombre_almaro_2f_unidad,alta,cargar_packing_desde_nombre,
71110870,Favinco aceto balsámico 15x250,Favinco aceto balsámico 15x250,false,unidad,unidad,unidades,UNIDAD,,,,,1,15,2_factores,15,,250,15X250,2f_default_unidad,nombre_almaro_2f_unidad,alta,cargar_packing_desde_nombre,
711912138,Bialcohol alimenticio 96° 12x1,Bialcohol alimenticio 96° 12x1,false,unidad,unidad,unidades,UNIDAD,,,,,1,12,2_factores,12,,1,12X1,2f_default_unidad,nombre_almaro_2f_unidad,alta,cargar_packing_desde_nombre,
711912334,Bialcohol alimenticio 96° 15x2,Bialcohol alimenticio 96° 15x2,false,unidad,unidad,unidades,UNIDAD,,,,,1,15,2_factores,15,,2,15X2,2f_default_unidad,nombre_almaro_2f_unidad,alta,cargar_packing_desde_nombre,
711924333,Bialcohol alimenticio 96° 12x5,Bialcohol alimenticio 96° 12x5,false,unidad,unidad,unidades,UNIDAD,,,,,1,12,2_factores,12,,5,12X5,2f_default_unidad,nombre_almaro_2f_unidad,alta,cargar_packing_desde_nombre,
711927057,Casalta salsa caesar 12x285gr,Casalta salsa caesar 12x285gr,false,unidad,unidad,unidades,UNIDAD,,,,,1,12,2_factores,12,,285GR,12X285GR,2f_default_unidad,nombre_almaro_2f_unidad,alta,cargar_packing_desde_nombre,
711927058,Casalta salsa chimichurri 12x3,Casalta salsa chimichurri 12x3,false,unidad,unidad,unidades,UNIDAD,,,,,1,12,2_factores,12,,3,12X3,2f_default_unidad,nombre_almaro_2f_unidad,alta,cargar_packing_desde_nombre,
711927059,Casalta salsa bbq 12x335gr,Casalta salsa bbq 12x335gr,false,unidad,unidad,unidades,UNIDAD,,,,,1,12,2_factores,12,,335GR,12X335GR,2f_default_unidad,nombre_almaro_2f_unidad,alta,cargar_packing_desde_nombre,
711928014,Casalta  aceto reduccion 12x25,Casalta  aceto reduccion 12x25,false,unidad,unidad,unidades,UNIDAD,,,,,1,12,2_factores,12,,25,12X25,2f_default_unidad,nombre_almaro_2f_unidad,alta,cargar_packing_desde_nombre,
711928016,Favinco jugo de limon 12x500 m,Favinco jugo de limon 12x500 m,false,unidad,unidad,unidades,UNIDAD,,,,,1,12,2_factores,12,,500,12X500,2f_default_unidad,nombre_almaro_2f_unidad,alta,cargar_packing_desde_nombre,
7137,CEREAL MIX AVENA Y PASAS 25X180G,CEREAL MIX AVENA Y PASAS 25X180G,false,unidad,unidad,unidades,UNIDAD,,,,,1,25,2_factores,25,,180G,25X180G,2f_default_unidad,nombre_almaro_2f_unidad,alta,cargar_packing_desde_nombre,
7142,CEREAL MIX AVENA Y MANZANA  25X180GR,CEREAL MIX AVENA Y MANZANA  25X180GR,false,unidad,unidad,unidades,UNIDAD,,,,,1,25,2_factores,25,,180GR,25X180GR,2f_default_unidad,nombre_almaro_2f_unidad,alta,cargar_packing_desde_nombre,
7174,SALADIX PARMESANO 4X6X100G,SALADIX PARMESANO 4X6X100G,false,unidad,unidad,unidades,UNIDAD,,6,,4,1,24,3_factores,4,6,100G,4X6X100G,3f_peso_ge_50g_unidad,nombre_almaro_3f_unidad,alta,cargar_packing_desde_nombre,
7201,GALL. MANA VAINILLA 36X145G,GALL. MANA VAINILLA 36X145G,false,unidad,unidad,unidades,UNIDAD,,,,,1,36,2_factores,36,,145G,36X145G,2f_default_unidad,nombre_almaro_2f_unidad,alta,cargar_packing_desde_nombre,
7202,GALL. MANA LECHE 36X145G,GALL. MANA LECHE 36X145G,false,unidad,unidad,unidades,UNIDAD,,,,,1,36,2_factores,36,,145G,36X145G,2f_default_unidad,nombre_almaro_2f_unidad,alta,cargar_packing_desde_nombre,
7203,GALL. MANA LIMON 36X145G,GALL. MANA LIMON 36X145G,false,unidad,unidad,unidades,UNIDAD,,,,,1,36,2_factores,36,,145G,36X145G,2f_default_unidad,nombre_almaro_2f_unidad,alta,cargar_packing_desde_nombre,
7208,GALL. OFERTA MANA 12X3X131G,GALL. OFERTA MANA 12X3X131G,false,unidad,display,unidades,DISPLAY,,3,,12,1,12,3_factores,12,3,131G,12X3X131G,3f_pack_interno_3_display,nombre_almaro_3f_display,alta,cargar_packing_desde_nombre,
7305,CABALLA ACEITE Y AGUA 24 X 300 GR,CABALLA ACEITE Y AGUA 24 X 300 GR,false,unidad,unidad,unidades,UNIDAD,,,,,1,24,2_factores,24,,300GR,24X300GR,2f_default_unidad,nombre_almaro_2f_unidad,alta,cargar_packing_desde_nombre,
7308,OBLEA LECHE BOB.8X20,OBLEA LECHE BOB.8X20,false,unidad,unidad,unidades,UNIDAD,,,,,1,8,2_factores,8,,20,8X20,2f_default_unidad,nombre_almaro_2f_unidad,alta,cargar_packing_desde_nombre,
7351,MASTICABLE MOGUL 16X700 G,MASTICABLE MOGUL 16X700 G,false,unidad,unidad,unidades,UNIDAD,,,,,1,16,2_factores,16,,700G,16X700G,2f_default_unidad,nombre_almaro_2f_unidad,alta,cargar_packing_desde_nombre,
7468,TOFI RELL. LECHE 6X10X100G,TOFI RELL. LECHE 6X10X100G,false,unidad,unidad,unidades,UNIDAD,,10,,6,1,60,3_factores,6,10,100G,6X10X100G,3f_peso_ge_50g_unidad,nombre_almaro_3f_unidad,alta,cargar_packing_desde_nombre,
7568,CHOCOCHIPS 24X135 GRS,CHOCOCHIPS 24X135 GRS,false,unidad,unidad,unidades,UNIDAD,,,,,1,24,2_factores,24,,135GRS,24X135GRS,2f_default_unidad,nombre_almaro_2f_unidad,alta,cargar_packing_desde_nombre,
7880,MAYONESA BC C/ACEITE OLIVA 12X500 CC(483G),MAYONESA BC C/ACEITE OLIVA 12X500 CC(483G),false,unidad,unidad,unidades,UNIDAD,,,,,1,12,2_factores,12,,500CC,12X500CC,2f_default_unidad,nombre_almaro_2f_unidad,alta,cargar_packing_desde_nombre,
7891,MAYON.C/ACEI.OLIVA BC 12X250CC(242G),MAYON.C/ACEI.OLIVA BC 12X250CC(242G),false,unidad,unidad,unidades,UNIDAD,,,,,1,12,2_factores,12,,250CC,12X250CC,2f_default_unidad,nombre_almaro_2f_unidad,alta,cargar_packing_desde_nombre,
7917,SALSA GOLF BC D.PACK 12X 250 CC,SALSA GOLF BC D.PACK 12X 250 CC,false,unidad,unidad,unidades,UNIDAD,,,,,1,12,2_factores,12,,250CC,12X250CC,2f_default_unidad,nombre_almaro_2f_unidad,alta,cargar_packing_desde_nombre,
8721,GALL. TRAVIATA 48X101G,GALL. TRAVIATA 48X101G,false,unidad,unidad,unidades,UNIDAD,,,,,1,48,2_factores,48,,101G,48X101G,2f_default_unidad,nombre_almaro_2f_unidad,alta,cargar_packing_desde_nombre,
8821,GALL. HOGAR. SESAMO MAS SEMI.36X167G,GALL. HOGAR. SESAMO MAS SEMI.36X167G,false,unidad,unidad,unidades,UNIDAD,,,,,1,36,2_factores,36,,167G,36X167G,2f_default_unidad,nombre_almaro_2f_unidad,alta,cargar_packing_desde_nombre,
8887,CUBANITO COFLER LECH 16 x 16 g,CUBANITO COFLER LECH 16 x 16 g,false,unidad,unidad,unidades,UNIDAD,,,,,1,16,2_factores,16,,16G,16X16G,2f_default_unidad,nombre_almaro_2f_unidad,alta,cargar_packing_desde_nombre,
9301,GALL. MELLIZAS 12X3X112G,GALL. MELLIZAS 12X3X112G,false,unidad,display,unidades,DISPLAY,,3,,12,1,12,3_factores,12,3,112G,12X3X112G,3f_pack_interno_3_display,nombre_almaro_3f_display,alta,cargar_packing_desde_nombre,
9302,GALL. MELLIZAS 36X112G,GALL. MELLIZAS 36X112G,false,unidad,unidad,unidades,UNIDAD,,,,,1,36,2_factores,36,,112G,36X112G,2f_default_unidad,nombre_almaro_2f_unidad,alta,cargar_packing_desde_nombre,
9303,GALL. AMOR 12X3X112G,GALL. AMOR 12X3X112G,false,unidad,display,unidades,DISPLAY,,3,,12,1,12,3_factores,12,3,112G,12X3X112G,3f_pack_interno_3_display,nombre_almaro_3f_display,alta,cargar_packing_desde_nombre,
9304,GALL. AMOR 36X112G,GALL. AMOR 36X112G,false,unidad,unidad,unidades,UNIDAD,,,,,1,36,2_factores,36,,112G,36X112G,2f_default_unidad,nombre_almaro_2f_unidad,alta,cargar_packing_desde_nombre,
9306,GALL. RUMBA 12X3X112G,GALL. RUMBA 12X3X112G,false,unidad,display,unidades,DISPLAY,,3,,12,1,12,3_factores,12,3,112G,12X3X112G,3f_pack_interno_3_display,nombre_almaro_3f_display,alta,cargar_packing_desde_nombre,
9313,GALL. SONRISA FRAMB. 12X3X118G,GALL. SONRISA FRAMB. 12X3X118G,false,unidad,display,unidades,DISPLAY,,3,,12,1,12,3_factores,12,3,118G,12X3X118G,3f_pack_interno_3_display,nombre_almaro_3f_display,alta,cargar_packing_desde_nombre,
9326,GALL. MERENGADAS FRUT 12X3X93G,GALL. MERENGADAS FRUT 12X3X93G,false,unidad,display,unidades,DISPLAY,,3,,12,1,12,3_factores,12,3,93G,12X3X93G,3f_pack_interno_3_display,nombre_almaro_3f_display,alta,cargar_packing_desde_nombre,
9394,SER CRACKERS 30X120G,SER CRACKERS 30X120G,false,unidad,unidad,unidades,UNIDAD,,,,,1,30,2_factores,30,,120G,30X120G,2f_default_unidad,nombre_almaro_2f_unidad,alta,cargar_packing_desde_nombre,
9399,SER CRACKERS 10X3X120G,SER CRACKERS 10X3X120G,false,unidad,display,unidades,DISPLAY,,3,,10,1,10,3_factores,10,3,120G,10X3X120G,3f_pack_interno_3_display,nombre_almaro_3f_display,alta,cargar_packing_desde_nombre,
9416,GALL. SER DULCE VAINILLA 30X130G,GALL. SER DULCE VAINILLA 30X130G,false,unidad,unidad,unidades,UNIDAD,,,,,1,30,2_factores,30,,130G,30X130G,2f_default_unidad,nombre_almaro_2f_unidad,alta,cargar_packing_desde_nombre,
9469,GUSANITOS 4X1KG EN P,GUSANITOS 4X1KG EN P,false,unidad,unidad,unidades,UNIDAD,,,,,1,4,2_factores,4,,1KG,4X1KG,2f_default_unidad,nombre_almaro_2f_unidad,alta,cargar_packing_desde_nombre,
9470,RATONES 4X1KG EN POT,RATONES 4X1KG EN POT,false,unidad,unidad,unidades,UNIDAD,,,,,1,4,2_factores,4,,1KG,4X1KG,2f_default_unidad,nombre_almaro_2f_unidad,alta,cargar_packing_desde_nombre,
9472,MORAS DE 4X1KG REDIS,MORAS DE 4X1KG REDIS,false,unidad,unidad,unidades,UNIDAD,,,,,1,4,2_factores,4,,1KG,4X1KG,2f_default_unidad,nombre_almaro_2f_unidad,alta,cargar_packing_desde_nombre,
9600,GALL. SER TOSTADA 16X110G,GALL. SER TOSTADA 16X110G,false,unidad,unidad,unidades,UNIDAD,,,,,1,16,2_factores,16,,110G,16X110G,2f_default_unidad,nombre_almaro_2f_unidad,alta,cargar_packing_desde_nombre,
9626,GALL. CRIOLLITAS LACTEADAS 32X118G,GALL. CRIOLLITAS LACTEADAS 32X118G,false,unidad,unidad,unidades,UNIDAD,,,,,1,32,2_factores,32,,118G,32X118G,2f_default_unidad,nombre_almaro_2f_unidad,alta,cargar_packing_desde_nombre,
9627,GALL. CRIOLLITAS LACTEADAS 10X3X118G,GALL. CRIOLLITAS LACTEADAS 10X3X118G,false,unidad,display,unidades,DISPLAY,,3,,10,1,10,3_factores,10,3,118G,10X3X118G,3f_pack_interno_3_display,nombre_almaro_3f_display,alta,cargar_packing_desde_nombre,
9660,GALL. MELITAS 24X170G,GALL. MELITAS 24X170G,false,unidad,unidad,unidades,UNIDAD,,,,,1,24,2_factores,24,,170G,24X170G,2f_default_unidad,nombre_almaro_2f_unidad,alta,cargar_packing_desde_nombre,
9809,POROTOS ALUBIA ARCOR 24x300 GRS,POROTOS ALUBIA ARCOR 24x300 GRS,false,unidad,unidad,unidades,UNIDAD,,,,,1,24,2_factores,24,,300GRS,24X300GRS,2f_default_unidad,nombre_almaro_2f_unidad,alta,cargar_packing_desde_nombre,
9819,GARBANZOS SEC. ARCOR 24X320 GRS,GARBANZOS SEC. ARCOR 24X320 GRS,false,unidad,unidad,unidades,UNIDAD,,,,,1,24,2_factores,24,,320GRS,24X320GRS,2f_default_unidad,nombre_almaro_2f_unidad,alta,cargar_packing_desde_nombre,
9833,JARDINERA ARCOR  24X320 GRS,JARDINERA ARCOR  24X320 GRS,false,unidad,unidad,unidades,UNIDAD,,,,,1,24,2_factores,24,,320GRS,24X320GRS,2f_default_unidad,nombre_almaro_2f_unidad,alta,cargar_packing_desde_nombre,
9834,JARDINERA+CHOCLO ARCOR  24X320 G,JARDINERA+CHOCLO ARCOR  24X320 G,false,unidad,unidad,unidades,UNIDAD,,,,,1,24,2_factores,24,,320G,24X320G,2f_default_unidad,nombre_almaro_2f_unidad,alta,cargar_packing_desde_nombre,
9835,LENTEJAS SEC. REM. ARCOR 24x300 gr,LENTEJAS SEC. REM. ARCOR 24x300 gr,false,unidad,unidad,unidades,UNIDAD,,,,,1,24,2_factores,24,,300GR,24X300GR,2f_default_unidad,nombre_almaro_2f_unidad,alta,cargar_packing_desde_nombre,
9880,B.TOFF CHOKKO MINT 6X959G,B.TOFF CHOKKO MINT 6X959G,false,unidad,unidad,unidades,UNIDAD,,,,,1,6,2_factores,6,,959G,6X959G,2f_default_unidad,nombre_almaro_2f_unidad,alta,cargar_packing_desde_nombre,
9917,GALL. CRIOLLITAS TOST. SALVADO 18X200G,GALL. CRIOLLITAS TOST. SALVADO 18X200G,false,unidad,unidad,unidades,UNIDAD,,,,,1,18,2_factores,18,,200G,18X200G,2f_default_unidad,nombre_almaro_2f_unidad,alta,cargar_packing_desde_nombre,
9920,OPERA BLACK 56X60G,OPERA BLACK 56X60G,false,unidad,unidad,unidades,UNIDAD,,,,,1,56,2_factores,56,,60G,56X60G,2f_default_unidad,nombre_almaro_2f_unidad,alta,cargar_packing_desde_nombre,
9949,GALL. PORTEÑITAS 30X130G,GALL. PORTEÑITAS 30X130G,false,unidad,unidad,unidades,UNIDAD,,,,,1,30,2_factores,30,,130G,30X130G,2f_default_unidad,nombre_almaro_2f_unidad,alta,cargar_packing_desde_nombre,
9964,ALFAJOR B&N BLANCO 36X50G,ALFAJOR B&N BLANCO 36X50G,false,unidad,unidad,unidades,UNIDAD,,,,,1,36,2_factores,36,,50G,36X50G,2f_default_unidad,nombre_almaro_2f_unidad,alta,cargar_packing_desde_nombre,
9992,GALL. SER SALVADO 30X145G,GALL. SER SALVADO 30X145G,false,unidad,unidad,unidades,UNIDAD,,,,,1,30,2_factores,30,,145G,30X145G,2f_default_unidad,nombre_almaro_2f_unidad,alta,cargar_packing_desde_nombre,
9994,GALL. SALVADO BAGLEY FIB 36X214G,GALL. SALVADO BAGLEY FIB 36X214G,false,unidad,unidad,unidades,UNIDAD,,,,,1,36,2_factores,36,,214G,36X214G,2f_default_unidad,nombre_almaro_2f_unidad,alta,cargar_packing_desde_nombre,
9995,GALL. SALVADO BAGLEY FIB 12X3X214G,GALL. SALVADO BAGLEY FIB 12X3X214G,false,unidad,display,unidades,DISPLAY,,3,,12,1,12,3_factores,12,3,214G,12X3X214G,3f_pack_interno_3_display,nombre_almaro_3f_display,alta,cargar_packing_desde_nombre,
9996,GALL. SALVADO BAGLEY SIN SAL 36X214G,GALL. SALVADO BAGLEY SIN SAL 36X214G,false,unidad,unidad,unidades,UNIDAD,,,,,1,36,2_factores,36,,214G,36X214G,2f_default_unidad,nombre_almaro_2f_unidad,alta,cargar_packing_desde_nombre,
1002,CEREAL MIX PASION CHOCOLATE 6x20x26G,BARRA CEREALMIX PASI CHOC 6X20X26G,true,unidad,unidad,UNIDAD,UNIDAD,20,20,,6,120,120,3_factores,6,20,26G,6X20X26G,umv_desde_gonzales,nombre_almaro_3f_unidad,alta,completar_displays_por_bulto,
10336,AIREADO COFLER LECHE 8x20x27G,CHOC. LECH COFL AIR 8X20X27G,true,unidad,unidad,UNIDAD,UNIDAD,20,20,,8,160,160,3_factores,8,20,27G,8X20X27G,umv_desde_gonzales,nombre_almaro_3f_unidad,alta,completar_displays_por_bulto,
10337,AIREADO COFLER BLANCO 8x20x27G,CHOC. BCO COFL AIR 8X20X27 G,true,unidad,unidad,UNIDAD,UNIDAD,20,20,,8,160,160,3_factores,8,20,27G,8X20X27G,umv_desde_gonzales,nombre_almaro_3f_unidad,alta,completar_displays_por_bulto,
10338,AIREADO COFLER MIXTO 8x20x27G,CHOC. BCO/LEC COFL AIR 8X20X27 G,true,unidad,unidad,UNIDAD,UNIDAD,20,20,,8,160,160,3_factores,8,20,27G,8X20X27G,umv_desde_gonzales,nombre_almaro_3f_unidad,alta,completar_displays_por_bulto,
10340,AIREADO COFLER LECHE 8x10x55G,CHOC. LECH COFL AIR 8X10X55 G,true,unidad,unidad,UNIDAD,UNIDAD,10,10,,8,80,80,3_factores,8,10,55G,8X10X55G,umv_desde_gonzales,nombre_almaro_3f_unidad,alta,completar_displays_por_bulto,
10341,AIREADO COFLER BLANCO 8x10x55G,CHOC. BCO COFL AIR 8X10X55 G,true,unidad,unidad,UNIDAD,UNIDAD,10,10,,8,80,80,3_factores,8,10,55G,8X10X55G,umv_desde_gonzales,nombre_almaro_3f_unidad,alta,completar_displays_por_bulto,
10342,AIREADO COFLER MIXTO 8x10x55G,CHOC. BCO/LEC COFL AIR 8X10X55G,true,unidad,unidad,UNIDAD,UNIDAD,10,10,,8,80,80,3_factores,8,10,55G,8X10X55G,umv_desde_gonzales,nombre_almaro_3f_unidad,alta,completar_displays_por_bulto,
10343,AIREADO COFLER ALMENDRAS 8x10x55G,CHOC.C/ALM.COFLER AI 8X10X55G,true,unidad,unidad,UNIDAD,UNIDAD,10,10,,8,80,80,3_factores,8,10,55G,8X10X55G,umv_desde_gonzales,nombre_almaro_3f_unidad,alta,completar_displays_por_bulto,
10344,AIREADO COFLER LECHE 4x12x100G,CHOC. LECHE COFL AIR 4X12X100G,true,unidad,unidad,UNIDAD,UNIDAD,12,12,,4,48,48,3_factores,4,12,100G,4X12X100G,umv_desde_gonzales,nombre_almaro_3f_unidad,alta,completar_displays_por_bulto,
10345,AIREADO COFLER BLANCO 4x12x100G,CHOC. BCO COFL AIR 4X12X100G,true,unidad,unidad,UNIDAD,UNIDAD,12,12,,4,48,48,3_factores,4,12,100G,4X12X100G,umv_desde_gonzales,nombre_almaro_3f_unidad,alta,completar_displays_por_bulto,
10346,AIREADO COFLER MIXTO 4x12x100G,CHOC. BC/LEC COFL AIR 4X12X100G,true,unidad,unidad,UNIDAD,UNIDAD,12,12,,4,48,48,3_factores,4,12,100G,4X12X100G,umv_desde_gonzales,nombre_almaro_3f_unidad,alta,completar_displays_por_bulto,
10347,AIREADO COFLER ALMENDRAS 4x12x100G,CHOC.C/ALM.COFL AIRE 4X12X100G,true,unidad,unidad,UNIDAD,UNIDAD,12,12,,4,48,48,3_factores,4,12,100G,4X12X100G,umv_desde_gonzales,nombre_almaro_3f_unidad,alta,completar_displays_por_bulto,
