product_code,nombre_almaro,nombre_excel,um_ventas_excel,um_precio_excel,bu_un,bu_di,di_un,umv_tipo_actual,umv_tipo_propuesto,unidades_por_display_actual,unidades_por_display_propuesto,displays_por_bulto_actual,displays_por_bulto_propuesto,unidades_por_bulto_actual,unidades_por_bulto_propuesto,cantidad_minima_actual,cantidad_minima_propuesta,regla
10017,OBLEA RELL TORTUGUIT,OBLEA RELL TORTUGUIT,DI,UN,200,8,25,unidad,unidad,,25,,8,1,200,1,25,precio_UN_venta_DI
10018,OBLEA OPERA BAÑADA 8,OBLEA OPERA BAÑADA 8,DI,UN,160,8,20,unidad,unidad,,20,,8,1,160,1,20,precio_UN_venta_DI
10021,CHOCO LECHE RELL BOB,CHOCO LECHE RELL BOB,UN,UN,300,12,25,unidad,unidad,,25,,12,1,300,1,1,precio_UN
10022,CHOC LECH COFLER SUP,CHOC LECH COFLER SUP,UN,UN,60,6,10,unidad,unidad,,10,,6,1,60,1,1,precio_UN
10023,CHOC LECH COFLER SUP,CHOC LECH COFLER SUP,UN,UN,120,6,20,unidad,unidad,,20,,6,1,120,1,1,precio_UN
10024,CHOC BCO COFLER SUPR,CHOC BCO COFLER SUPR,UN,UN,60,6,10,unidad,unidad,,10,,6,1,60,1,1,precio_UN
10025,CHOC BCO COFLER SUPR,CHOC BCO COFLER SUPR,UN,UN,120,6,20,unidad,unidad,,20,,6,1,120,1,1,precio_UN
1003,BARRA CEREAL MIX PAS. CHOC 32X6X26G,BARRA CEREAL MIX PAS. CHOC 32X6X26G,DI,UN,192,32,6,unidad,unidad,,6,,32,1,192,1,6,precio_UN_venta_DI
10030,RUMBA BANANA SPLIT 3,RUMBA BANANA SPLIT 3,UN,UN,36,36,1,unidad,unidad,,,,,1,36,1,1,precio_UN
10032,SALADIX MAX JAM-80G,SALADIX MAX JAM-80G,UN,UN,24,24,1,unidad,unidad,,,,,1,24,1,1,precio_UN
10044,MAST. ZOO SALVAJE 12X498 G,MAST. ZOO SALVAJE 12X498 G,DI,UN,1812,12,151,unidad,unidad,,151,,12,12,1812,1,151,precio_UN_venta_DI
10053,CH.TOPLINE UVA 30X20,CH.TOPLINE UVA 30X20,DI,UN,600,30,20,unidad,unidad,,20,,30,30,600,1,20,precio_UN_venta_DI
10054,CH.TL7 X-POMELO 36X1,CH.TL7 X-POMELO 36X1,DI,UN,576,36,16,unidad,unidad,,16,,36,36,576,1,16,precio_UN_venta_DI
10067,CHI.GLOBO BEN 10 T.F,CHI.GLOBO BEN 10 T.F,DI,UN,2160,18,120,unidad,unidad,,120,,18,1,2160,1,120,precio_UN_venta_DI
10069,CBOY.M.VIL.FAV.FTA.1,CBOY.M.VIL.FAV.FTA.1,DI,UN,2160,18,120,unidad,unidad,,120,,18,1,2160,1,120,precio_UN_venta_DI
10070,"CHIC.GLOBO BEN 10 3,","CHIC.GLOBO BEN 10 3,",DI,UN,2160,18,120,unidad,unidad,,120,,18,1,2160,1,120,precio_UN_venta_DI
10081,MR. POP S EVOL. FRUT,MR. POP S EVOL. FRUT,DI,UN,288,12,24,unidad,unidad,,24,,12,1,288,1,24,precio_UN_venta_DI
10094,CHU.M.POP.SUP.FTAL.S,CHU.M.POP.SUP.FTAL.S,DI,UN,600,15,40,unidad,unidad,,40,,15,1,600,1,40,precio_UN_venta_DI
10096,TABL.MANI DISNEY 4X4,TABL.MANI DISNEY 4X4,UN,UN,160,4,40,unidad,unidad,,40,,4,4,160,1,1,precio_UN
10097,TURR.MANI ARCOR 4X28,TURR.MANI ARCOR 4X28,UN,UN,112,4,28,unidad,unidad,,28,,4,4,112,1,1,precio_UN
10099,CROC.ALM.SEM.Y PASAS,CROC.ALM.SEM.Y PASAS,UN,UN,35,35,1,unidad,unidad,,,,,1,35,1,1,precio_UN
10105,B.TOFF BON O BON 6X959G,B.TOFF BON O BON 6X959G,DI,UN,822,6,137,unidad,unidad,,137,,6,6,822,1,137,precio_UN_venta_DI
10106,MP EX-STRONG 12X12X3,MP EX-STRONG 12X12X3,DI,UN,144,12,12,unidad,unidad,,12,,12,1,144,1,12,precio_UN_venta_DI
10107,CAR.MP CRX BERRIES 12X12X8UN,CAR.MP CRX BERRIES 12X12X8UN,DI,UN,144,12,12,unidad,unidad,,12,,12,1,144,1,12,precio_UN_venta_DI
10108,CAR.MP CRX FRUTIL.12X12X8UN,CAR.MP CRX FRUTIL.12X12X8UN,DI,UN,144,12,12,unidad,unidad,,12,,12,1,144,1,12,precio_UN_venta_DI
10113,TAB.HAMLET WAY 12X21UN.X30GR,TAB.HAMLET WAY 12X21UN.X30GR,DI,UN,252,12,21,unidad,unidad,,21,,12,12,252,1,21,precio_UN_venta_DI
10116,COPA COFLER SUPREME,COPA COFLER SUPREME,BU,BU,16,16,1,unidad,unidad,,,,,1,16,1,16,precio_BU_como_unidad_min_bulto
10117,COPA AGUILA CHOCOLAT,COPA AGUILA CHOCOLAT,BU,BU,16,16,1,unidad,unidad,,,,,1,16,1,16,precio_BU_como_unidad_min_bulto
10118,COPA L.CAMP FRUTILLA,COPA L.CAMP FRUTILLA,BU,BU,16,1,16,unidad,unidad,,16,,,1,16,1,16,precio_BU_como_unidad_min_bulto
10120,COFLER EXTRA MARROC,COFLER EXTRA MARROC,BU,BU,22,1,22,unidad,unidad,,22,,,1,22,1,22,precio_BU_como_unidad_min_bulto
10121,HELADO ALFAJOR NEGRO,HELADO ALFAJOR NEGRO,BU,BU,27,1,27,unidad,unidad,,27,,,1,27,1,27,precio_BU_como_unidad_min_bulto
10125,ENSALADA ATUN CALIFO,ENSALADA ATUN CALIFO,UN,UN,48,48,1,unidad,unidad,,,,,1,48,1,1,precio_UN
10126,ENSALADA ATUN MEXICA,ENSALADA ATUN MEXICA,UN,UN,48,48,1,unidad,unidad,,,,,1,48,1,1,precio_UN
10127,ENS ATUN MEDITERRANE,ENS ATUN MEDITERRANE,UN,UN,48,48,1,unidad,unidad,,,,,1,48,1,1,precio_UN
10136,CAR.MP C+ LIMÓN 12X1,CAR.MP C+ LIMÓN 12X1,DI,UN,144,12,12,unidad,unidad,,12,,12,12,144,1,12,precio_UN_venta_DI
10145,CAR.BC FRUTILLA 24X6,CAR.BC FRUTILLA 24X6,DI,UN,144,12,12,unidad,unidad,,12,,12,24,144,1,12,precio_UN_venta_DI
10146,TAB.HAMLET ALMEN/MANI 8X21X45G,TAB.HAMLET ALMEN/MANI 8X21X45G,DI,UN,168,8,21,unidad,unidad,,21,,8,1,168,1,21,precio_UN_venta_DI
10147,TAB.HAMLET LEC/COKIES 8X21X45G,TAB.HAMLET LEC/COKIES 8X21X45G,DI,UN,168,8,21,unidad,unidad,,21,,8,1,168,1,21,precio_UN_venta_DI
10148,TAB.HAMLET CHOCOLATOS.8X21X43G,TAB.HAMLET CHOCOLATOS.8X21X43G,DI,UN,168,8,21,unidad,unidad,,21,,8,1,168,1,21,precio_UN_venta_DI
10149,TAB.HAMLET BCO/COOKIE 8X21X48G,TAB.HAMLET BCO/COOKIE 8X21X48G,DI,UN,168,8,21,unidad,unidad,,21,,8,1,168,1,21,precio_UN_venta_DI
10150,TAB.HAMLET YOGHU.FRUT.8X21X43G,TAB.HAMLET YOGHU.FRUT.8X21X43G,DI,UN,168,8,21,unidad,unidad,,21,,8,1,168,1,21,precio_UN_venta_DI
10152,COMB.JARRA.JUG.BC.30,COMB.JARRA.JUG.BC.30,UN,UN,360,30,12,unidad,unidad,,12,,30,1,360,1,1,precio_UN
10161,CHUP.MR.POP.EVOL.SRT,CHUP.MR.POP.EVOL.SRT,DI,UN,288,12,24,unidad,unidad,,24,,12,1,288,1,24,precio_UN_venta_DI
10164,GOMAS BANANITAS MOGU,GOMAS BANANITAS MOGU,DI,UN,668,4,167,unidad,unidad,,167,,4,1,668,1,167,precio_UN_venta_DI
10165,GOMAS BANANITAS MOGU,GOMAS BANANITAS MOGU,DI,UN,546,6,91,unidad,unidad,,91,,6,1,546,1,91,precio_UN_venta_DI
10166,MOGUL HELLO KITTY 12,MOGUL HELLO KITTY 12,DI,UN,144,12,12,unidad,unidad,,12,,12,1,144,1,12,precio_UN_venta_DI
10176,MR.POP.SUPER FRTAL.S,MR.POP.SUPER FRTAL.S,DI,UN,390,6,65,unidad,unidad,,65,,6,1,390,1,65,precio_UN_venta_DI
10177,MR. POPS GLITTS 6 X,MR. POPS GLITTS 6 X,DI,UN,360,6,60,unidad,unidad,,60,,6,1,360,1,60,precio_UN_venta_DI
10179,GOMAS MOGUL CONITOS,GOMAS MOGUL CONITOS,DI,UN,2000,4,500,unidad,unidad,,500,,4,1,2000,1,500,precio_UN_venta_DI
10191,MERME.PORCION.DURAZNO 120X20 G,MERME.PORCION.DURAZNO 120X20 G,UN,UN,120,1,120,unidad,unidad,,120,,,120,120,1,1,precio_UN
10198,HVO LIC.TOY STORY FP,HVO LIC.TOY STORY FP,UN,UN,48,1,48,unidad,unidad,,48,,,1,48,1,1,precio_UN
10210,SALADIX SNACK ORIG.,SALADIX SNACK ORIG.,UN,UN,24,24,1,unidad,unidad,,,,,1,24,1,1,precio_UN
10212,SALADIX HULA HULA 28,SALADIX HULA HULA 28,UN,UN,28,28,1,unidad,unidad,,,,,1,28,1,1,precio_UN
10213,SALADIX HULA HULA 44,SALADIX HULA HULA 44,UN,UN,44,44,1,unidad,unidad,,,,,1,44,1,1,precio_UN
10214,SALADIX SNACK CHEDAR,SALADIX SNACK CHEDAR,UN,UN,24,24,1,unidad,unidad,,,,,1,24,1,1,precio_UN
10221,ALF.ARROZ SER LIMON,ALF.ARROZ SER LIMON,UN,UN,144,12,12,unidad,unidad,,12,,12,1,144,1,1,precio_UN
10223,CARP. CATALOGO ARCOR 2013 (5UN),CARP. CATALOGO ARCOR 2013 (5UN),UN,UN,5,5,1,unidad,unidad,,,,,1,5,1,1,precio_UN
10224,HEL CORAZÓN BARBIE -,HEL CORAZÓN BARBIE -,BU,BU,24,1,24,unidad,unidad,,24,,,1,24,1,24,precio_BU_como_unidad_min_bulto
10233,CH.POOSH.HALLOW.UVA,CH.POOSH.HALLOW.UVA,DI,UN,800,16,50,unidad,unidad,,50,,16,1,800,1,50,precio_UN_venta_DI
10236,LAPIDA CHUPETIN OJO,LAPIDA CHUPETIN OJO,DI,UN,120,12,10,unidad,unidad,,10,,12,1,120,1,10,precio_UN_venta_DI
10237,CALABAZA MASTIC. MOG,CALABAZA MASTIC. MOG,DI,UN,12,12,1,unidad,unidad,,,,,1,12,1,1,precio_UN
10238,CROC.MANI SEMILLAS 2,CROC.MANI SEMILLAS 2,UN,UN,28,1,28,unidad,unidad,,28,,,1,28,1,1,precio_UN
10241,CH. TL CONF.MENTA 24,CH. TL CONF.MENTA 24,DI,UN,144,12,12,unidad,unidad,,12,,12,1,144,1,12,precio_UN_venta_DI
10242,CH. TL CONF.FRUTA 24,CH. TL CONF.FRUTA 24,DI,UN,144,12,12,unidad,unidad,,12,,12,1,144,1,12,precio_UN_venta_DI
10244,CH. TL CONF.STRONG 2,CH. TL CONF.STRONG 2,DI,UN,144,12,12,unidad,unidad,,12,,12,1,144,1,12,precio_UN_venta_DI
10252,BARRA YO/FR 6X20X28G,BARRA YO/FR 6X20X28G,UN,UN,120,6,20,unidad,unidad,,20,,6,1,120,1,1,precio_UN
10253,BARRA CINDOR 6X20X25,BARRA CINDOR 6X20X25,UN,UN,120,6,20,unidad,unidad,,20,,6,1,120,1,1,precio_UN
10254,HUEVO LECHE BON O BO,HUEVO LECHE BON O BO,DI,UN,144,12,12,unidad,unidad,,12,,12,1,144,1,12,precio_UN_venta_DI
10255,HUEVO CHOCOL BON O B,HUEVO CHOCOL BON O B,DI,UN,144,12,12,unidad,unidad,,12,,12,1,144,1,12,precio_UN_venta_DI
10256,HUEVO CHOC LECHE COF,HUEVO CHOC LECHE COF,DI,UN,576,24,24,unidad,unidad,,24,,24,1,576,1,24,precio_UN_venta_DI
10258,HVO LEC HELLO KITTY,HVO LEC HELLO KITTY,DI,UN,144,12,12,unidad,unidad,,12,,12,1,144,1,12,precio_UN_venta_DI
10259,HVO CHOC LEC ANG BIR,HVO CHOC LEC ANG BIR,DI,UN,144,12,12,unidad,unidad,,12,,12,1,144,1,12,precio_UN_venta_DI
10260,HUEVO BAÑ REP.BARBIE,HUEVO BAÑ REP.BARBIE,UN,UN,12,1,12,unidad,unidad,,12,,,1,12,1,1,precio_UN
10262,HUEV BÑO.REP TOY STO,HUEV BÑO.REP TOY STO,DI,UN,576,24,24,unidad,unidad,,24,,24,1,576,1,24,precio_UN_venta_DI
10265,CONEJO BOB LECHE 28X,CONEJO BOB LECHE 28X,UN,UN,28,28,1,unidad,unidad,,,,,1,28,1,1,precio_UN
10266,CONEJO BOB BLANCO 28,CONEJO BOB BLANCO 28,UN,UN,28,28,1,unidad,unidad,,,,,1,28,1,1,precio_UN
10271,SALADIX MAX JAM-30G,SALADIX MAX JAM-30G,UN,UN,48,48,1,unidad,unidad,,,,,1,48,1,1,precio_UN
10272,SALADIX MAX QUES-80G,SALADIX MAX QUES-80G,UN,UN,24,24,1,unidad,unidad,,,,,1,24,1,1,precio_UN
10273,SALADIX MAX QUES-30G,SALADIX MAX QUES-30G,UN,UN,48,48,1,unidad,unidad,,,,,1,48,1,1,precio_UN
10276,VASO H.KITTY MINIROC,VASO H.KITTY MINIROC,UN,UN,20,20,1,unidad,unidad,,,,,1,20,1,1,precio_UN
10286,BARRA MOGUL 6X20X25G,BARRA MOGUL 6X20X25G,UN,UN,120,6,20,unidad,unidad,,20,,6,1,120,1,1,precio_UN
10291,GALLET C/CHOC LEC AR,GALLET C/CHOC LEC AR,UN,UN,30,30,1,unidad,unidad,,,,,1,30,1,1,precio_UN
10292,HVO.HELLO KITTY 48X2,HVO.HELLO KITTY 48X2,UN,UN,48,1,48,unidad,unidad,,48,,,48,48,1,1,precio_UN
10294,HVO.CARTERITA BARBIE,HVO.CARTERITA BARBIE,DI,UN,120,12,10,unidad,unidad,,10,,12,1,120,1,10,precio_UN_venta_DI
10296,KIT CACERIA HVO.BOB,KIT CACERIA HVO.BOB,UN,UN,12,12,1,unidad,unidad,,,,,1,12,1,1,precio_UN
10310,KIT REGALE.HVO.COFLE,KIT REGALE.HVO.COFLE,DI,UN,300,12,25,unidad,unidad,,25,,12,1,300,1,25,precio_UN_venta_DI
10313,TAB BLCO C/CONF COFL 10X55G,TAB BLCO C/CONF COFL 10X55G,UN,UN,120,12,10,unidad,unidad,,10,,12,10,120,1,1,precio_UN
10324,CREMINO SURTIDO 36X150G (RELAN),CREMINO SURTIDO 36X150G (RELAN),DI,UN,864,36,24,unidad,unidad,,24,,36,36,864,1,24,precio_UN_venta_DI
10329,CHOC ROCKLE 12X24X20,CHOC ROCKLE 12X24X20,UN,UN,288,12,24,unidad,unidad,,24,,12,1,288,1,24,precio_UN
10351,CHOC.BCO C/CONF COFL,CHOC.BCO C/CONF COFL,UN,UN,120,12,10,unidad,unidad,,10,,12,1,120,1,1,precio_UN
10361,TABL.CHOC.LECHE COFL,TABL.CHOC.LECHE COFL,UN,UN,24,24,1,unidad,unidad,,,,,1,24,1,1,precio_UN
10362,TABL.CH.LEC/ALM.COFL,TABL.CH.LEC/ALM.COFL,UN,UN,24,24,1,unidad,unidad,,,,,1,24,1,1,precio_UN
10371,TAB CH SEMIAM AGU.DO,TAB CH SEMIAM AGU.DO,UN,UN,80,8,10,unidad,unidad,,10,,8,1,80,1,1,precio_UN
10375,CHOC BLANC DLL COFLE 8X20X42G,CHOC BLANC DLL COFLE 8X20X42G,UN,UN,160,8,20,unidad,unidad,,20,,8,1,160,1,1,precio_UN
10380,OBLEA RELL.COFL BLOC 8X20X35G,OBLEA RELL.COFL BLOC 8X20X35G,UN,UN,160,8,20,unidad,unidad,,20,,8,1,160,1,4,precio_UN
10381,OBL BCA RELL COFLER3,OBL BCA RELL COFLER3,UN,UN,160,8,20,unidad,unidad,,20,,8,1,160,1,1,precio_UN
10383,BARRA EXT.COCO COFLER 6X20X32 GR,BARRA EXT.COCO COFLER 6X20X32 GR,UN,UN,120,6,20,unidad,unidad,,20,,6,1,120,1,1,precio_UN
10427,CH. TL OM CLEAN 12X1,CH. TL OM CLEAN 12X1,DI,UN,144,12,12,unidad,unidad,,12,,12,12,144,1,12,precio_UN_venta_DI
10428,CH. TL OM HAPPY 12X1,CH. TL OM HAPPY 12X1,DI,UN,144,12,12,unidad,unidad,,12,,12,12,144,1,12,precio_UN_venta_DI
10449,ESTIROMETRO MUNDIAL,ESTIROMETRO MUNDIAL,DI,UN,72,6,12,unidad,unidad,,12,,6,1,72,1,12,precio_UN_venta_DI
10451,CHI.GLOB.CUADRA MUND,CHI.GLOB.CUADRA MUND,DI,UN,2160,18,120,unidad,unidad,,120,,18,1,2160,1,120,precio_UN_venta_DI
10461,POOSH.MIX.FRUTAL.16X,POOSH.MIX.FRUTAL.16X,DI,UN,800,16,50,unidad,unidad,,50,,16,1,800,1,50,precio_UN_venta_DI
10466,CHUP.EVOLUTION.MUNDI,CHUP.EVOLUTION.MUNDI,DI,UN,288,12,24,unidad,unidad,,24,,12,1,288,1,24,precio_UN_venta_DI
10482,MR.POPS SILBAPITO MU,MR.POPS SILBAPITO MU,DI,UN,600,12,50,unidad,unidad,,50,,12,1,600,1,50,precio_UN_venta_DI
10485,MR. POPS MUNDIAL 8X1,MR. POPS MUNDIAL 8X1,DI,UN,80,8,10,unidad,unidad,,10,,8,8,80,1,10,precio_UN_venta_DI
10487,BOB BLANCO DISP.12X3,BOB BLANCO DISP.12X3,DI,UN,360,12,30,unidad,unidad,,30,,12,12,360,1,30,precio_UN_venta_DI
10490,SLICE FRUT C/TROZ FR,SLICE FRUT C/TROZ FR,BU,BU,30,30,1,unidad,unidad,,,,,1,30,1,30,precio_BU_como_unidad_min_bulto
10491,MOGUL DUO CON JUGO 3,MOGUL DUO CON JUGO 3,BU,BU,30,30,1,unidad,unidad,,,,,1,30,1,30,precio_BU_como_unidad_min_bulto
10492,PALITO BUTTER TOFEES,PALITO BUTTER TOFEES,BU,BU,24,24,1,unidad,unidad,,,,,1,24,1,24,precio_BU_como_unidad_min_bulto
10508,MERM NARANJA LIGHT NOEL 12X390,COMBO 10157,UN,UN,1,1,1,unidad,unidad,,,,,12,1,1,1,precio_UN
10568,M.PLUS CHERRY12X12UN,M.PLUS CHERRY12X12UN,DI,UN,144,12,12,unidad,unidad,,12,,12,12,144,1,12,precio_UN_venta_DI
10569,M.PLUS MENTOL12X12UN,M.PLUS MENTOL12X12UN,DI,UN,144,12,12,unidad,unidad,,12,,12,12,144,1,12,precio_UN_venta_DI
10570,M.PLUS STRONG12X12UN,M.PLUS STRONG12X12UN,DI,UN,144,12,12,unidad,unidad,,12,,12,12,144,1,12,precio_UN_venta_DI
10571,M.PLUS MIEL12X12UN R,M.PLUS MIEL12X12UN R,DI,UN,144,12,12,unidad,unidad,,12,,12,12,144,1,12,precio_UN_venta_DI
10572,M.PLUS MENTA12X12UN,M.PLUS MENTA12X12UN,DI,UN,144,12,12,unidad,unidad,,12,,12,12,144,1,12,precio_UN_venta_DI
10580,COFLER FRUTILLA 22X6,COFLER FRUTILLA 22X6,BU,BU,22,1,22,unidad,unidad,,22,,,22,22,1,22,precio_BU_como_unidad_min_bulto
10581,ROSQUITAS SALADAS 12,ROSQUITAS SALADAS 12,UN,UN,12,12,1,unidad,unidad,,,,,1,12,1,1,precio_UN
10589,CATALOGO ARCOR 14 (CARPETA),CATALOGO ARCOR 14 (CARPETA),DI,UN,14,14,1,unidad,unidad,,,,,1,14,1,1,precio_UN
10594,TOMATE CUBETEADO LC 2x12x400G,TOM.CUBETEADO.LC.2X12X400 G,UN,UN,24,24,1,unidad,unidad,12,,2,,24,24,1,1,precio_UN
10599,BC DURAZNO (AL50) 12,BC DURAZNO (AL50) 12,UN,UN,12,12,1,unidad,unidad,,,,,1,12,1,1,precio_UN
10601,BC CIRUELA (AL50) 12,BC CIRUELA (AL50) 12,UN,UN,12,12,1,unidad,unidad,,,,,1,12,1,1,precio_UN
10611,CHICLE.POOSH.SLIME.1,CHICLE.POOSH.SLIME.1,DI,UN,800,16,50,unidad,unidad,,50,,16,1,800,1,50,precio_UN_venta_DI
10618,NARANJ.C/CHO.EST AGU,NARANJ.C/CHO.EST AGU,DI,UN,900,30,30,unidad,unidad,,30,,30,1,900,1,30,precio_UN_venta_DI
10623,POSTRE BOB BAÑADO 42,POSTRE BOB BAÑADO 42,UN,UN,42,42,1,unidad,unidad,,,,,1,42,1,1,precio_UN
10624,POSTRE BOB REGULAR.4,POSTRE BOB REGULAR.4,UN,UN,42,42,1,unidad,unidad,,,,,1,42,1,1,precio_UN
10633,GAR.MANI CH.SEMI 30X,GAR.MANI CH.SEMI 30X,UN,UN,30,30,1,unidad,unidad,,,,,1,30,1,1,precio_UN
10649,POSTRE BOB CHOCOL. 2,POSTRE BOB CHOCOL. 2,UN,UN,20,20,1,unidad,unidad,,,,,1,20,1,1,precio_UN
10650,POSTRE BOB REGULAR 2,POSTRE BOB REGULAR 2,UN,UN,20,20,1,unidad,unidad,,,,,1,20,1,1,precio_UN
10651,POSTRE BOB CHOCOL. 4,POSTRE BOB CHOCOL. 4,UN,UN,42,42,1,unidad,unidad,,,,,1,42,1,1,precio_UN
10658,P.DULCE VENEC.C/CH.1,P.DULCE VENEC.C/CH.1,UN,UN,12,12,1,unidad,unidad,,,,,1,12,1,1,precio_UN
10659,P.DULCE VENECIANO 12,P.DULCE VENECIANO 12,UN,UN,12,12,1,unidad,unidad,,,,,1,12,1,1,precio_UN
10660,P.DULCE MAD.C/CH.12X,P.DULCE MAD.C/CH.12X,UN,UN,12,12,1,unidad,unidad,,,,,1,12,1,1,precio_UN
10665,AVELLANAS C/CHOC.LEC,AVELLANAS C/CHOC.LEC,UN,UN,30,30,1,unidad,unidad,,,,,1,30,1,1,precio_UN
10667,PAN DULCE 150 AÑOS B,PAN DULCE 150 AÑOS B,UN,UN,4,4,1,unidad,unidad,,,,,1,4,1,1,precio_UN
10670,HVO.CHO.LECH.STAR WA,HVO.CHO.LECH.STAR WA,UN,UN,12,12,1,unidad,unidad,,,,,1,12,1,1,precio_UN
10671,HUEVO LEC JAKE&PIRAT,HUEVO LEC JAKE&PIRAT,UN,UN,12,12,1,unidad,unidad,,,,,1,12,1,1,precio_UN
10675,HUEVO CHOCOL. BOB MI,HUEVO CHOCOL. BOB MI,UN,UN,12,12,1,unidad,unidad,,,,,1,12,1,1,precio_UN
10682,BUDIN AGUILA BLACK 1,BUDIN AGUILA BLACK 1,UN,UN,18,18,1,unidad,unidad,,,,,1,18,1,1,precio_UN
10683,BUDIN AGUILA MIX 18X,BUDIN AGUILA MIX 18X,UN,UN,18,18,1,unidad,unidad,,,,,1,18,1,1,precio_UN
1069,MAST.CONF. 12X12X35G LIC.MADAGASCAR,MAST.CONF. 12X12X35G LIC.MADAGASCAR,UN,UN,144,12,12,unidad,unidad,,12,,12,1,144,1,1,precio_UN
10704,CHICLE TOPLINE ROLLI,CHICLE TOPLINE ROLLI,BU,BU,1152,8,144,unidad,unidad,,144,,8,1,1152,1,1152,precio_BU_como_unidad_min_bulto
10716,BOMBON SURTIDO BOB 2,BOMBON SURTIDO BOB 2,DI,UN,408,24,17,unidad,unidad,,17,,24,1,408,1,17,precio_UN_venta_DI
10726,SALADIX KETCH 38GRS,SALADIX KETCH 38GRS,UN,UN,47,47,1,unidad,unidad,,,,,1,47,1,1,precio_UN
10727,SALADIX KETCH 80GRS,SALADIX KETCH 80GRS,UN,UN,20,20,1,unidad,unidad,,,,,1,20,1,1,precio_UN
10728,SALADIX CEBOLL 30GRS,SALADIX CEBOLL 30GRS,UN,UN,47,47,1,unidad,unidad,,,,,1,47,1,1,precio_UN
10729,SALADIX CEBOLL 70GRS,SALADIX CEBOLL 70GRS,UN,UN,20,20,1,unidad,unidad,,,,,1,20,1,1,precio_UN
10754,CRIOLLITAS FINITAS 1,CRIOLLITAS FINITAS 1,UN,UN,14,14,1,unidad,unidad,,,,,1,14,1,1,precio_UN
10769,CHO LEC/C.AVELLAN CO 8X20X37G,CHO LEC/C.AVELLAN CO 8X20X37G,UN,UN,160,8,20,unidad,unidad,,20,,8,1,160,1,1,precio_UN
10772,TABL BUT.TOFFES COFL,TABL BUT.TOFFES COFL,UN,UN,120,12,10,unidad,unidad,,10,,12,1,120,1,1,precio_UN
10773,TABL BUT.TOFFES COFL,TABL BUT.TOFFES COFL,UN,UN,64,4,16,unidad,unidad,,16,,4,1,64,1,1,precio_UN
10782,BARRA BANAN.SPL COFE,BARRA BANAN.SPL COFE,UN,UN,120,6,20,unidad,unidad,,20,,6,1,120,1,1,precio_UN
10821,SALADIX SNACK CHILI/,SALADIX SNACK CHILI/,UN,UN,20,20,1,unidad,unidad,,,,,1,20,1,1,precio_UN
10822,SALADIX SNACK CHILI/,SALADIX SNACK CHILI/,UN,UN,44,44,1,unidad,unidad,,,,,1,44,1,1,precio_UN
10823,SALADIX SNACK PIRI P,SALADIX SNACK PIRI P,UN,UN,20,20,1,unidad,unidad,,,,,1,20,1,1,precio_UN
10824,SALADIX SNACK PIRI P,SALADIX SNACK PIRI P,UN,UN,44,44,1,unidad,unidad,,,,,1,44,1,1,precio_UN
10834,PALITO HEL MOGUL C/J,PALITO HEL MOGUL C/J,BU,BU,30,30,1,unidad,unidad,,,,,1,30,1,30,precio_BU_como_unidad_min_bulto
10835,PALITO COFLER FRUTIL,PALITO COFLER FRUTIL,BU,BU,22,22,1,unidad,unidad,,,,,1,22,1,22,precio_BU_como_unidad_min_bulto
10836,BOMBONCITO COFLER AM 12U.X200G,BOMBONCITO COFLER AM 12U.X200G,BU,BU,12,12,1,unidad,unidad,,,,,1,12,1,12,precio_BU_como_unidad_min_bulto
10837,PALITO HELADO MINION,PALITO HELADO MINION,BU,BU,30,30,1,unidad,unidad,,,,,1,30,1,30,precio_BU_como_unidad_min_bulto
10843,MPLUS.CHRRY12X14X30.,MPLUS.CHRRY12X14X30.,DI,UN,168,12,14,unidad,unidad,,14,,12,1,168,1,14,precio_UN_venta_DI
10844,MPLUS.STRNG12X14X30.,MPLUS.STRNG12X14X30.,DI,UN,168,12,14,unidad,unidad,,14,,12,1,168,1,14,precio_UN_venta_DI
10846,MPLUS.STRNG12X12X30.,Casalta vinagre de alcohol 12x,UN,UN,12,1,12,unidad,unidad,,12,,,1,12,1,1,precio_UN
10849,POSTRE BOB REG.BAÑAD,POSTRE BOB REG.BAÑAD,UN,UN,288,12,24,unidad,unidad,,24,,12,1,288,1,1,precio_UN
10859,CHUP.EVOL.FEST.12X48,CHUP.EVOL.FEST.12X48,DI,UN,288,12,24,unidad,unidad,,24,,12,12,288,1,24,precio_UN_venta_DI
10860,MOGUL FRUTYCR POTE,MOGUL FRUTYCR POTE,DI,UN,668,4,167,unidad,unidad,,167,,4,1,668,1,167,precio_UN_venta_DI
10861,BC PERA (AL50) 12 X1L,Casalta aceto balsámico 400ml,UN,UN,12,1,12,unidad,unidad,,12,,,12,12,1,1,precio_UN
10862,BC PERA (AL50) 24 X,BC PERA (AL50) 24 X,UN,UN,24,24,1,unidad,unidad,,,,,1,24,1,1,precio_UN
10870,SALADIX SNACK ORIG.20X90G,Favinco aceto balsámico 15x250,UN,UN,15,1,15,unidad,unidad,,15,,,20,15,1,1,precio_UN
10880,ALKA CHERRY 10X800G,ALKA CHERRY 10X800G,DI,UN,4000,10,400,unidad,unidad,,400,,10,10,4000,1,400,precio_UN_venta_DI
10881,ALKA CHERRY 24X200G,ALKA CHERRY 24X200G,DI,UN,2400,24,100,unidad,unidad,,100,,24,24,2400,1,100,precio_UN_venta_DI
